gene name,Closeness unDir,Degree unDir,Eccentricity unDir,Radiality unDir
STXBP1,0.000175994,395,0.5,3.114797611
MAPKAP1,0.000179921,494,0.333333333,3.155938952
LRP8,0.000171969,225,0.333333333,3.070670206
MDN1,0.000172503,246,0.333333333,3.076642336
BAG5,0.000167588,103,0.333333333,3.020238885
MYL9,0.000171939,235,0.333333333,3.070338421
FLNA,0.000173822,304,0.333333333,3.091240876
LCAT,0.000171116,203,0.333333333,3.061048441
HSPA4,0.00017331,270,0.333333333,3.085600531
KCNJ3,0.000179179,480,0.333333333,3.148307896
CAMK2A,0.000179404,495,0.333333333,3.150630392
NTRK1,0.000171733,215,0.333333333,3.068015926
S100B,0.00017304,268,0.333333333,3.082614466
KLK6,0.000174886,328,0.333333333,3.102853351
DNAJA1,0.000178891,458,0.333333333,3.145321831
LITAF,0.00017135,201,0.333333333,3.063702721
UBE2L3,0.000172117,228,0.333333333,3.072329131
COMT*KDG*,0.000176149,365,0.333333333,3.116456536
FBXO7,0.000172176,239,0.333333333,3.072992701
AGPAT1,0.000170736,192,0.333333333,3.056735236
PINK1*KDG*,0.000187441,750,0.5,3.229927007
ACSL1,0.000174795,323,0.333333333,3.101857996
LBP,0.000172592,252,0.333333333,3.077637691
SLC6A3,0.000168435,110,0.333333333,3.030192435
PPP1CA,0.000173702,295,0.333333333,3.089913736
NCOR2,0.00018315,598,0.333333333,3.188453882
HTT,0.000181884,562,0.5,3.175846052
FBP1,0.00017507,339,0.333333333,3.104844061
FKBP4,0.000171174,202,0.333333333,3.061712011
CYB5R1,0.000171644,209,0.333333333,3.067020571
MYL12B,0.000169205,148,0.333333333,3.03915063
LIMS1,0.000172503,244,0.333333333,3.076642336
APOC1,0.000174734,339,0.333333333,3.101194426
MAP2K6,0.000173641,282,0.333333333,3.089250166
MAPK12,0.000167448,98,0.333333333,3.01857996
HSD17B4,0.000175654,375,0.333333333,3.111147976
CYB5A,0.000175593,357,0.333333333,3.110484406
HSP90AB1,0.00017325,285,0.333333333,3.084936961
HP,0.000175654,384,0.333333333,3.111147976
AADAC,0.000177117,415,0.333333333,3.126741871
TMCC2,0.000170911,195,0.333333333,3.058725946
HTRA2,0.000170823,193,0.333333333,3.057730591
ITGB7,0.000171527,213,0.333333333,3.065693431
CAPN2,0.0001734,290,0.333333333,3.086595886
SLC6A2,0.000170999,194,0.333333333,3.059721301
KCNJ6,0.000177525,416,0.5,3.131055076
HTRA1,0.000172503,247,0.333333333,3.076642336
DAPK1,0.000186567,718,0.333333333,3.221632382
TTPA,0.000178987,500,0.333333333,3.146317186
CFHR3,0.000172444,270,0.333333333,3.075978766
CYP2D6*KDG*,0.00017452,314,0.333333333,3.098871931
BST1*KDG*,0.000187547,785,0.5,3.230922362
BDNF*KDG*,0.00017646,380,0.333333333,3.119774386
HSPB6,0.000170707,186,0.333333333,3.056403451
ACE,0.000173732,285,0.333333333,3.090245521
UBE2G1,0.00017094,204,0.333333333,3.059057731
SCARB1,0.000179308,474,0.333333333,3.149635036
EPB41L1,0.00017319,260,0.333333333,3.084273391
DMTN,0.000176243,387,0.333333333,3.117451891
FAH,0.000177968,437,0.333333333,3.135700066
ZAP70,0.00017449,312,0.333333333,3.098540146
MAPK11,0.00017059,181,0.333333333,3.055076311
HMGCS1,0.000172622,267,0.333333333,3.077969476
ACTG2,0.000171116,198,0.333333333,3.061048441
VLDLR,0.000175901,357,0.333333333,3.113802256
ESRRB,0.000174398,305,0.333333333,3.097544791
CYP2C9,0.000177242,449,0.333333333,3.128069011
TGM1,0.00016835,110,0.333333333,3.02919708
RPS6KA3,0.00017059,186,0.333333333,3.055076311
HSPA1A,0.000171174,204,0.333333333,3.061712011
CDC37,0.000174764,329,0.333333333,3.101526211
ART1,0.000172563,249,0.333333333,3.077305906
SLC11A2,0.000171292,202,0.333333333,3.063039151
CAV1,0.000175716,371,0.5,3.111811546
SYT11,0.000171851,220,0.333333333,3.069343066
RAD21,0.000175623,364,0.333333333,3.110816191
SGK1,0.00017301,265,0.333333333,3.082282681
TOMM40,0.000175162,333,0.333333333,3.105839416
POR,0.000170329,169,0.333333333,3.052090246
CKM,0.000171939,230,0.333333333,3.070338421
USP9Y,0.000167983,96,0.333333333,3.024883875
TYRO3,0.000176741,390,0.333333333,3.122760451
RAI14,0.000177873,439,0.333333333,3.134704711
MAP1B,0.000180018,514,0.333333333,3.156934307
RPS6KA1,0.000176056,360,0.333333333,3.115461181
MAP2K3,0.000170999,193,0.333333333,3.059721301
TNFRSF1A,0.000174764,320,0.333333333,3.101526211
SYN1,0.000171733,212,0.333333333,3.068015926
CYB5R3,0.000170213,176,0.333333333,3.050763106
AP1B1,0.000178827,456,0.333333333,3.144658261
MARCH2,0.000172503,244,0.333333333,3.076642336
MYL6,0.000168833,132,0.333333333,3.034837425
CAPZA2,0.000175223,346,0.5,3.106502986
LECT2,0.000183621,644,0.333333333,3.193098872
IDI1,0.000175778,375,0.333333333,3.112475116
MPC2,0.000172028,238,0.333333333,3.071333776
LRP2,0.00017001,164,0.333333333,3.04844061
SLC1A2,0.000176243,368,0.333333333,3.117451891
PAWR,0.000170853,184,0.333333333,3.058062376
NR5A2,0.00017646,383,0.333333333,3.119774386
KCNAB1,0.000180799,522,0.5,3.164897147
SERPINB10,0.000173641,280,0.333333333,3.089250166
RALYL,0.000168634,112,0.333333333,3.03251493
TUBA1A,0.000175439,361,0.333333333,3.108825481
PSEN1,0.000172771,256,0.333333333,3.079628401
IRS4,0.000174064,295,0.333333333,3.093895156
KCNJ5,0.00017135,208,0.333333333,3.063702721
RELN,0.000182749,599,0.5,3.184472462
CASR,0.000172028,224,0.333333333,3.071333776
NOS3,0.00017191,219,0.333333333,3.070006636
DLG4,0.000173853,306,0.333333333,3.091572661
RB1CC1,0.000176211,376,0.333333333,3.117120106
ATP6V1E1,0.000180636,524,0.333333333,3.163238222
UBE2M,0.000169492,172,0.333333333,3.04246848
ILK,0.000176367,393,0.333333333,3.118779031
ELOVL6,0.000182849,583,0.5,3.185467817
FADS1,0.000170969,203,0.333333333,3.059389516
DHCR7,0.000171497,227,0.333333333,3.065361646
APOC3,0.000174398,338,0.333333333,3.097544791
NTRK3,0.000182183,556,0.5,3.178832117
SIM2,0.000171174,194,0.333333333,3.061712011
FOXG1,0.000182548,570,0.333333333,3.182481752
KCNJ9,0.00017191,233,0.333333333,3.070006636
GSK3A,0.00017963,488,0.5,3.152952887
DNAJB1,0.000170648,185,0.333333333,3.055739881
ABHD14A,0.000174095,297,0.333333333,3.094226941
ATP6V1B1,0.000171703,222,0.333333333,3.067684141
SNCB,0.000177179,422,0.333333333,3.127405441
POLR1C,0.000166389,76,0.333333333,3.00597213
SOD1,0.000182415,604,0.333333333,3.181154612
SAP18,0.000171674,224,0.333333333,3.067352356
TOR1A,0.000170474,182,0.333333333,3.053749171
BCAS1,0.000172058,227,0.333333333,3.071665561
IFIT5,0.000169434,147,0.333333333,3.04180491
IFIT3,0.000172533,246,0.333333333,3.076974121
SHOX,0.000176118,366,0.333333333,3.116124751
COPS8,0.000179565,486,0.333333333,3.152289317
MFN2,0.000172265,240,0.333333333,3.073988056
YWHAH,0.000179404,491,0.333333333,3.150630392
EYA1,0.000178891,480,0.5,3.145321831
ASGR2,0.000176118,394,0.333333333,3.116124751
PROC,0.000180018,527,0.333333333,3.156934307
SLC2A2,0.000181752,643,0.333333333,3.174518912
DOK1,0.000171233,210,0.333333333,3.062375581
KLKB1,0.000176118,412,0.333333333,3.116124751
GNMT,0.000172206,258,0.333333333,3.073324486
SIAH2,0.000174246,309,0.333333333,3.095885866
ENSA,0.00017094,191,0.333333333,3.059057731
HTR2C,0.000171999,245,0.333333333,3.071001991
PON1*KDG*,0.00018205,608,0.333333333,3.177504977
ARR3,0.000172236,227,0.333333333,3.073656271
HAAO,0.000179437,511,0.5,3.150962177
MKL1,0.000168407,117,0.333333333,3.02986065
RPS6KA5,0.000174611,312,0.333333333,3.099867286
CYCS,0.000170794,197,0.333333333,3.057398806
PRKCD,0.00017507,339,0.333333333,3.104844061
PKN1,0.000170097,178,0.333333333,3.049435965
CBS,0.000177715,442,0.333333333,3.133045786
ENTPD2,0.000168833,140,0.333333333,3.034837425
NDP,0.000172147,242,0.333333333,3.072660916
AKR1C4,0.00017819,469,0.333333333,3.138022561
RGN,0.000172951,264,0.333333333,3.081619111
AASS,0.000175778,352,0.333333333,3.112475116
ALDH2,0.00017696,406,0.333333333,3.125082946
MYO1B,0.00017584,360,0.333333333,3.113138686
SEPT4,0.000173581,293,0.333333333,3.088586596
PRPS1,0.000170474,176,0.333333333,3.053749171
C9,0.000176398,395,0.333333333,3.119110816
OGT,0.00016975,155,0.333333333,3.045454545
DRP2,0.000175346,340,0.333333333,3.107830126
NFIX,0.000175469,347,0.333333333,3.109157266
CHI3L1,0.000171468,231,0.333333333,3.065029861
RGS2,0.000174764,315,0.5,3.101526211
PDK2,0.000170823,191,0.333333333,3.057730591
ATP6V0D1,0.000174368,308,0.333333333,3.097213006
PTN,0.000176025,365,0.333333333,3.115129396
APP,0.000193498,964,0.5,3.285335103
NGFR,0.000177651,417,0.5,3.132382216
CSNK1A1,0.00017449,313,0.5,3.098540146
EFNB3,0.000171145,200,0.333333333,3.061380226
VDAC2,0.00017191,230,0.333333333,3.070006636
DVL1,0.000171233,200,0.333333333,3.062375581
AKT2,0.000172444,241,0.333333333,3.075978766
PRKACA,0.000170853,197,0.333333333,3.058062376
PITX3,0.000170097,153,0.333333333,3.049435965
BAG1,0.000173822,285,0.333333333,3.091240876
SCP2,0.000182249,601,0.333333333,3.179495687
ARPC5,0.000178603,446,0.333333333,3.142335766
ARL6IP5,0.000170126,164,0.333333333,3.04976775
HMMR,0.000168152,119,0.333333333,3.026874585
UBE2D2,0.000169664,157,0.333333333,3.04445919
MAN2B2,0.000174642,318,0.333333333,3.100199071
MAPT*KDG*,0.000181324,562,0.5,3.170205707
SHH,0.000174307,306,0.333333333,3.096549436
BCL2L2,0.000167898,110,0.333333333,3.02388852
F10,0.000175162,348,0.333333333,3.105839416
CAPG,0.00017319,268,0.333333333,3.084273391
EIF4EBP1,0.000171497,209,0.333333333,3.065361646
GSTZ1,0.00017507,347,0.333333333,3.104844061
VIM,0.000178126,452,0.333333333,3.137358991
ITIH2,0.000180278,556,0.333333333,3.159588587
UBE2L6,0.000169837,152,0.333333333,3.0464499
CAPZB,0.000171321,205,0.333333333,3.063370936
HSPA8,0.000174459,321,0.333333333,3.098208361
AMPH,0.000179404,494,0.333333333,3.150630392
PIGR,0.000176803,393,0.333333333,3.123424021
CBL,0.000179404,479,0.333333333,3.150630392
ALK,0.000175562,343,0.333333333,3.110152621
COL11A2,0.000171497,204,0.333333333,3.065361646
CYP2A6,0.000175377,362,0.333333333,3.108161911
EPB42,0.000174703,359,0.333333333,3.100862641
XCL1,0.000171703,220,0.333333333,3.067684141
ACO2,0.000174004,296,0.333333333,3.093231586
DNM1L,0.000174307,311,0.333333333,3.096549436
CPT1A,0.00017135,210,0.333333333,3.063702721
APOC4-APOC2,0.000171204,233,0.333333333,3.062043796
EPHX1,0.000173671,293,0.333333333,3.089581951
ZER1,0.00017191,217,0.333333333,3.070006636
FLG,0.00016952,140,0.333333333,3.042800265
FXYD1,0.000171321,214,0.333333333,3.063370936
JUNB,0.000168691,125,0.333333333,3.0331785
ENTPD3,0.000172801,252,0.333333333,3.079960186
CSTB,0.000170474,177,0.333333333,3.053749171
ITCH,0.000173974,298,0.333333333,3.092899801
ECE1,0.000177336,411,0.333333333,3.129064366
MARK2,0.00017188,221,0.333333333,3.069674851
CST7,0.000174581,337,0.333333333,3.099535501
PITPNM1,0.00017298,253,0.333333333,3.081950896
GRIN2B,0.000181984,577,0.333333333,3.176841407
GYS1,0.000175223,338,0.333333333,3.106502986
BCR,0.000175131,331,0.333333333,3.105507631
PPP2R4,0.000173641,284,0.333333333,3.089250166
PLK2,0.000168776,126,0.333333333,3.034173855
GAPDH,0.000179598,505,0.333333333,3.152621102
SERPINA5,0.000174125,320,0.333333333,3.094558726
PSMD1,0.000173974,321,0.333333333,3.092899801
ALAD,0.000177022,402,0.5,3.125746516
DPP4,0.000175223,349,0.333333333,3.106502986
BAG2,0.000171468,210,0.333333333,3.065029861
LYZ,0.00017298,260,0.333333333,3.081950896
ME3,0.000180148,496,0.333333333,3.158261447
ACADVL,0.000174338,303,0.333333333,3.096881221
EPN2,0.000168209,109,0.333333333,3.027538155
ITIH1,0.000178158,494,0.333333333,3.137690776
F7,0.000176025,375,0.333333333,3.115129396
CTNNA2,0.000187371,748,0.5,3.229263437
FDPS,0.000170619,201,0.333333333,3.055408096
RNF10,0.00017322,273,0.333333333,3.084605176
DRD3,0.00017191,226,0.333333333,3.070006636
F13B,0.000175932,378,0.333333333,3.114134041
SCN1B,0.000173551,283,0.333333333,3.088254811
NR1H3,0.000171792,219,0.333333333,3.068679496
DBH,0.000175685,351,0.333333333,3.111479761
TCIRG1,0.00017188,216,0.333333333,3.069674851
CAT,0.00017854,493,0.333333333,3.141672196
USO1,0.00016852,120,0.333333333,3.03118779
HNMT,0.000176274,378,0.333333333,3.117783676
DPYSL2,0.000178731,469,0.333333333,3.143662906
DOK5,0.000174338,308,0.333333333,3.096881221
NDRG2,0.000169291,152,0.333333333,3.040145985
HOMER1,0.000172951,261,0.333333333,3.081619111
ACTR1B,0.000171057,198,0.333333333,3.060384871
ABCC9,0.00016952,154,0.333333333,3.042800265
TPM2,0.000172354,247,0.333333333,3.074983411
C8B,0.000174886,357,0.333333333,3.102853351
MID1,0.000172028,223,0.333333333,3.071333776
HSD17B6,0.000176243,422,0.333333333,3.117451891
CYP7A1,0.000178795,470,0.333333333,3.144326476
ARVCF,0.000172592,239,0.333333333,3.077637691
DUSP3,0.000181357,560,0.5,3.170537492
SPTB,0.000172444,241,0.333333333,3.075978766
GPD1,0.00017191,230,0.333333333,3.070006636
ALAS2,0.0001731,294,0.333333333,3.083278036
MAST1,0.00017298,257,0.333333333,3.081950896
NCAM1,0.000168947,126,0.333333333,3.036164565
APOC2,0.000173853,319,0.333333333,3.091572661
SMPDL3A,0.000170503,181,0.333333333,3.054080956
MYO1C,0.000169722,157,0.333333333,3.04512276
GGCX,0.000175009,344,0.333333333,3.104180491
ARHGEF7,0.000172473,242,0.333333333,3.076310551
HAGH,0.000177936,434,0.333333333,3.135368281
C6orf10,0.000167729,131,0.333333333,3.02189781
ARSE,0.000172473,256,0.333333333,3.076310551
OPCML,0.000184706,646,0.5,3.203715992
EBP,0.000175685,372,0.333333333,3.111479761
ASGR1,0.000178412,466,0.333333333,3.140345056
TSHB,0.000174551,319,0.333333333,3.099203716
SLC22A18,0.000172265,228,0.333333333,3.073988056
FKBP8,0.000174125,297,0.333333333,3.094558726
MSMO1,0.000172087,238,0.333333333,3.071997346
TOMM70A,0.000174064,299,0.333333333,3.093895156
THY1,0.000172861,256,0.333333333,3.080623756
CTSA,0.000175346,351,0.333333333,3.107830126
AKR1D1,0.000175131,370,0.333333333,3.105507631
RNF5,0.000170678,187,0.333333333,3.056071666
INPP5A,0.000168152,110,0.333333333,3.026874585
MDH1,0.000174398,313,0.333333333,3.097544791
S100A1,0.000170736,199,0.333333333,3.056735236
HADHB,0.000177085,417,0.333333333,3.126410086
CPB2,0.000181061,587,0.333333333,3.167551427
TRADD,0.000168919,128,0.333333333,3.03583278
SLC6A8,0.00016852,116,0.333333333,3.03118779
AKT1,0.000174246,316,0.333333333,3.095885866
TPP1,0.000172206,249,0.333333333,3.073324486
PSMD4,0.000171556,245,0.333333333,3.066025216
HBZ,0.000170853,187,0.333333333,3.058062376
SLC25A1,0.000174611,314,0.333333333,3.099867286
CPOX,0.000175809,374,0.5,3.112806901
PSMC6,0.000174703,327,0.333333333,3.100862641
HAO1,0.000180343,551,0.333333333,3.160252157
PDE10A,0.000174368,307,0.333333333,3.097213006
OXT,0.000172295,241,0.333333333,3.074319841
SULT2A1,0.000171969,240,0.333333333,3.070670206
APOBEC2,0.000174064,296,0.333333333,3.093895156
GAK*KDG*,0.000174064,292,0.333333333,3.093895156
COCH,0.000171733,225,0.333333333,3.068015926
AMBP,0.000177904,480,0.333333333,3.135036496
GCDH,0.000173521,281,0.333333333,3.087923026
SH3GL1,0.000171116,200,0.333333333,3.061048441
AMH,0.000169981,159,0.333333333,3.048108825
DLG2,0.000191461,872,0.333333333,3.267086928
SGCE,0.000172771,256,0.333333333,3.079628401
SLC22A4,0.000174948,345,0.333333333,3.103516921
PPP2R2A,0.00017313,275,0.333333333,3.083609821
ASL,0.000175131,336,0.333333333,3.105507631
FPR2,0.00017452,331,0.333333333,3.098871931
PTGIR,0.000170213,166,0.333333333,3.050763106
HBB,0.000175932,385,0.333333333,3.114134041
OAZ1,0.000174703,320,0.333333333,3.100862641
ACP2,0.000171292,202,0.333333333,3.063039151
GSTA2,0.000168407,143,0.333333333,3.02986065
CCT2,0.000177085,418,0.333333333,3.126410086
FPR1,0.000176647,429,0.333333333,3.121765096
ARG1,0.00017963,512,0.5,3.152952887
LRP1,0.000170619,180,0.333333333,3.055408096
SDHC,0.000170358,188,0.333333333,3.052422031
DPYS,0.000174948,362,0.333333333,3.103516921
NR3C1,0.000175531,349,0.333333333,3.109820836
SLC6A4,0.000171527,214,0.333333333,3.065693431
RAB5B,0.000172771,252,0.333333333,3.079628401
EHHADH,0.000184502,688,0.333333333,3.201725282
CYP2A13,0.000171821,231,0.333333333,3.069011281
CALM3,0.000170619,191,0.333333333,3.055408096
RASSF7,0.000173491,271,0.333333333,3.087591241
MAP2K7,0.00016889,124,0.333333333,3.035500995
SIRPB1,0.000169549,154,0.333333333,3.04313205
PRPH,0.000175871,356,0.333333333,3.113470471
MKRN1,0.000170561,182,0.333333333,3.054744526
RGS9,0.000170358,172,0.333333333,3.052422031
PTK2B,0.000176491,379,0.333333333,3.120106171
ALDH3A2,0.00017584,375,0.333333333,3.113138686
ANO3,0.000181159,530,0.5,3.168546782
DUSP6,0.000173611,284,0.333333333,3.088918381
RAPSN,0.000170794,189,0.333333333,3.057398806
ECHS1,0.000175963,388,0.333333333,3.114465826
AR,0.000175377,355,0.333333333,3.108161911
CTSD,0.000175654,354,0.333333333,3.111147976
SPEF1,0.000177936,421,0.333333333,3.135368281
CYP2E1,0.000175747,374,0.333333333,3.112143331
CALM1,0.000173913,307,0.333333333,3.092236231
RXRA,0.000170039,167,0.333333333,3.048772395
RPS6KB1,0.00017313,265,0.333333333,3.083609821
ATP7B,0.000174216,309,0.333333333,3.095554081
DNASE1L2,0.000170358,174,0.333333333,3.052422031
MSN,0.000172117,242,0.333333333,3.072329131
ABCC6,0.00017337,286,0.333333333,3.086264101
ZNHIT1,0.000174825,325,0.333333333,3.102189781
CD81,0.00017304,267,0.333333333,3.082614466
UQCRC1,0.000176336,381,0.333333333,3.118447246
F9,0.000182548,640,0.333333333,3.182481752
WNT4,0.000176118,368,0.333333333,3.116124751
PLCB2,0.000174672,316,0.333333333,3.100530856
PKLR,0.000173974,311,0.333333333,3.092899801
PPP3CB,0.0001731,266,0.333333333,3.083278036
CEACAM8,0.000172503,263,0.333333333,3.076642336
GMDS,0.000179727,483,0.333333333,3.153948242
COX7A2L,0.000170387,182,0.333333333,3.052753816
CDH16,0.000170503,180,0.333333333,3.054080956
S100A2,0.000169722,145,0.333333333,3.04512276
APOH,0.000178253,481,0.333333333,3.138686131
IDH2,0.000173551,294,0.333333333,3.088254811
ACADSB,0.000177809,447,0.333333333,3.134041141
CLTC,0.000176554,392,0.333333333,3.120769741
DBN1,0.000168011,106,0.333333333,3.02521566
PLA2G7,0.000172206,230,0.333333333,3.073324486
SMCP,0.000169895,158,0.333333333,3.04711347
MGRN1,0.00017343,278,0.333333333,3.086927671
GNA15,0.000170882,186,0.333333333,3.058394161
PAFAH1B2,0.000174307,306,0.333333333,3.096549436
FMO5,0.000177336,442,0.333333333,3.129064366
ESRRG,0.000182515,574,0.333333333,3.182149967
BCAT2,0.000170999,189,0.333333333,3.059721301
MYOZ3,0.000169405,142,0.333333333,3.041473125
APOA1,0.000173521,315,0.333333333,3.087923026
TP53I11,0.00018031,495,0.333333333,3.159920372
GJB1,0.000178253,485,0.333333333,3.138686131
TUBB,0.000171468,217,0.333333333,3.065029861
MYO5A,0.000173943,298,0.333333333,3.092568016
PPP5C,0.000173702,291,0.333333333,3.089913736
PON2,0.000175593,363,0.333333333,3.110484406
MAPRE3,0.000172384,252,0.333333333,3.075315196
ILVBL,0.000167392,99,0.333333333,3.01791639
ACAA1,0.000172861,267,0.333333333,3.080623756
APCS,0.00018005,548,0.333333333,3.157266092
SCFD1,0.000179147,458,0.333333333,3.147976111
CYP27A1,0.000174307,317,0.333333333,3.096549436
STK25,0.000176991,398,0.333333333,3.125414731
SERPINA7,0.000174307,355,0.333333333,3.096549436
ALPL,0.00017671,393,0.333333333,3.122428666
FOXI1,0.000172265,230,0.333333333,3.073988056
FECH,0.000174095,320,0.333333333,3.094226941
GML,0.000169578,153,0.333333333,3.043463835
SERPINC1,0.000179565,546,0.333333333,3.152289317
ANK2,0.00018162,548,0.333333333,3.173191772
SPR,0.00018031,501,0.5,3.159920372
HADH,0.000177746,433,0.333333333,3.133377571
TXNRD2,0.000173551,275,0.333333333,3.088254811
PRB4,0.000171585,216,0.333333333,3.066357001
PSME2,0.00016889,142,0.333333333,3.035500995
C10orf10,0.000168634,125,0.333333333,3.03251493
TSPYL2,0.000170358,167,0.333333333,3.052422031
PSMC2,0.000172058,249,0.333333333,3.071665561
SLC18A2,0.000170678,182,0.333333333,3.056071666
FYN,0.000180018,515,0.333333333,3.156934307
C8A,0.000187688,822,0.333333333,3.232249502
PSMD2,0.00017584,386,0.333333333,3.113138686
MFN1,0.000170474,173,0.333333333,3.053749171
ARIH1,0.000175131,332,0.333333333,3.105507631
CPQ,0.00017337,277,0.333333333,3.086264101
GNAZ,0.000174125,307,0.333333333,3.094558726
NFE2,0.000175439,389,0.333333333,3.108825481
EXT1,0.000181324,549,0.333333333,3.170205707
DNAJB2,0.000172741,252,0.333333333,3.079296616
PDYN,0.000171527,213,0.333333333,3.065693431
CDC42EP2,0.000169463,151,0.333333333,3.042136695
RDH16,0.000174764,361,0.333333333,3.101526211
HYAL3,0.000170853,188,0.333333333,3.058062376
PLEKHA6,0.000174672,320,0.333333333,3.100530856
LDLR,0.000170678,190,0.333333333,3.056071666
CYP51A1,0.000179115,469,0.333333333,3.147644326
HSPB1,0.000171969,232,0.333333333,3.070670206
DPYD,0.000180897,531,0.333333333,3.165892502
BLOC1S1,0.00017298,267,0.333333333,3.081950896
ARRB2,0.000175009,338,0.333333333,3.104180491
GAD2,0.000172622,258,0.333333333,3.077969476
MAT1A,0.000176835,422,0.333333333,3.123755806
SERPINA3,0.000176274,375,0.333333333,3.117783676
NTN3,0.000174095,299,0.333333333,3.094226941
MPRIP,0.000177746,405,0.333333333,3.133377571
PRDX3,0.00017343,282,0.333333333,3.086927671
PDCD4,0.000177274,399,0.333333333,3.128400796
PENK,0.000177778,429,0.333333333,3.133709356
BPHL,0.00017331,276,0.333333333,3.085600531
LRBA,0.00018352,599,0.333333333,3.192103517
ALOX5AP,0.00018205,594,0.5,3.177504977
HSD3B1,0.00017334,275,0.333333333,3.085932316
RPS8,0.000169549,162,0.333333333,3.04313205
NDUFS5,0.000167112,102,0.333333333,3.01459854
PLD2,0.000177778,420,0.5,3.133709356
COG7,0.000167785,95,0.333333333,3.02256138
GPAA1,0.000168294,131,0.333333333,3.02853351
CEP164,0.00017322,261,0.333333333,3.084605176
MAP2,0.000174125,302,0.5,3.094558726
YWHAB,0.000176336,370,0.5,3.118447246
AGPAT2,0.000175101,334,0.333333333,3.105175846
IFIT1,0.000170678,198,0.333333333,3.056071666
KCNAB2,0.00017449,311,0.333333333,3.098540146
MAPK8IP1,0.000172028,225,0.333333333,3.071333776
SMG5,0.000168776,125,0.333333333,3.034173855
RGP1,0.000170736,183,0.333333333,3.056735236
FTL,0.000180766,536,0.5,3.164565362
CYP26A1,0.000176243,372,0.333333333,3.117451891
SYT2,0.000172921,252,0.333333333,3.081287326
PLG,0.000179986,557,0.333333333,3.156602522
COPS7A,0.000171969,227,0.333333333,3.070670206
ARPC4,0.000169434,140,0.333333333,3.04180491
NDUFB3,0.000170853,201,0.333333333,3.058062376
RNF41,0.000169693,158,0.333333333,3.044790975
SLC38A6,0.000171028,195,0.333333333,3.060053086
CR1,0.00017337,278,0.333333333,3.086264101
GPLD1,0.000177399,420,0.333333333,3.129727936
CREG1,0.00017452,309,0.333333333,3.098871931
SLC22A1,0.000173491,298,0.333333333,3.087591241
CFTR,0.000175932,355,0.333333333,3.114134041
TPM1,0.000183554,621,0.5,3.192435302
HEBP2,0.000177368,409,0.333333333,3.129396151
PDE8B,0.000172354,234,0.333333333,3.074983411
MB,0.000174672,327,0.333333333,3.100530856
GSK3B,0.000172265,233,0.333333333,3.073988056
PCBP3,0.000179469,477,0.5,3.151293962
TPM3,0.000172325,239,0.333333333,3.074651626
BIN1,0.000174948,335,0.333333333,3.103516921
NDST1,0.000172147,231,0.333333333,3.072660916
DKK3,0.00017301,264,0.333333333,3.082282681
