gene name,Closeness unDir,Degree unDir,Eccentricity unDir,Radiality unDir
ACHE,0.000169722,155,0.333333333,3.04512276
PIGQ,0.000171969,218,0.333333333,3.070670206
MXD1,0.000170648,189,0.333333333,3.055739881
TOM1,0.00017316,260,0.333333333,3.083941606
SLC39A8,0.000176149,384,0.333333333,3.116456536
SH3GL3,0.00017452,315,0.333333333,3.098871931
IGSF6,0.00016952,170,0.333333333,3.042800265
SPAG9,0.000176118,368,0.333333333,3.116124751
PSMD9,0.00017343,274,0.333333333,3.086927671
GRIK5,0.000170126,164,0.333333333,3.04976775
ICAM5,0.000171821,222,0.333333333,3.069011281
CBLN1,0.000180018,492,0.333333333,3.156934307
ABCB4,0.000174277,312,0.333333333,3.096217651
ALDH4A1,0.000171703,211,0.333333333,3.067684141
SERPIND1,0.000173762,312,0.333333333,3.090577306
FCN2,0.000172771,253,0.333333333,3.079628401
NAGLU,0.000173702,287,0.333333333,3.089913736
ST14,0.000169837,161,0.333333333,3.0464499
TBC1D9,0.000174734,329,0.333333333,3.101194426
TTR,0.000175377,356,0.333333333,3.108161911
ACTR2,0.000175193,345,0.333333333,3.106171201
HYAL1,0.00017191,226,0.333333333,3.070006636
SARDH,0.000176429,386,0.333333333,3.119442601
FMO3,0.000174672,362,0.333333333,3.100530856
NAT2,0.000174186,315,0.333333333,3.095222296
APBA2,0.000175593,358,0.333333333,3.110484406
SC5D,0.000181818,570,0.5,3.175182482
EMID1,0.000171028,197,0.333333333,3.060053086
RABAC1,0.000172384,236,0.333333333,3.075315196
SLC25A13,0.000171556,222,0.333333333,3.066025216
CYP21A2,0.000172265,245,0.333333333,3.073988056
CD68,0.000171999,246,0.333333333,3.071001991
FARSA,0.000167392,107,0.333333333,3.01791639
VCP,0.000179115,476,0.333333333,3.147644326
ENTPD1,0.000176897,412,0.333333333,3.124419376
ITGAX,0.000172206,258,0.333333333,3.073324486
PRKCZ,0.000174368,304,0.333333333,3.097213006
SLC25A11,0.000176398,387,0.333333333,3.119110816
INPP5K,0.000168322,107,0.333333333,3.028865295
PSMD11,0.000171116,224,0.333333333,3.061048441
AIMP2,0.00017618,378,0.333333333,3.116788321
MMP8,0.000175685,373,0.333333333,3.111479761
SMAD9,0.000170911,191,0.333333333,3.058725946
PTEN,0.000172921,257,0.333333333,3.081287326
DRD4,0.000172921,252,0.333333333,3.081287326
LIN7A,0.000173641,279,0.333333333,3.089250166
ADH6,0.00017325,301,0.333333333,3.084936961
MPV17,0.000175932,364,0.333333333,3.114134041
MTNR1B,0.00017316,265,0.333333333,3.083941606
NDUFA6,0.000169779,167,0.333333333,3.04578633
F12,0.000174734,342,0.333333333,3.101194426
SYK,0.000180505,517,0.5,3.161911082
TRIM29,0.000178221,442,0.333333333,3.138354346
GNAQ,0.000179533,490,0.333333333,3.151957532
ADRA1D,0.000179019,473,0.333333333,3.146648971
WNT2,0.000171174,208,0.333333333,3.061712011
PROZ,0.000177054,422,0.333333333,3.126078301
CRYAA,0.000170911,191,0.333333333,3.058725946
AES,0.000171497,209,0.333333333,3.065361646
GSTA4,0.000173611,289,0.333333333,3.088918381
RFPL1,0.000169895,166,0.333333333,3.04711347
MATN4,0.000171939,228,0.333333333,3.070338421
GUCY1B3,0.000175193,338,0.333333333,3.106171201
FOXO4,0.000168435,112,0.333333333,3.030192435
KMT2B,0.00016909,148,0.333333333,3.03782349
MVK,0.000175193,352,0.333333333,3.106171201
SH3GL2,0.000181917,588,0.5,3.176177837
PLD1,0.000176523,382,0.333333333,3.120437956
GSAP,0.000165948,84,0.333333333,3.00066357
RABGAP1L,0.000181258,531,0.5,3.169542137
INPP5J,0.000168805,133,0.333333333,3.03450564
AKAP8,0.000169549,165,0.333333333,3.04313205
HRG,0.00017584,396,0.333333333,3.113138686
ANXA6,0.000176647,389,0.5,3.121765096
PCBP4,0.00016852,108,0.333333333,3.03118779
SIX6,0.000172921,251,0.333333333,3.081287326
HSPA1B,0.000164663,46,0.333333333,2.985069675
CLCN1,0.000170242,177,0.333333333,3.051094891
TCN2,0.000174186,302,0.333333333,3.095222296
KIFAP3,0.000176991,423,0.333333333,3.125414731
HRC,0.000171233,210,0.333333333,3.062375581
INHBC,0.000172117,243,0.333333333,3.072329131
ETV6,0.00017819,442,0.333333333,3.138022561
GHR,0.000180897,539,0.333333333,3.165892502
NME4,0.000169405,154,0.333333333,3.041473125
SDC2,0.000171821,216,0.333333333,3.069011281
GNAI2,0.000179791,490,0.333333333,3.154611812
SLC9A1,0.00017334,263,0.333333333,3.085932316
SNAP25,0.000180636,570,0.5,3.163238222
GLS,0.000173913,292,0.333333333,3.092236231
RAB7L1,0.000169147,139,0.333333333,3.03848706
ZDHHC3,0.000169005,141,0.333333333,3.036828135
STX10,0.000171792,218,0.333333333,3.068679496
SF3B4,0.000173671,280,0.333333333,3.089581951
SET,0.000180571,516,0.333333333,3.162574652
XDH,0.000174125,303,0.333333333,3.094558726
KIF3C,0.000177778,456,0.333333333,3.133709356
LAIR1,0.000173641,281,0.333333333,3.089250166
LRP6,0.000170969,186,0.333333333,3.059389516
KITLG,0.000179404,488,0.5,3.150630392
ACAT1,0.000176336,387,0.333333333,3.118447246
TSC22D3,0.000170097,172,0.333333333,3.049435965
ARL2,0.000172087,233,0.333333333,3.071997346
PRSS23,0.000169377,139,0.333333333,3.04114134
ZNF197,0.000172295,232,0.333333333,3.074319841
SH3YL1,0.000172533,249,0.333333333,3.076974121
UROS,0.000172473,256,0.333333333,3.076310551
PLEC,0.000169578,146,0.333333333,3.043463835
FADD,0.000168294,118,0.333333333,3.02853351
SLCO2B1,0.000176243,375,0.333333333,3.117451891
ELOVL5,0.00016952,149,0.333333333,3.042800265
AP2A2,0.000170503,171,0.333333333,3.054080956
TKTL1,0.000166417,80,0.333333333,3.006303915
DEFA4,0.000175439,365,0.333333333,3.108825481
CYP1A2,0.000174978,351,0.333333333,3.103848706
FMNL1,0.000174064,299,0.333333333,3.093895156
VNN2,0.000171792,238,0.333333333,3.068679496
FES,0.000176803,409,0.333333333,3.123424021
ITGB2,0.000174064,330,0.333333333,3.093895156
GABRR1,0.000175778,358,0.333333333,3.112475116
CRAT,0.000172741,246,0.333333333,3.079296616
SLC10A2,0.00017449,304,0.333333333,3.098540146
RHEB,0.000168919,126,0.333333333,3.03583278
CD74,0.000170882,204,0.333333333,3.058394161
RLBP1,0.000170969,202,0.333333333,3.059389516
VPS9D1,0.000171438,205,0.333333333,3.064698076
CD14,0.000175778,376,0.333333333,3.112475116
PAK3,0.000171851,219,0.333333333,3.069343066
UBC,0.000237023,1961,0.5,3.600199071
PDZK1IP1,0.000175716,355,0.333333333,3.111811546
TCN1,0.00017307,262,0.333333333,3.082946251
EIF1,0.000168209,109,0.333333333,3.027538155
ACTG1,0.000170532,188,0.333333333,3.054412741
EPOR,0.000174429,306,0.333333333,3.097876576
MAPK8IP3,0.000176523,387,0.333333333,3.120437956
UQCRQ,0.000172444,261,0.333333333,3.075978766
AFM,0.00017507,353,0.333333333,3.104844061
ALB,0.000174429,351,0.333333333,3.097876576
IGFBP5,0.000175039,337,0.333333333,3.104512276
VDAC3,0.000173611,298,0.333333333,3.088918381
BLVRB,0.000181917,615,0.5,3.176177837
EPHX2,0.0001755,357,0.333333333,3.109489051
FCGRT,0.000177999,444,0.333333333,3.136031851
SLC1A3,0.000175778,352,0.333333333,3.112475116
LYST,0.00017331,269,0.333333333,3.085600531
IRAK3,0.000171292,207,0.333333333,3.063039151
CAMK2B,0.000177274,414,0.5,3.128400796
TAC1,0.000175716,362,0.333333333,3.111811546
TPMT,0.000175654,353,0.333333333,3.111147976
TAOK3,0.00017618,364,0.333333333,3.116788321
PFKM,0.000174459,322,0.333333333,3.098208361
APOD,0.000169722,171,0.333333333,3.04512276
AHSG,0.000177148,449,0.333333333,3.127073656
B3GAT3,0.000168322,124,0.333333333,3.028865295
GALNT3,0.000171497,215,0.333333333,3.065361646
CDC42EP3,0.000174642,320,0.333333333,3.100199071
DDOST,0.000171057,199,0.333333333,3.060384871
ADAM11,0.000173671,278,0.333333333,3.089581951
MAN2B1,0.000172444,255,0.333333333,3.075978766
PCMT1,0.000170155,181,0.333333333,3.050099536
MPO,0.000177179,425,0.5,3.127405441
PDE1B,0.000172147,232,0.333333333,3.072660916
DOK4,0.000168435,126,0.333333333,3.030192435
C4BPA,0.000176118,413,0.333333333,3.116124751
ATXN3,0.00016909,127,0.333333333,3.03782349
GPC5,0.000187196,724,0.333333333,3.227604512
DVL3,0.000174186,298,0.333333333,3.095222296
PF4,0.000175439,376,0.333333333,3.108825481
HPRT1,0.000173551,285,0.333333333,3.088254811
GCGR,0.000174186,314,0.333333333,3.095222296
AQP9,0.000177557,434,0.333333333,3.131386861
GPR31,0.000168124,123,0.333333333,3.0265428
GSTO1,0.000172771,254,0.333333333,3.079628401
PLK3,0.000171674,205,0.333333333,3.067352356
CCR1,0.000171409,221,0.333333333,3.064366291
PC,0.000174307,307,0.333333333,3.096549436
CALCA,0.000169405,142,0.333333333,3.041473125
SNX17,0.000173551,279,0.333333333,3.088254811
ADH5,0.000174004,314,0.333333333,3.093231586
TMEM184B,0.000171086,194,0.333333333,3.060716656
CASP9,0.000171438,213,0.333333333,3.064698076
MMP9,0.0001734,299,0.333333333,3.086595886
ACAT2,0.000168577,139,0.333333333,3.03185136
PDCD2,0.000170213,166,0.333333333,3.050763106
DMP1,0.000174004,291,0.333333333,3.093231586
MPP1,0.000171468,221,0.333333333,3.065029861
MAP2K4,0.000175654,356,0.333333333,3.111147976
LYN,0.000174795,332,0.333333333,3.101857996
ATXN2,0.000170474,172,0.333333333,3.053749171
PICK1,0.000171086,187,0.333333333,3.060716656
F3,0.000177557,443,0.333333333,3.131386861
CSNK2A1,0.000178094,445,0.333333333,3.137027206
AOX1,0.000175131,354,0.333333333,3.105507631
ZNF23,0.000170039,167,0.333333333,3.048772395
SQLE,0.000167983,116,0.333333333,3.024883875
PRPH2,0.000168919,140,0.333333333,3.03583278
FETUB,0.000175254,359,0.333333333,3.106834771
METTL7A,0.00016975,170,0.333333333,3.045454545
HSP90AA1,0.000179565,511,0.333333333,3.152289317
PSEN2,0.000174672,320,0.333333333,3.100530856
APLP2,0.000178158,440,0.5,3.137690776
ATP1A2,0.000178635,467,0.333333333,3.142667551
ENC1,0.000174155,302,0.333333333,3.094890511
GPSM3,0.000171821,223,0.333333333,3.069011281
MBL2,0.000182415,609,0.333333333,3.181154612
AGTR1,0.000178635,470,0.333333333,3.142667551
PEX10,0.000170358,170,0.333333333,3.052422031
CTBS,0.000172147,235,0.333333333,3.072660916
IL13RA2,0.000171733,216,0.333333333,3.068015926
COX6A2,0.00017646,370,0.333333333,3.119774386
ZNF710,0.000172058,226,0.333333333,3.071665561
IFIH1,0.000169722,152,0.333333333,3.04512276
PPBP,0.000174246,329,0.333333333,3.095885866
HBE1,0.000168039,115,0.333333333,3.025547445
ARPC2,0.000171409,208,0.333333333,3.064366291
ATP5I,0.000166778,86,0.333333333,3.01061712
TGFBI,0.000176647,387,0.333333333,3.121765096
DAO,0.000179953,517,0.333333333,3.156270737
TNFRSF21,0.000177054,400,0.333333333,3.126078301
GRK1,0.000165948,74,0.333333333,3.00066357
HBD,0.000172384,286,0.333333333,3.075315196
ZFHX3,0.000176991,402,0.333333333,3.125414731
CEBPE,0.00017334,280,0.333333333,3.085932316
DSTYK,0.000173491,278,0.333333333,3.087591241
YWHAZ,0.000178571,465,0.333333333,3.142003981
GNAL,0.000179083,461,0.333333333,3.147312541
MGST3,0.000171585,221,0.333333333,3.066357001
ARHGAP32,0.000172652,253,0.333333333,3.078301261
HOXA11,0.000169147,139,0.333333333,3.03848706
SGCG,0.00017762,422,0.333333333,3.132050431
CSE1L,0.00017337,278,0.333333333,3.086264101
OTC,0.000173822,301,0.333333333,3.091240876
CAPNS1,0.000180963,527,0.333333333,3.166556072
MAF,0.000183688,609,0.333333333,3.193762442
PRRG1,0.000171733,221,0.333333333,3.068015926
ACSL4,0.000177274,418,0.333333333,3.128400796
DAP,0.000178508,439,0.333333333,3.141340411
CYP4F12,0.00017328,274,0.333333333,3.085268746
DEDD,0.000167926,100,0.333333333,3.024220305
PDGFRA,0.000179051,458,0.333333333,3.146980756
CYP2J2,0.000173822,303,0.333333333,3.091240876
PRG2,0.000173822,286,0.333333333,3.091240876
XYLT1,0.000184196,627,0.333333333,3.198739217
SLCO1B1,0.000172384,273,0.333333333,3.075315196
PPP1R12A,0.000174004,297,0.333333333,3.093231586
EIF3G,0.000171409,230,0.333333333,3.064366291
GC,0.000182515,631,0.333333333,3.182149967
RAP1GDS1,0.000179051,466,0.333333333,3.146980756
HSPA9,0.000174338,320,0.333333333,3.096881221
SLC6A7,0.000182216,565,0.333333333,3.179163902
ADH1A,0.000174886,344,0.333333333,3.102853351
NDUFB6,0.000170387,182,0.333333333,3.052753816
LST1,0.000175716,380,0.333333333,3.111811546
RNH1,0.000172503,248,0.333333333,3.076642336
YIPF3,0.000172921,257,0.333333333,3.081287326
ACSM3,0.000175346,340,0.333333333,3.107830126
TIMP2,0.000172058,226,0.333333333,3.071665561
DYNC1H1,0.000174795,323,0.333333333,3.101857996
CYBA,0.000171939,229,0.333333333,3.070338421
PF4V1,0.000174186,306,0.333333333,3.095222296
PGRMC1,0.00017313,276,0.333333333,3.083609821
IRX5,0.000171851,222,0.333333333,3.069343066
CALU,0.000174004,296,0.333333333,3.093231586
GPR68,0.00017325,269,0.333333333,3.084936961
TCAP,0.000169722,160,0.333333333,3.04512276
LIMK1,0.000170184,167,0.333333333,3.050431321
APC2,0.000172741,249,0.333333333,3.079296616
PDE4DIP,0.000179179,471,0.5,3.148307896
MT1H,0.000171527,207,0.333333333,3.065693431
MAGI1,0.000183385,602,0.5,3.190776377
RNASE2,0.000173883,316,0.333333333,3.091904446
PHEX,0.000169319,158,0.333333333,3.04047777
HRSP12,0.00017449,352,0.333333333,3.098540146
RFX1,0.000169405,156,0.333333333,3.041473125
FBXO9,0.000174034,302,0.333333333,3.093563371
PRG4,0.000174459,329,0.333333333,3.098208361
ZFYVE9,0.000171969,231,0.333333333,3.070670206
CSPG4,0.000171262,200,0.333333333,3.062707366
ZNF428,0.000171233,197,0.333333333,3.062375581
HPX,0.000174398,326,0.333333333,3.097544791
PSME1,0.00017094,213,0.333333333,3.059057731
CYB561,0.000173611,278,0.333333333,3.088918381
CAPZA1,0.00017059,180,0.333333333,3.055076311
KHK,0.000172592,257,0.333333333,3.077637691
AP3B2,0.000172741,274,0.333333333,3.079296616
AMPD2,0.000177274,404,0.333333333,3.128400796
PTPN21,0.000174581,318,0.333333333,3.099535501
VDAC1,0.00017334,294,0.333333333,3.085932316
TRAM1,0.000172622,247,0.333333333,3.077969476
SEC24C,0.000175009,326,0.333333333,3.104180491
HCRT,0.000176305,366,0.333333333,3.118115461
AKAP6,0.000175408,352,0.333333333,3.108493696
THBS3,0.000169119,148,0.333333333,3.038155275
PRKCB,0.000172473,245,0.333333333,3.076310551
FKBP1B,0.000171057,199,0.333333333,3.060384871
GPR116,0.000172503,244,0.333333333,3.076642336
MKRN3,0.000170474,173,0.333333333,3.053749171
HPN,0.000175654,360,0.333333333,3.111147976
ACAA2,0.000171703,233,0.333333333,3.067684141
NIPSNAP1,0.000172652,241,0.333333333,3.078301261
CD36,0.000177746,424,0.333333333,3.133377571
SEMA5A,0.000174246,301,0.333333333,3.095885866
WDR47,0.000176274,391,0.333333333,3.117783676
MATK,0.000172414,236,0.333333333,3.075646981
RAB36,0.000167926,119,0.333333333,3.024220305
ADRA1B,0.000175469,342,0.333333333,3.109157266
FCER1G,0.000177904,480,0.333333333,3.135036496
NR2F1,0.000173702,286,0.333333333,3.089913736
SCAF8,0.000178763,463,0.333333333,3.143994691
RANBP2,0.000172444,242,0.333333333,3.075978766
DAD1,0.000170911,193,0.333333333,3.058725946
KIF25,0.00016787,114,0.333333333,3.023556735
ACTA2,0.000171556,225,0.333333333,3.066025216
PRAME,0.000171468,206,0.333333333,3.065029861
DGKB,0.000175871,358,0.333333333,3.113470471
TCF4,0.000183184,586,0.5,3.188785667
SQSTM1,0.00017334,276,0.333333333,3.085932316
ANK1,0.000176772,409,0.5,3.123092236
GAS1,0.000172592,246,0.333333333,3.077637691
ADORA1,0.000171644,221,0.333333333,3.067020571
ESRRA,0.000168549,111,0.333333333,3.031519575
APBB3,0.000169779,159,0.333333333,3.04578633
FCAR,0.000170474,205,0.333333333,3.053749171
LGI1,0.000175009,334,0.333333333,3.104180491
ABL1,0.000179372,482,0.333333333,3.150298607
KRT9,0.000176491,388,0.333333333,3.120106171
PRKAA2,0.000175377,345,0.333333333,3.108161911
CAP2,0.00017671,392,0.333333333,3.122428666
SERPINB1,0.000177022,422,0.333333333,3.125746516
NCF4,0.000174764,334,0.333333333,3.101526211
HMGCS2,0.000172951,274,0.333333333,3.081619111
CDK5R1,0.000172444,235,0.333333333,3.075978766
AGRP,0.000170126,167,0.333333333,3.04976775
NEDD4,0.000174642,318,0.5,3.100199071
TYR,0.000176491,373,0.333333333,3.120106171
STK11,0.000173671,280,0.5,3.089581951
SEC14L2,0.000172295,238,0.333333333,3.074319841
MT1G,0.000174917,333,0.333333333,3.103185136
ST7,0.000172712,248,0.333333333,3.078964831
BACH1,0.000173732,289,0.333333333,3.090245521
GCA,0.000180571,541,0.333333333,3.162574652
ALAS1,0.000172771,261,0.333333333,3.079628401
QPRT,0.000170707,183,0.333333333,3.056403451
NCF2,0.000175346,392,0.333333333,3.107830126
HSD3B2,0.000174398,316,0.333333333,3.097544791
PSMD5,0.000171204,202,0.333333333,3.062043796
MATN1,0.000170707,186,0.333333333,3.056403451
CPS1,0.000184128,642,0.5,3.198075647
VPS52,0.000179824,490,0.333333333,3.154943597
TMEM109,0.000171733,215,0.333333333,3.068015926
UBE2J1,0.000169837,155,0.333333333,3.0464499
GSN,0.00018031,521,0.5,3.159920372
PRSS22,0.000172384,242,0.333333333,3.075315196
RTN4,0.000175654,357,0.333333333,3.111147976
GFAP,0.000173491,290,0.333333333,3.087591241
ACACB,0.000174642,312,0.333333333,3.100199071
GABRA3,0.000175778,362,0.333333333,3.112475116
BIK,0.00016975,147,0.333333333,3.045454545
AAMP,0.00017059,184,0.333333333,3.055076311
CLN3,0.000172771,253,0.333333333,3.079628401
TCEAL4,0.000171999,229,0.333333333,3.071001991
SLC30A1,0.000172295,237,0.333333333,3.074319841
PSMB4,0.000169635,174,0.333333333,3.044127405
HSD11B1,0.00017322,277,0.333333333,3.084605176
RHBDF1,0.00016852,114,0.333333333,3.03118779
TNC,0.000176772,393,0.333333333,3.123092236
ACOT7,0.000171174,196,0.333333333,3.061712011
PGM3,0.000166141,69,0.333333333,3.002986065
CLSTN3,0.000172712,267,0.333333333,3.078964831
MPPED2,0.000173491,279,0.333333333,3.087591241
PCCB,0.000173943,297,0.333333333,3.092568016
PTGFR,0.000173792,291,0.333333333,3.090909091
PROX1,0.000182249,585,0.333333333,3.179495687
HOXB5,0.000168265,106,0.333333333,3.028201725
NNT,0.000181028,550,0.333333333,3.167219642
MARCH6,0.000172058,229,0.333333333,3.071665561
THRB,0.000179372,478,0.333333333,3.150298607
STK24,0.000171851,225,0.333333333,3.069343066
MEGF9,0.000169664,167,0.333333333,3.04445919
PSG9,0.000169291,149,0.333333333,3.040145985
NAPA,0.000175316,342,0.333333333,3.107498341
SHC3,0.000172325,245,0.333333333,3.074651626
BNIP3L,0.000175623,363,0.333333333,3.110816191
CYP3A5,0.000174551,318,0.333333333,3.099203716
S100A12,0.000172533,290,0.333333333,3.076974121
SPTLC2,0.000172563,245,0.333333333,3.077305906
ATP6V0C,0.000175223,335,0.333333333,3.106502986
CHRNA4,0.000172771,265,0.333333333,3.079628401
AVPR2,0.000171438,209,0.333333333,3.064698076
LZTS3,0.000174155,307,0.333333333,3.094890511
ZNF117,0.000167645,96,0.333333333,3.020902455
CTSB,0.000176149,381,0.333333333,3.116456536
CA1,0.00017322,285,0.333333333,3.084605176
AP2S1,0.000175994,359,0.333333333,3.114797611
PNMT,0.00017001,162,0.333333333,3.04844061
CNPY3,0.000169924,168,0.333333333,3.047445255
CTIF,0.000183486,612,0.333333333,3.191771732
SLC30A3,0.000173974,293,0.333333333,3.092899801
SLC25A4,0.00017452,314,0.333333333,3.098871931
MALL,0.000169952,172,0.333333333,3.04777704
WWOX,0.000175346,337,0.333333333,3.107830126
RAP2A,0.00017316,272,0.333333333,3.083941606
PRKACG,0.000177117,391,0.333333333,3.126741871
CACNB1,0.000173762,294,0.333333333,3.090577306
HGS,0.000172384,238,0.333333333,3.075315196
ABCC10,0.000167729,100,0.333333333,3.02189781
LY6E,0.000171262,204,0.333333333,3.062707366
SLC6A1,0.000168379,138,0.333333333,3.029528865
LSAMP,0.000181752,550,0.333333333,3.174518912
ALOX12,0.000175254,338,0.333333333,3.106834771
KIAA0556,0.000172921,257,0.333333333,3.081287326
PSMA7,0.000170271,200,0.333333333,3.051426676
GRIN2A,0.000186116,743,0.5,3.217319177
TUBB4B,0.000168492,135,0.333333333,3.030856005
PAX4,0.0001703,168,0.333333333,3.051758461
FYB,0.000171615,223,0.333333333,3.066688786
SLC35A3,0.000171438,210,0.333333333,3.064698076
ATP6AP1,0.000172592,252,0.333333333,3.077637691
ATP2B1,0.000178987,464,0.333333333,3.146317186
FGR,0.000175408,336,0.333333333,3.108493696
TNRC6B,0.000171028,196,0.333333333,3.060053086
EEF1A2,0.000178094,452,0.5,3.137027206
HABP2,0.000187793,771,0.5,3.233244857
PLAG1,0.000168577,127,0.333333333,3.03185136
GLIPR1,0.000177431,422,0.333333333,3.130059721
SLC15A1,0.000175778,360,0.333333333,3.112475116
DCTN1,0.00017696,406,0.333333333,3.125082946
DCHS1,0.000171674,211,0.333333333,3.067352356
SKAP2,0.000174459,319,0.333333333,3.098208361
CACNA2D1,0.000175963,362,0.5,3.114465826
ZNF274,0.000168379,115,0.333333333,3.029528865
RAB40C,0.000170242,163,0.333333333,3.051094891
PAH,0.000183251,654,0.333333333,3.189449237
PBXIP1,0.00016835,110,0.333333333,3.02919708
RAPGEF4,0.000172563,257,0.333333333,3.077305906
G6PC,0.000174734,338,0.333333333,3.101194426
ECM1,0.000170097,158,0.333333333,3.049435965
HLA-DPB1,0.000170678,203,0.333333333,3.056071666
ARL4A,0.000174307,299,0.333333333,3.096549436
GP1BB,0.000177148,395,0.333333333,3.127073656
SLC4A1,0.000176616,420,0.333333333,3.121433311
PYGL,0.00018162,580,0.333333333,3.173191772
ITIH3,0.000172712,294,0.333333333,3.078964831
PROS1,0.000169033,148,0.333333333,3.03715992
ARF5,0.00017307,263,0.333333333,3.082946251
NAGPA,0.000175871,355,0.333333333,3.113470471
TUBB4A,0.000169205,129,0.333333333,3.03915063
ACTR3,0.000181094,537,0.5,3.167883212
NFYB,0.000168947,135,0.333333333,3.036164565
LEPROTL1,0.000170358,177,0.333333333,3.052422031
DKK1,0.000167757,109,0.333333333,3.022229595
CD63,0.000173671,296,0.333333333,3.089581951
SUOX,0.000174459,322,0.333333333,3.098208361
FICD,0.000174368,302,0.333333333,3.097213006
IL11RA,0.000169233,142,0.333333333,3.039482415
KRT2,0.000177148,393,0.333333333,3.127073656
BNIP3,0.000175932,361,0.333333333,3.114134041
TUBB2A,0.000176772,423,0.333333333,3.123092236
POLR3C,0.000171292,208,0.333333333,3.063039151
TACC1,0.000172712,254,0.333333333,3.078964831
CRHBP,0.000173491,288,0.333333333,3.087591241
ABCA1,0.000171733,215,0.333333333,3.068015926
FOXO3,0.000172771,253,0.333333333,3.079628401
SHBG,0.000172682,252,0.333333333,3.078633046
COX6B1,0.000175439,360,0.333333333,3.108825481
PHYH,0.000173883,300,0.333333333,3.091904446
FZD5,0.000172861,256,0.333333333,3.080623756
MCF2,0.000168862,129,0.333333333,3.03516921
OS9,0.000174856,321,0.333333333,3.102521566
CELSR3,0.000169377,145,0.333333333,3.04114134
GUCY1A3,0.000168322,104,0.333333333,3.028865295
GCNT1,0.000174034,298,0.333333333,3.093563371
SMAD7,0.000172682,248,0.333333333,3.078633046
ADAM21,0.000172503,249,0.333333333,3.076642336
CCL27,0.000171527,219,0.333333333,3.065693431
RAB32,0.000173974,299,0.333333333,3.092899801
UBE2G2,0.000170969,186,0.333333333,3.059389516
PAGE4,0.000171497,221,0.333333333,3.065361646
PSMB6,0.00017135,225,0.333333333,3.063702721
RPL23,0.000170532,188,0.333333333,3.054412741
SLC12A3,0.000169062,125,0.333333333,3.037491705
PLLP,0.000170126,164,0.333333333,3.04976775
COX5B,0.0001731,277,0.333333333,3.083278036
CD52,0.000170358,192,0.333333333,3.052422031
OMD,0.000172682,256,0.333333333,3.078633046
RCAN1,0.000174551,314,0.333333333,3.099203716
BAK1,0.000170039,165,0.333333333,3.048772395
RIMBP2,0.000177904,426,0.333333333,3.135036496
ADCY9,0.000177778,425,0.333333333,3.133709356
SPOCK2,0.000173943,299,0.333333333,3.092568016
SLC25A5,0.000168577,147,0.333333333,3.03185136
PLXNB2,0.000174004,293,0.333333333,3.093231586
IQCE,0.0001731,268,0.333333333,3.083278036
HCRTR2,0.000175932,368,0.333333333,3.114134041
CA6,0.000172712,251,0.333333333,3.078964831
DECR1,0.00017325,279,0.333333333,3.084936961
KLRC3,0.000168776,139,0.333333333,3.034173855
BDH1,0.000176056,364,0.333333333,3.115461181
INA,0.000181225,547,0.5,3.169210352
KCNK1,0.000175623,343,0.333333333,3.110816191
COX6C,0.000176056,359,0.333333333,3.115461181
LAIR2,0.000169578,165,0.333333333,3.043463835
HMGCL,0.000175101,348,0.333333333,3.105175846
GPX2,0.000171703,228,0.333333333,3.067684141
AKAP12,0.000173792,288,0.333333333,3.090909091
NR1I2,0.000175377,349,0.333333333,3.108161911
SIPA1L1,0.00018352,617,0.333333333,3.192103517
GYPB,0.000174004,314,0.333333333,3.093231586
NEUROD2,0.000176305,379,0.333333333,3.118115461
DISC1,0.000171674,218,0.333333333,3.067352356
CD47,0.000175747,356,0.333333333,3.112143331
ATP4A,0.000178731,459,0.333333333,3.143662906
RUSC1,0.000177022,404,0.333333333,3.125746516
NECAB2,0.000170765,187,0.333333333,3.057067021
EPM2A,0.00017449,309,0.333333333,3.098540146
PHLPP2,0.000170853,187,0.333333333,3.058062376
GNA12,0.000176087,367,0.333333333,3.115792966
ELANE,0.000173611,301,0.333333333,3.088918381
HPCA,0.000174004,307,0.333333333,3.093231586
ADRB2,0.000178731,464,0.333333333,3.143662906
MAPK13,0.000169924,165,0.333333333,3.047445255
CRYAB,0.000174825,343,0.333333333,3.102189781
NAT8,0.000173461,277,0.333333333,3.087259456
CCDC9,0.000173853,285,0.333333333,3.091572661
MMP15,0.000174034,293,0.333333333,3.093563371
XYLB,0.000171969,226,0.333333333,3.070670206
RAMP3,0.00017313,264,0.333333333,3.083609821
ASIC2,0.000182017,586,0.333333333,3.177173192
COX7A2,0.000175562,354,0.333333333,3.110152621
TTLL3,0.000170794,181,0.333333333,3.057398806
MSC,0.0001731,260,0.333333333,3.083278036
NPHS1,0.000169319,133,0.333333333,3.04047777
CP,0.000172354,271,0.333333333,3.074983411
ALDH5A1,0.000170882,198,0.333333333,3.058394161
CNTN6,0.000178285,445,0.333333333,3.139017916
CES1,0.000173611,295,0.333333333,3.088918381
BCL7B,0.00017343,280,0.333333333,3.086927671
GLP1R,0.000170242,165,0.333333333,3.051094891
MYOF,0.000181192,544,0.333333333,3.168878567
PDXK,0.000176056,363,0.333333333,3.115461181
RER1,0.000168492,125,0.333333333,3.030856005
ALDOC,0.000170678,178,0.333333333,3.056071666
PRKCG,0.000171262,196,0.333333333,3.062707366
FCN1,0.000174734,350,0.333333333,3.101194426
PPP2R3A,0.000177022,401,0.333333333,3.125746516
