gene name,Degree unDir,EigenVector unDir
NACAD,154,0.008065556262165716
SLC12A5,148,0.010209230191581485
GYPC,620,0.03572698872808547
MBP,496,0.03136235104009931
SKI,379,0.02529242356321855
AQP3,129,0.007173615513957326
TP53TG5,235,0.01273682032747603
MICAL2,402,0.027167514569543774
HLF,433,0.03032300069632757
NLGN1,475,0.03315442932016659
PMCH,116,0.007298197571339152
MST1R,255,0.014461123661509152
KRT13,161,0.009565146729210095
ACO1,474,0.029964947827204033
SLC22A6,296,0.018163455634362915
KIAA0125,71,0.003802212264821547
TNNC1,210,0.010554614973593522
OSMR,233,0.01533243370897798
LGALS9,143,0.006953962415453378
CAPN1,359,0.020959160044148682
TSN,345,0.023184604942752124
PLA2G5,304,0.020341256784024268
ACSM2A,154,0.010690587543896013
DAAM2,266,0.016262021660447976
UFD1L,139,0.007266360104693316
MASP1,368,0.024640841163704835
RPL12,180,0.008729060766535126
BAG6,251,0.012918987865412547
CACNA1B,329,0.019290603071835572
LHX1,427,0.026392864074261536
ERAL1,134,0.006263876455584104
RFX3,334,0.02260058904161208
C22orf31,426,0.02243447440902157
HMOX2,202,0.011567433601349103
HMGB2,288,0.01771200237061149
TELO2,234,0.01384087622709281
HIST1H1D,113,0.007161071424216956
KANK3,115,0.0059574673963661015
KCND3,423,0.029769157210536964
GLI1,117,0.006567168607522804
FOXO1,318,0.019616789034285986
GIMAP5,174,0.011197229705673517
MMP7,228,0.014073257209027155
GRM3,256,0.01590318277150962
PSTPIP1,360,0.01997192008581767
AHR,540,0.03481521988632447
F5,338,0.02245648041780245
CYP3A4,198,0.013238969360472273
GTPBP10,78,0.004684316366520145
DPYSL3,288,0.017917116688666624
MGAT5,597,0.04032957265603506
PI3,218,0.013874753091431853
KCNJ4,221,0.013849110926471987
TIE1,220,0.01369017361565845
CDX2,181,0.011010753184449412
GRB7,353,0.022621162980668328
FMO4,453,0.027081685670071166
DDX6,365,0.0244791179575531
GNAI3,211,0.013918826988007347
OXCT1,172,0.011506934622272936
COL6A3,265,0.017141470580748906
MBD3,145,0.006936871939889967
TP53I3,143,0.00765473249367261
ZNF423,299,0.01910193686703779
IAH1,103,0.006374797684183024
CGA,284,0.017783131497448076
DAAM1,461,0.030936079093716366
AXL,301,0.020141196633394105
TSC22D4,181,0.010622126688919747
TARBP2,300,0.01934519997464543
ZNF593,159,0.009126694099012168
SLC2A1,550,0.03396858126470505
USH1C,294,0.01781363627788426
DNPEP,237,0.014175976786120602
IRF6,266,0.016725464309033076
RASSF1,158,0.008196543152654438
FAM127A,306,0.018397038128842105
SPOCK3,449,0.029367576692914347
LCN2,174,0.008733290680305967
MIOS,52,0.003011615110332979
KIAA0907,140,0.009352961250817192
GRHPR,368,0.022002437927524616
CEBPA,503,0.031198874581007497
ASIC1,271,0.019496153420827195
ATG9A,362,0.021575830145389052
IFI30,246,0.012106804683198838
UBE2I,251,0.015638862796563454
GDPD5,204,0.011634776794007052
ERN1,214,0.011539950629506112
MPL,223,0.013657194130894244
RHBDD3,148,0.007464098862991444
CRYBB1,197,0.011989331576133374
DNAJC6,391,0.02524360323494395
DGCR14,154,0.007514444219058293
TSC2,339,0.020087269163466773
AJAP1,96,0.0059478757738044554
PLN,140,0.008058494211419907
FAM189A1,71,0.004453541209382558
CLDN18,132,0.008317466922197203
PEBP1,174,0.00916300166493148
TMEM186,139,0.008062087814423753
DRG1,173,0.009376741002082864
PPT1,202,0.012540965611819938
RPE65,309,0.0191648362396491
PVRL3,424,0.027878018603758308
CKMT2,296,0.018486193873266926
TRIM24,339,0.02394750454990756
IL1B,220,0.012177730827433312
SERPINB2,211,0.01393197567276654
DIO2,271,0.018040616994942724
CALB2,343,0.02268195770309029
CPVL,473,0.031214433027880333
MYOM1,455,0.027153109599429338
TRIM9,291,0.018227470363907435
SLC9A6,347,0.021576518483901914
ADRBK1,304,0.016343889347219562
HAP1,267,0.015943391639048368
TET3,88,0.005127697960537769
PCDH8,202,0.012319039283917994
KCNMB1,139,0.007305110703379908
SEMA3C,345,0.023414327889601533
UBXN2B,55,0.003615841998847513
GRAP2,141,0.00905013168555671
CTSW,207,0.010486696730578362
EGFR,610,0.03796140605791557
SARS,353,0.02285271842856567
HEXA,395,0.023566851568339545
FABP3,182,0.011055708550179726
ADAM17,158,0.010866018947041837
CYLC2,577,0.03385848886841317
SRPK3,123,0.006063859947304471
IL13RA1,191,0.01184292977604201
CCDC69,104,0.005605986770881627
CRCP,96,0.006365933479605449
CARTPT,369,0.024558888360147513
TCEAL1,135,0.00782008271035674
ZBTB7B,153,0.007994807828424709
GRM7,493,0.032670390083718054
ATF5,138,0.008044760312238615
TAF1C,75,0.0032502391831232993
BRD4,166,0.010004250752390283
MAG,365,0.02135893536411692
HIST1H4I,112,0.006089609521588538
CTSS,284,0.015374374212469387
NPAS1,281,0.017288063094944406
GAL3ST1,174,0.009259046350691932
CPSF1,85,0.003604796702793394
DDN,266,0.01581732948702042
SSTR5,212,0.011497265615937426
ZNF75D,193,0.012308751855276957
MAN2C1,192,0.00922876165972533
ISCU,257,0.016058386308884988
KCNJ10,389,0.023545939224703678
TMEM257,176,0.010614550625046827
KDM4B,166,0.009842115911349357
FGF4,291,0.017544178005288718
ABCG2,417,0.02556388250103742
SLC25A12,175,0.011327191699460606
MFSD10,231,0.011972663162267081
EIF3H,233,0.013216698423520882
PLCL2,400,0.026612949697700464
CD84,106,0.006632710607258136
SOX21,264,0.017501300026421154
LMNA,218,0.01215051458167829
PSMA4,339,0.019540220423763084
HSPA4L,281,0.01743453066471081
ABCA4,272,0.017478603541547497
CLCN7,227,0.011909510990275334
CX3CR1,121,0.007479290631598255
INPP4A,238,0.01568781458841485
KIT,401,0.02532269121948562
IFNA21,165,0.010744187083108172
NDUFS3,185,0.00883882954179477
ZNF592,271,0.016570737107174802
PDLIM3,341,0.021292459113802883
UBE2N,157,0.009423437779597286
GOT2,582,0.036479389316807984
PHKG1,108,0.0062028278380393854
PPP3CA,863,0.053704626311431455
ARID3A,140,0.007984579976610399
IL1R2,228,0.013998447238214555
TBC1D2B,255,0.016911656429565523
TLR2,341,0.0207720970684234
DAB2,488,0.030135613218655547
LIPA,373,0.023759344413112112
UQCRFS1,667,0.0419495003084551
CALCOCO2,288,0.018384025991634384
TTN,373,0.022341446392332445
LPO,265,0.016908942794435135
BCL2L1,273,0.014134163718604046
THAP11,128,0.007416900296367046
CTNNA1,422,0.027893732827966217
TBC1D4,386,0.026155744199833728
PALM,266,0.014290175312553915
NPPA,210,0.012680509615567421
MGMT,536,0.032339705746450724
EIF4A1,461,0.027771130466755858
FOSL2,250,0.015323344786192112
E2F4,230,0.01375228826080828
HOXD9,86,0.005429156901352024
DRD5,581,0.03547841331616595
SALL2,193,0.012235700229957455
NDN,412,0.02821682480250629
DOCK4,381,0.025643108576187627
IFNA8,151,0.009397603449047547
GPA33,418,0.024276067819639154
ZNF177,117,0.005971210623700794
OR5I1,113,0.006680326471374735
LUZP2,426,0.02775532877928379
HIST1H1T,105,0.006836263080395603
SELPLG,332,0.018872834419951006
AKR1A1,171,0.009760272527983574
REEP2,222,0.012058911059221153
GLUL,263,0.016877299585234
PRKAB1,188,0.012166986289961655
NAIP,98,0.005308910547030345
RTN2,259,0.014563897684050366
CALM2,202,0.01343729494425532
GNAT2,113,0.007535191718297329
SRP54,277,0.018178162691942817
PGAM1,180,0.009697162959680027
PER2,148,0.008363273849272742
SLC7A7,278,0.016413839663312713
XK,174,0.010193539571093228
SERPINB8,193,0.012397040566821237
SPRR1B,171,0.01014462932488354
HCN2,227,0.013047043660451995
CRYM,278,0.0173239261236565
NDUFA9,352,0.021152099501097827
PSMB5,240,0.011493668842633116
ARHGEF10,150,0.009422102930717612
FBXL2,449,0.027392190456247238
RARRES3,216,0.01226709081374561
TTLL12,136,0.006720890840573687
MINPP1,240,0.013130784722483992
ITGA7,134,0.00733122927545084
GABRB2,679,0.04158761340464403
GABARAP,265,0.014312494113424253
ALG3,142,0.00719753292530164
HTR1E,497,0.029265036276073537
CPD,239,0.015467180422158484
KCNV2,188,0.012422840702053687
PLCD1,114,0.006997277031972163
MECP2,72,0.004293635855186272
SMAD6,434,0.02878315748225752
PES1,154,0.007661443823921032
TSNAX,195,0.012537332588596826
CAMLG,254,0.016645197814888393
AIF1,282,0.015140993917552569
ALPPL2,166,0.009824569874925321
B3GNT1,659,0.03891251018317343
PNLIP,343,0.021636523530247195
SCG2,351,0.021973230031392312
NR0B1,130,0.007325429718493813
PSME3,154,0.008843981226056561
NR3C2,411,0.026855735828757558
RET,461,0.030964407101231106
GABRB3,464,0.031126064081862078
CCL4,156,0.007775066698243253
MTA1,216,0.01301082594763827
BCAM,233,0.01577661592484796
HDAC4,221,0.014859344593295272
VASP,228,0.013571965190574397
MLN,261,0.015267581898266184
FGL2,172,0.009648825607050125
PSMB8,224,0.012012014394430521
SLC31A2,356,0.021300017936141287
WT1,108,0.006193575568559842
RAC2,263,0.012664672931588154
MAP3K5,372,0.022800296657098575
PDPK1,338,0.021407482363422273
ADA,167,0.010002279173128315
ABCB11,157,0.01012198211962169
SERPINA6,274,0.015771673254846526
AP1S1,204,0.012684523458291448
FOLR3,280,0.016572672755536876
NR4A2,230,0.01411347754253225
POLA2,128,0.007737789078880993
NR2E1,211,0.013122776427338136
CRY2,149,0.00907937278026653
KIF1B,452,0.03023086629237345
MINK1,96,0.005396062033321715
RPL3L,149,0.00853339586425005
FGFR3,218,0.013874156091585767
VCL,231,0.013118680803538068
GPR35,351,0.019248131168628824
ERP44,247,0.01585905293356761
IDUA,149,0.007347037511303089
HAL,334,0.020504313216742162
PDHA2,628,0.03980567291039827
CNTN2,466,0.028048516038332003
CELSR2,232,0.014610186799421922
SLC14A1,222,0.014056421790061188
RPH3A,331,0.02164544021670216
ITGA10,357,0.02200408527162912
DLK1,285,0.01892460369330226
SART1,214,0.011330464084761455
CASP8,364,0.022042998307511705
SPON1,108,0.006906384121886427
TMED1,165,0.008470799866625942
ITFG2,71,0.004259670370696658
GZMM,298,0.016443653931162355
M6PR,123,0.006666943808155109
PSMD14,359,0.020825027163373575
GTF2H2,167,0.012163075798731084
FZD7,234,0.015876932879413497
ADD1,453,0.02968597995198796
TSC22D2,379,0.02560411490795609
TRIM32,391,0.026968938633741783
KDSR,321,0.021013110718239268
CDKL2,111,0.00663155763382921
SNRPD1,92,0.006090632685399243
RTCB,210,0.012107821151521179
CPNE3,305,0.02076237967454381
ADAM23,436,0.029640839360172914
TFEC,276,0.01630841212335843
DBT,336,0.022119317446848627
LAD1,244,0.015645545986810543
TNNI2,232,0.01156934366717406
NISCH,145,0.007634286217684578
ARHGAP5,85,0.006216953931283327
AP2B1,494,0.031846613510824726
AVP,262,0.014024983400084106
SNTA1,286,0.016439847718549384
HMGA2,289,0.02027311393979893
NUP214,262,0.014472182752508746
PER1,160,0.008537074637707394
THRA,143,0.009616135684161095
EPHB6,319,0.01905058566004734
EEF2,252,0.01225698739664401
BRINP2,194,0.013042073391023418
CD99,206,0.011721198683190225
ZP2,233,0.014822337430822861
DAPK3,171,0.008998961634655453
PPP3R1,196,0.013315497673766916
MLX,300,0.020192371860990474
EWSR1,224,0.012679688384265014
SFSWAP,239,0.014704407980766158
ATP1A1,388,0.024379972201317202
PON3,192,0.012115581965775939
CEACAM6,218,0.012445756735978484
GRSF1,391,0.02691368668597045
VPS72,335,0.020149665984678364
NR4A1,128,0.007102930921994455
PAK1,367,0.022785729132594273
ATP6V1A,275,0.016798462855112918
ENDOU,94,0.005481710806940313
GABRA5,104,0.007342558142985259
GYG1,431,0.025788638154935678
FAM115A,230,0.015427002510301128
SLC25A6,175,0.009823908530583597
BAMBI,209,0.013876582893861898
KDELR1,280,0.016440741300795307
MAP3K8,302,0.018190622221859902
F11,457,0.026793570631961926
PTPN22,211,0.013385369003036891
PEMT,239,0.011845413196456217
AGER,191,0.01005350916972216
ELF3,226,0.014239862992992422
CDC27,257,0.016608294512044167
CHM,228,0.014435782105274938
TRIM3,284,0.018517148050492257
ESR1,538,0.032114551709854916
CBFA2T3,221,0.014115868109596622
CCNE1,105,0.006809884399793617
MEF2D,345,0.02220353302098937
TUBB3,149,0.008520801573174879
DCTN3,143,0.0075860214430323964
KCNA4,252,0.016008642020908063
RALY,299,0.01722056600634262
ZC3HAV1,213,0.013851857947212195
RNF13,275,0.015859171554293103
DNM2,302,0.014750784078866416
FARP2,471,0.030439732341356215
TTC1,272,0.01610976620432563
DCT,493,0.03389967755471694
EGR4,225,0.01371614199862559
SUPT7L,45,0.002372927063736937
HLA-DMB,339,0.018331019232487648
ERBB3,170,0.010556562564227366
PITPNA,114,0.0070363290302540215
LDB1,121,0.00673209094107244
COL3A1,227,0.014140659119155985
DIAPH2,271,0.018545710194484664
MAPK14,488,0.031401861928823514
RAD23A,307,0.01760807189157469
LMO7,450,0.030560619817110217
PPP1R8,220,0.014609962293438639
PNP,176,0.009714141114476474
LSR,198,0.012122494884287096
GUK1,291,0.018157205379669906
IL9,169,0.010168749200430946
DTX4,104,0.005539846529434855
AP3S1,238,0.01578873447427121
GNG4,116,0.0075027930030267635
MDM2,408,0.026450103708669577
ITM2A,160,0.010400773441526748
UTF1,321,0.016687100782961768
TH,137,0.00849026849945357
CSRP1,342,0.020575361383938867
MPST,267,0.014424858145886892
ADAM9,395,0.02597919245767227
ASB9,237,0.015280667977149543
HSPB2,292,0.017299979123289132
RNPS1,244,0.015112977262528266
PPP1R15A,201,0.011183485622998597
MPZ,246,0.01615063102744721
NSF,385,0.02340163848982329
COL4A6,148,0.010211067577491035
TBXAS1,401,0.0221681901665377
DGCR6L,145,0.008138663041902696
PLCG1,253,0.016898907281789558
SLC4A3,473,0.030556987497960476
GNAI1,386,0.025291418911866856
MOGS,114,0.005731989095998475
TNP2,135,0.008424581624822298
ZNF32,257,0.01619834271944779
SLC6A5,279,0.017456413902078628
TPH1,170,0.011084523484046493
PPL,153,0.008574074291822368
CDKN1C,127,0.006627447348355798
HYAL2,195,0.011701821659386524
EEF1A1,247,0.01514279695732195
SUPT5H,263,0.01282259384858437
ABCA8,386,0.02531771278694648
SAC3D1,148,0.007323338456086062
COL7A1,128,0.007390641193380521
SOD2,252,0.015874838731403784
ATP5H,88,0.004613199553023978
BTC,449,0.030494480832851688
CCT5,279,0.016710526060310055
TNKS,289,0.020092981372156503
NOS1,416,0.02757370174376603
VPRBP,76,0.0038727637949920657
HTN3,306,0.017558774557628536
ANXA7,349,0.020599137114067932
TRAF2,167,0.008360298015605422
UBE2D3,231,0.014682804129873234
SLC6A11,770,0.04617379293395185
MMP25,134,0.00822674324693472
SOD3,481,0.029747405469879015
LDB2,542,0.03307258511941404
HIF1A,254,0.015691730907777483
PLA2G1B,138,0.00823955424883192
INHBA,356,0.023583460175352667
KIF1A,328,0.020382733114110915
SULT4A1,184,0.011968832768392659
C1QB,220,0.010874811411908885
SMARCB1,236,0.013278709453317758
KRT81,216,0.01287506612482545
SNED1,59,0.0034134101112761684
MAPK8IP2,280,0.016950253932135718
WIPF1,365,0.023265036376282217
STIP1,258,0.01466739108220944
CTF1,236,0.014293251390837166
CSRP3,199,0.011664133462868305
F13A1,354,0.021224094915521383
KAT5,304,0.01807853230472756
HARS2,213,0.013143802136857442
KARS,362,0.0202496837457716
SPI1,271,0.013482638762875813
MAGEA10,174,0.010447581105089507
REG3A,336,0.02147054157361165
MSR1,616,0.04144365546154817
GALNT10,567,0.03725096539184603
KCNF1,282,0.016966158425948286
KIAA1211L,105,0.0054327607241794465
RAB3A,170,0.009887232014355766
CPN1,441,0.02451989795298524
PSMB2,204,0.00991404947993621
NOTCH3,205,0.01204924713682995
WISP3,272,0.017432660986849955
SMURF1,357,0.021751943070963044
IFNW1,258,0.015688258789126996
SLC6A12,414,0.0256082400745642
HRH1,202,0.013343998292911262
POSTN,389,0.026474813209780967
RBM42,147,0.006557614474119987
SLC28A2,234,0.015311765344364878
MYH2,433,0.0241486860689997
BCAP29,209,0.014165399158125112
PRKG2,245,0.016093712437011305
NCALD,158,0.010848543149584954
PPP1R13B,272,0.017808693527053197
ZMIZ2,230,0.01375469289915003
PI4KB,398,0.025425510890513217
FAM8A1,229,0.013839032442293732
FKBP15,106,0.005792650075912597
RAB11FIP5,161,0.009931389997316643
ACTB,219,0.011573955687468999
TMBIM6,336,0.020679923178446816
OPRK1,416,0.0268332906873012
RGS20,159,0.010874519950475546
POLDIP3,277,0.018109180074397255
LY96,278,0.014113848848681103
RPL4,136,0.006656204181123137
KBTBD11,355,0.023263182595486404
VGF,220,0.012067074036467812
KCNG1,317,0.019650842010320635
TGFB1I1,170,0.008962930684905154
ST3GAL2,173,0.01028537730945323
LSP1,197,0.00894473560840875
APBB1,282,0.016374310381200127
CTSC,420,0.025996187258531284
BICD2,332,0.02190766625426028
NFATC4,116,0.006597749580866576
CELSR1,316,0.021358596417519235
XRCC2,289,0.01783968994927413
CCT4,408,0.025497916478279783
ENO2,390,0.023846464276322216
TUBG1,204,0.011742835601098596
HADHA,366,0.02343117485580727
SERPINF1,238,0.013027582877145345
VAT1,209,0.012498581337550859
PDE5A,503,0.032802843717482814
BAX,361,0.022519225773417084
TUBA1B,202,0.01112771825152801
GYS2,260,0.01590469070418078
SPRR1A,135,0.007943618724987724
PSMD3,326,0.016235044556521267
SLC1A1,602,0.0399867005108206
PRNP,488,0.030192336552529675
SERPINE1,217,0.013338377366159393
BTBD3,573,0.036718691202412806
ADAM22,329,0.022837092079763522
GJA1,437,0.02932507136346229
PSMD12,329,0.020255282239666966
AP3B1,340,0.02242166074291431
DPM2,122,0.006263892708718464
TGFB3,274,0.01770734989161318
FXYD2,290,0.017497788936527276
SRPX,265,0.01570613808625108
IGHMBP2,334,0.02116643646738054
CSF2RA,103,0.006498033332289109
KIAA1107,57,0.0037580921462425257
PTPN1,266,0.017534074079942806
PTBP3,367,0.023837535158469397
ITK,147,0.008296303954826174
PASK,80,0.00498111388521903
TENC1,225,0.012703493075091958
BRPF1,131,0.007319289749697062
DSP,199,0.012911536544367282
GAP43,696,0.04179532760096465
TRAK1,239,0.01449589477482479
CKS1B,87,0.004573827899444454
TRIM10,212,0.0126835160269566
MADCAM1,444,0.024487921199036953
CD2BP2,228,0.014951208901143348
S100A8,351,0.019020156948223368
PLA2G4A,305,0.021323363798045846
INHBB,326,0.018906302011655572
SFI1,241,0.014433807048094714
DSTN,130,0.007211824620476574
ICAM1,212,0.011221868780243345
EPB41L2,326,0.021802447550079603
TGFB2,402,0.027551871916965242
NAP1L3,167,0.011199016871262958
TCL1B,134,0.0074288702054770926
ZBTB40,369,0.02390677254538471
CD163,170,0.010285559704676418
LEFTY2,103,0.006448039687930647
POLR3D,177,0.01156625908221661
ATRX,218,0.014538052870863634
NUMA1,145,0.007020324353947946
WDR45,159,0.008574208976377114
IL13,193,0.011873778728906917
RHOG,276,0.013246296981407743
PRSS3,214,0.012542108874247166
SH2B1,169,0.008542069990222811
PSMC4,345,0.017761115086256062
SEPT11,468,0.031080168988208697
GNAO1,529,0.03381289856508521
MEP1B,215,0.013711608718744831
RAB27B,150,0.00928382405699303
KLK7,149,0.008963090336027288
CSF3R,539,0.03299008449634007
TRMT1,147,0.007615695572819634
TRPV6,167,0.010126149950298874
THBD,237,0.013886837098969578
CCL1,255,0.014216545731535395
RAB27A,270,0.01647142882359909
ASMT,251,0.0170895819921725
GABRR2,275,0.01592959999932754
UBA7,286,0.014124318721552584
SLURP1,114,0.006682929218378733
BAZ2B,142,0.009033085293643559
UBA2,461,0.02898709280570739
ADAM20,153,0.009746480806560608
PI4K2A,235,0.016252835898440825
INSIG1,334,0.02243024861240861
PSMC5,231,0.01211428885194725
KIF1C,243,0.015820429786834126
PDE6A,304,0.019972865675633788
AAK1,587,0.03917136370418741
EZH1,478,0.029828434732132612
ITGAM,419,0.023366885911130574
CCL15-CCL14,27,0.0015795726447725093
PLD3,350,0.020679403593783893
ABCF1,160,0.007756908040646236
CTSK,389,0.024869927913446055
BCL2,372,0.024874301893341322
RPL35,211,0.010028429908727252
CD59,392,0.02498230626131118
SPARC,438,0.027942472221281014
FGF12,500,0.03484948482522695
TOM1L2,96,0.006052536158770653
TBX2,123,0.007460910211945468
EPRS,265,0.016605435461486
SPTBN1,436,0.03013903550845591
HLA-DQA1,173,0.010156488165558074
PACSIN2,292,0.019127153381166235
LY86,222,0.011333170193658206
EPHA3,247,0.017255413762096564
GLTSCR1L,195,0.0123192556887964
SARM1,90,0.006614762257758884
COX6A1,74,0.003926196194285461
FAM47E-STBD1,58,0.003525528894453761
PLXNB3,77,0.004161831384714326
JPH3,219,0.015036821404334936
SLC22A3,268,0.018065742440494106
HOXA9,166,0.011879364798142866
BGLAP,213,0.013176257984484106
LRRK2*KDG*,412,0.025197135841134036
RHOT1,411,0.02972942662199735
F11R,181,0.01160827573245111
XRN2,226,0.014534398663754769
PARL,140,0.008789626795459225
STUB1,260,0.01379001929771859
UBA52,213,0.011124076158129922
PPP1R9B,64,0.004020798111943676
EFHD2,92,0.005629889701682355
TOMM22,125,0.008117072362291384
ARFGAP1,161,0.009015992448963076
RHOT2,134,0.007174263496536647
MARK4,153,0.009717958852963835
ZNF746,70,0.005101562968258459
MID1IP1,165,0.011042924811619123
FBXO6,217,0.012473472963024132
NFATC2,371,0.02607489995933277
HK1,197,0.013224305868974997
LIMA1,273,0.017510012008394193
ADAP2,242,0.015324208053672874
ECSIT,168,0.009317462420461482
PRAM1,250,0.011500489745909092
SIN3A,158,0.009977394609212181
NOTCH1,236,0.014977648322587732
AGO1,290,0.018902650191481643
NDUFC2,57,0.0029764818529671956
CDC42SE1,59,0.002964240897462035
TMOD3,414,0.028590235928085607
ANKH,519,0.03646974038620778
FBXW9,87,0.004621035122157166
ISOC1,312,0.020215076568109152
SIRT3,73,0.0038008869081026927
STRBP,80,0.0057708324012090955
TNFSF13,217,0.011606042192330844
VKORC1,262,0.014125905807946213
ARPC1B,331,0.018457545735070396
PPAPDC1B,220,0.01512013722570441
CIDEB,237,0.013265817797396978
L3MBTL3,179,0.012225498268037711
FBXL12,154,0.010120407425566498
NUB1,226,0.014412385731710513
UBASH3A,67,0.0037727096057151932
MTRF1,91,0.005631415504091723
NDUFA8,342,0.020383226365667022
CISD1,147,0.009700167024142455
MKKS,323,0.022449935593761166
SDF4,128,0.006483463456301609
RICTOR,128,0.00877605102729488
ECI2,225,0.011676358562577281
TUBB1,192,0.012350810299132863
MED15,324,0.019046020605338068
NDUFA11,66,0.0041644416222738085
MSRB2,138,0.006411676035326793
RMDN3,128,0.008448698682479553
FBXW7,664,0.043114223167204695
ACSS2,248,0.01604630860104089
ARHGAP15,318,0.020461199335370748
TBC1D23,139,0.008013286064603742
RNF130,319,0.019671329944747393
RETSAT,95,0.0053093467022156835
LONP1,107,0.005990510954721938
HEXDC,47,0.002074540129654465
ABCA7,153,0.008087083348928123
RAI1,192,0.013609471396172463
TUBA1C,329,0.019908931905567098
UBE2J2,74,0.005550383473979509
KIAA0319L,198,0.012987473079506791
CSNK1G3,273,0.019690140799409273
RAB2B,123,0.007872789467389342
ZNF558,102,0.006495265655933539
NDUFA4,168,0.008569745139489902
LACTB,107,0.007200073509487655
GFM1,172,0.011673728109834627
C1orf27,195,0.012849492263069317
ELOVL1,172,0.008916028895644234
SLC40A1,336,0.022865439749717408
VPS35,87,0.004949430788146277
PECR,333,0.01809971389815983
MPC1,100,0.005750143122307289
FIS1,164,0.008872213308836998
H2AFJ,102,0.00722491497989183
FAR2,167,0.009771492134237125
TMEM134,167,0.010539894042663901
SPCS3,173,0.011029858218844191
SLC25A37,169,0.007786202312543568
AGO3,269,0.017608789229388293
LILRA5,65,0.004244749650249589
MOCS2,247,0.0160563957367015
ELP5,55,0.00290540908734508
DVL2,78,0.004243472911551478
BDH2,114,0.00760598407891392
LIME1,167,0.009448654342069462
MARCH5,116,0.007520926176282217
USMG5,115,0.005137025466133436
KIAA1191,212,0.014614815344314424
ANAPC11,104,0.0051840858864371266
UBASH3B,315,0.022536140115003746
TMUB2,279,0.019572386248622026
C6orf203,144,0.008467790335726443
SEC11C,180,0.01179268903383537
STRADB,391,0.024011824045681494
KLHL22,89,0.005343687809349342
VPS54,196,0.012251205336344983
USP47,411,0.028643794497071082
TESC,120,0.006110958225164534
MTCH2,118,0.007824222658879474
GALNT12,272,0.017533088250075303
C11orf21,34,0.001674090082873267
ZCCHC9,71,0.0036096847561054076
CRLS1,94,0.005917095207299388
UBE2E2,116,0.006946141378517859
CARKD,246,0.016380205778558567
CYP4V2,117,0.007262163790070709
MTFR1L,449,0.029754990160743348
NUDT16L1,140,0.007602195201995836
GNPTG,219,0.01395404932993912
S100A6,143,0.007995476835191632
PADI4,339,0.018663817479053976
CRYL1,172,0.00882231706431093
CD99L2,119,0.008310883643599897
TMEM234,37,0.002485087532923988
UBE2O,142,0.0092746937265063
MCTP1,213,0.014496268317575448
PHF12,223,0.015876405760589487
DYSF,460,0.03146893556197314
SYVN1,35,0.0023613560749844477
CCDC115,172,0.011107756885319913
YPEL5,181,0.011418221684261633
SCML1,67,0.003891219171014969
ALYREF,47,0.0028680156531812524
ABHD16A,94,0.006003478239218334
FNDC3B,86,0.005227641587048295
ZSCAN32,145,0.00870847356464739
TNS3,352,0.0242443021318711
MCEE,80,0.004024359636016326
SCYL1,39,0.0017319083718125405
C17orf59,75,0.0052469115653252275
RBP7,116,0.006587451751314167
APOL2,149,0.00961368069313231
MAP3K2,218,0.01500915299266935
RIC8B,246,0.01636020427892476
APPL2,207,0.013199439842177377
ARL8B,257,0.017443110947797383
MT-ND2,31,0.0018573291097443508
LRIF1,124,0.006482884508961205
TBC1D15,178,0.01205903184817898
AKTIP,99,0.005483066566238602
C4orf33,31,0.0020809471784086118
UBQLN4,408,0.026377021862861224
VPS4A,142,0.008730648395965322
SAMSN1,214,0.012830492125772955
GPR27,140,0.009019636646337986
HERC2,125,0.007436723017219708
MAP7D1,176,0.008613538634735983
USE1,82,0.004313465286651953
UBE2Q1,49,0.0028438498639741876
MCOLN1,160,0.00847854385748175
TM7SF3,124,0.008479315768380279
MKRN2,367,0.025058160003279994
PFDN2,82,0.004691156610187684
MSRA,292,0.019006898697474798
ARHGAP9,121,0.005966745711163763
C19orf66,149,0.008905930328686201
PPP2R3C,64,0.004397496524885406
FERMT3,249,0.015468681921975473
SULT1A2,123,0.006745188462327375
DCAF6,374,0.02429691419246641
MSRB1,244,0.013414460176970412
UQCR10,118,0.007903193583112767
ZNF335,185,0.009370823894173548
ARHGEF10L,200,0.012202298973195051
C10orf11,552,0.03734691340633498
ZNF302,170,0.011740405710294664
SCRN2,137,0.008659281117564784
MYO1G,110,0.0066877534984631755
SAP30BP,114,0.00736308641587226
DDRGK1,145,0.008563391313942976
PBLD,289,0.018953976011761593
CSAD,91,0.004715741190223835
PLBD1,285,0.0158990086182315
CHFR,201,0.011549494760659947
GMPR2,155,0.009438308992194864
FAM134A,136,0.008103835393793647
SCAND1,133,0.006664662905630354
ABHD12,32,0.001951293629230502
MGAT4B,174,0.01010712872623344
SNX6,195,0.013482055025264464
CHCHD7,101,0.006859261992166544
EHD4,264,0.01755032579660783
NCOR1,283,0.020283930952801944
CLEC4A,196,0.01108972286998836
ZNF106,277,0.016747460221550835
HAUS4,202,0.01348763102394332
NARF,133,0.007413380258276321
KLHDC2,123,0.007886998141596826
AMBRA1,343,0.025143589220902787
SIRT1,166,0.00963839654378253
GPR108,37,0.0019098064285574304
PPP1R21,33,0.0017000725201125604
MYLIP,271,0.018342343764394538
PAAF1,270,0.01908968006750535
CWC25,190,0.012528304252311336
PSTPIP2,334,0.02111047734818881
MICAL1,161,0.009692063131540604
AGTRAP,334,0.023087960240591728
GIMAP6,214,0.010842375438786954
PLAC8,76,0.004350863766369038
