Closeness Max value unDir,Closeness mean value unDir,Closeness min value unDir,Degree Max value unDir,Degree mean value unDir,Degree min value unDir,Eccentricity Max value unDir,Eccentricity mean value unDir,Eccentricity min value unDir,Radiality Max value unDir,Radiality mean value unDir,Radiality min value unDir
2.37E-04,1.73E-04,1.23E-04,"1,961",261.2855721,2,0.5,0.340022112,0.25,3.600199071,3.075551682,2.304246848
