gene name,Betweenness unDir,Stress unDir
ARPC5,5701.110945,198154
ARL6IP5,1011.281896,30066
HMMR,460.3120003,14470
UBE2D2,893.8683891,26802
MAN2B2,3040.228795,107094
MAPT*KDG*,8536.75482,295068
SHH,3297.106706,101498
BCL2L2,686.0915883,16084
F10,3985.681397,119746
CAPG,3261.92277,95000
EIF4EBP1,2242.559709,57870
GSTZ1,3988.179191,125680
VIM,5905.991771,186560
ITIH2,7151.816027,254876
UBE2L6,1015.84323,25542
CAPZB,1383.895016,42604
HSPA8,3225.406211,105150
AMPH,6982.317087,224466
PIGR,5523.117279,154256
CBL,6167.497041,211168
ALK,3580.649566,120828
COL11A2,1196.290361,44686
CYP2A6,3134.76338,109622
EPB42,3236.741006,97808
XCL1,1242.943277,47342
ACO2,2962.598413,91700
DNM1L,2627.204305,89768
CPT1A,1626.784523,59674
APOC4-APOC2,1395.314964,43386
EPHX1,2886.833571,81916
ZER1,1508.539881,47304
FLG,605.7365521,21482
FXYD1,1884.920073,47330
JUNB,669.6304592,19514
ENTPD3,1581.63,58510
CSTB,1278.336515,37684
ITCH,2457.335341,82886
ECE1,5203.635872,157148
MARK2,1607.962338,54844
CST7,3566.495143,108996
PITPNM1,2479.214856,71820
GRIN2B,8386.657238,323428
GYS1,4601.135266,130734
BCR,3480.343691,106430
PPP2R4,2462.642511,77564
PLK2,583.4789889,17010
GAPDH,7533.8701,232640
SERPINA5,2722.371575,108978
PSMD1,2445.905746,88310
ALAD,5402.480296,167654
DPP4,3794.408772,124948
BAG2,1314.801876,44018
LYZ,2773.315024,78672
ME3,8584.905921,258262
ACADVL,4388.316834,114966
EPN2,421.3139104,12916
ITIH1,5228.781834,174078
F7,4338.708284,146736
CTNNA2,13807.98211,476564
FDPS,1335.324453,39656
RNF10,2716.298905,88506
DRD3,1671.170949,57726
F13B,3821.172463,123168
SCN1B,3063.942821,81238
NR1H3,2012.152076,75222
DBH,3542.691235,118296
TCIRG1,2243.365947,68442
CAT,6762.658307,228238
USO1,717.8922809,18476
HNMT,3639.302648,134644
DPYSL2,7920.394481,220616
DOK5,2667.244682,89670
NDRG2,830.6755215,25492
HOMER1,1664.702492,61546
ACTR1B,1720.07959,44012
ABCC9,678.155757,26004
TPM2,1796.64392,53736
C8B,2760.901781,94090
MID1,1556.102596,49792
HSD17B6,4021.821385,137576
CYP7A1,5447.735143,195256
ARVCF,2270.59,71316
DUSP3,7942.808703,260852
SPTB,1405.858415,51266
GPD1,2108.423051,71196
ALAS2,2255.374789,67448
MAST1,2637.220322,76014
NCAM1,438.0703171,15430
APOC2,2087.28,77726
SMPDL3A,868.7568755,31054
MYO1C,1200.087355,37466
GGCX,3248.406091,109418
ARHGEF7,1808.50487,65704
HAGH,6133.418716,209282
C6orf10,526.4342347,16602
ARSE,2000.902612,69108
OPCML,10547.55052,372334
EBP,4214.552308,130320
ASGR1,6630.158434,211784
TSHB,3883.824808,122668
SLC22A18,2277.977961,59014
FKBP8,3376.531088,98434
MSMO1,1722.620173,55828
TOMM70A,2785.809832,88172
THY1,2022.14537,73414
CTSA,4589.048071,140888
AKR1D1,3585.25,123816
RNF5,1314.39982,36242
INPP5A,434.2791565,11984
MDH1,2769.453432,98840
S100A1,1477.108759,44388
HADHB,5823.001676,172754
CPB2,7743.089546,262392
TRADD,900.6283649,26340
SLC6A8,612.8410897,16374
AKT1,3861.476909,106732
TPP1,2021.521582,74368
PSMD4,1569.748638,48146
HBZ,1494.703907,41518
SLC25A1,5019.265431,165288
CPOX,4486.390616,141054
PSMC6,3164.784288,108192
HAO1,8722.644768,289644
PDE10A,2233.097121,82462
OXT,1670.543623,53248
SULT2A1,2049.252399,70838
APOBEC2,3655.366377,108434
GAK*KDG*,7128.115826,215278
COCH,1480.376768,47742
AMBP,5178.973364,170998
GCDH,3178.52604,118400
SH3GL1,1746.999281,50996
AMH,1070.487807,31002
DLG2,20436.17999,661482
SGCE,1826.783959,62614
SLC22A4,3433.116285,104758
PPP2R2A,1819.43054,64950
ASL,4563.454366,130308
FPR2,3845.412322,114238
PTGIR,1000.114235,32074
HBB,3793.591341,124764
OAZ1,3544.595754,114806
ACP2,1885.962352,53010
GSTA2,402.1659471,14234
CCT2,4851.485067,161858
FPR1,4358.184409,141836
ARG1,7959.446999,244726
LRP1,1221.571963,34692
SDHC,1465.857054,39232
DPYS,3804.436484,128610
NR3C1,3707.890159,115618
SLC6A4,1366.353653,44178
RAB5B,2822.538097,76476
EHHADH,11160.36765,377746
CYP2A13,1609.675239,50316
CALM3,1295.107103,57938
RASSF7,3685.923131,100126
MAP2K7,803.1814936,25772
SIRPB1,677.7053464,23486
PRPH,4234.146839,136092
MKRN1,1116.036423,34382
RGS9,1191.924172,33538
PTK2B,4620.659017,143248
ALDH3A2,4144.572181,139576
ANO3,8114.539899,260294
DUSP6,2117.709254,71714
RAPSN,1043.344653,35590
ECHS1,5638.50943,154344
AR,4165.416505,129016
CTSD,4032.26,121672
SPEF1,8421.92,211198
CYP2E1,2958.342998,110850
CALM1,3191.487095,98948
RXRA,1149.172783,30286
RPS6KB1,1801.377386,66534
ATP7B,3520.60411,104710
DNASE1L2,1212.151469,34656
MSN,1965.345285,52900
ABCC6,2450.1086,110262
ZNHIT1,3850.775075,113086
CD81,3040.27745,85064
UQCRC1,5994.221312,168704
F9,9556.678048,318924
WNT4,3840.080487,128256
PLCB2,3898.866008,117232
PKLR,2489.898226,81410
PPP3CB,1720.347688,64324
CEACAM8,2074.21936,68854
GMDS,7535.977756,243164
COX7A2L,1256.099543,43586
CDH16,1100.31,35438
S100A2,782.650125,23602
APOH,4967.302335,173740
IDH2,3178.923745,80754
ACADSB,5286.082607,182664
CLTC,4186.632962,135670
DBN1,353.759283,10592
PLA2G7,1619.69799,61522
SMCP,1085.096602,38216
MGRN1,3182.325513,100502
GNA15,1231.757117,34966
PAFAH1B2,2597.421535,89480
FMO5,5385.103464,180530
ESRRG,8934.05,323992
BCAT2,1385.916898,40940
MYOZ3,864.3761021,34156
APOA1,2092.094973,68834
TP53I11,7148.14008,236392
GJB1,7503.5,239972
TUBB,1438.976051,42234
MYO5A,2272.978761,81108
PPP5C,2993.300126,86816
PON2,3560.426357,114292
MAPRE3,1457.097546,50422
ILVBL,389.3851861,10794
ACAA1,2528.432477,79060
APCS,8450.37,270474
SCFD1,5979.87858,208146
CYP27A1,3673.283752,120184
STK25,5950.381032,225162
SERPINA7,2700.751522,91466
ALPL,5001.487083,149356
FOXI1,1700.446344,54744
FECH,2646.007753,84112
GML,884.2420852,27404
SERPINC1,6618.752107,217578
ANK2,8071.874212,272314
SPR,7822.447052,247964
HADH,5317.417809,172988
TXNRD2,2356.921938,80784
PRB4,2340.438382,58598
PSME2,811.4531898,21274
C10orf10,877.4010069,20142
TSPYL2,990.6600115,33404
PSMC2,1754.040083,57740
SLC18A2,1121.00294,40112
FYN,7412.625159,248062
C8A,15785.96198,529960
PSMD2,4698.540486,140934
MFN1,960.6846183,31216
ARIH1,3516.469837,110872
CPQ,2370.440901,78228
GNAZ,2865.017333,90622
NFE2,3918.65078,116156
EXT1,8915.930954,278980
DNAJB2,2866.773912,73126
PDYN,1599.390859,57094
CDC42EP2,855.1014042,26082
RDH16,4171.25,167068
HYAL3,1451.871948,47626
PLEKHA6,2623.146159,92714
LDLR,1192.497875,33692
CYP51A1,6596.087303,217826
HSPB1,2004.127042,50372
DPYD,7474.788087,269210
BLOC1S1,2818.188454,81872
ARRB2,4780.165187,138576
GAD2,1729.535024,59204
MAT1A,5413.869293,162906
SERPINA3,4225.82116,134226
NTN3,3647.907764,100998
MPRIP,4711.479341,162144
PRDX3,2348.254466,76254
PDCD4,4374.806975,149984
PENK,4796.52,161658
BPHL,2862.079112,90766
LRBA,11621.78965,357130
ALOX5AP,10186.76947,312230
HSD3B1,2549.141335,89526
RPS8,803.9728211,23222
NDUFS5,262.7318515,9372
PLD2,5646.795918,178396
COG7,397.050534,10432
GPAA1,723.125407,21894
CEP164,2736.303648,82660
MAP2,2219.993913,79492
YWHAB,4070.309897,129270
AGPAT2,5063.906613,136988
IFIT1,1345.536104,43598
KCNAB2,2832.783355,96598
MAPK8IP1,1670.89793,53604
SMG5,706.6220909,18784
RGP1,1222.433329,34486
FTL,9144.181555,277484
CYP26A1,3948.156201,128732
SYT2,2307.003262,74970
PLG,6652.197855,226358
COPS7A,2027.475811,56476
ARPC4,616.884331,20518
NDUFB3,1476.385794,41694
RNF41,830.9944359,24972
SLC38A6,961.7509697,35706
CR1,2401.256566,81284
GPLD1,3965.204889,154804
CREG1,3250.947838,108764
SLC22A1,2344.445714,77242
CFTR,4084.234516,134004
TPM1,10263.63823,344950
HEBP2,5092.559531,159498
PDE8B,1740.340496,59022
MB,3904.715077,123490
GSK3B,2104.251293,67710
PCBP3,7046.960783,234618
TPM3,2211.519783,79888
BIN1,3675.82792,110952
NDST1,1733.769791,66876
DKK3,1824.785482,64642
ACHE,677.4169459,22696
PIGQ,2295.223199,65454
MXD1,1384.906413,34950
TOM1,2604.092056,74808
SLC39A8,4137.46472,132656
SH3GL3,3265.649626,102340
IGSF6,739.0448963,25758
SPAG9,3175.566156,122194
PSMD9,2522.327909,82082
GRIK5,986.2725247,34960
ICAM5,1784.638369,51512
CBLN1,6571.134957,233044
ABCB4,2961.95,105790
ALDH4A1,1538.19933,47892
SERPIND1,1939.222085,73994
FCN2,1749.29626,58190
NAGLU,3451.454211,121488
ST14,1007.413827,27272
TBC1D9,3179.414898,100130
TTR,3455.162229,113626
ACTR2,2898.032509,101644
HYAL1,1456.737465,46360
SARDH,4337.854153,151268
FMO3,3051.649501,102604
NAT2,2721.421965,90052
APBA2,3601.636813,119646
SC5D,7713.04863,271274
EMID1,1778.123986,46552
RABAC1,2201.123404,58158
SLC25A13,1161.873277,43630
CYP21A2,1947.73103,55856
CD68,1813.52677,54802
FARSA,474.1144576,14890
VCP,6276.505148,209668
ENTPD1,4505.8,146038
ITGAX,1685.829832,54706
PRKCZ,3184.629916,94740
SLC25A11,5619.153247,175118
INPP5K,658.8753054,19014
PSMD11,1240.176204,40260
AIMP2,3729.647205,137214
MMP8,3967.912111,144622
SMAD9,1652.054313,43068
PTEN,2075.304206,69100
DRD4,2688.95613,82524
LIN7A,2508.975492,78460
ADH6,1740.325483,71418
MPV17,5533.981833,178366
MTNR1B,2235.861442,68038
NDUFA6,931.6524161,27190
F12,3053.002455,97736
SYK,7949.071988,261146
TRIM29,5850.062716,186528
GNAQ,6119.640526,207104
ADRA1D,8232.997122,285684
WNT2,1505.176501,43666
PROZ,5124.816766,157022
CRYAA,1202.160005,38808
AES,1517.390838,43544
GSTA4,3041.721059,101740
RFPL1,755.4590228,25020
MATN4,2302.478811,62884
GUCY1B3,3092.884959,103490
FOXO4,760.3002314,22808
KMT2B,1185.353955,36962
MVK,4138.080955,119368
SH3GL2,10154.85899,357886
PLD1,4292.987671,142534
GSAP,336.4107641,13040
RABGAP1L,7682.31351,280500
INPP5J,712.5104977,18974
AKAP8,1159.723123,30744
HRG,3148.956935,116658
ANXA6,4640.030888,140476
PCBP4,693.1306428,17470
SIX6,3002.908345,85448
HSPA1B,64.1152518,2126
CLCN1,1537.671409,38416
TCN2,3021.21192,99844
KIFAP3,4100.292601,139130
HRC,1667.612403,48294
INHBC,1788.108245,58192
ETV6,5074.777247,171556
GHR,7012.742752,247686
NME4,1660.255048,50186
SDC2,1618.554998,50266
GNAI2,7402.986065,227658
SLC9A1,2269.984162,71472
SNAP25,7543.217991,278402
GLS,2205.412122,77210
RAB7L1,659.9079104,18548
ZDHHC3,883.5846366,24562
STX10,1980.609426,63072
SF3B4,3313.018726,94628
SET,7456.327732,255744
XDH,2503.426226,83558
KIF3C,4587.360671,164342
LAIR1,2733.67173,80524
LRP6,1124.717015,36336
KITLG,5895.768306,200522
ACAT1,4600.745827,143334
TSC22D3,915.555927,26470
ARL2,2501.30676,60878
PRSS23,671.2620799,21336
ZNF197,1669.042554,53988
SH3YL1,2069.674962,72628
UROS,2010.378932,61174
PLEC,621.3988121,20202
FADD,573.4860609,16172
SLCO2B1,4176.313589,131684
ELOVL5,695.2591774,20576
AP2A2,1006.511724,30134
TKTL1,190.7296902,7264
DEFA4,3694.799397,114310
CYP1A2,2761.93991,96610
FMNL1,3313.78439,101672
VNN2,1521.158386,49798
FES,5439.72,155134
ITGB2,2534.667348,83256
GABRR1,3880.52711,141006
CRAT,2531.588151,70630
SLC10A2,3174.886443,103866
RHEB,513.3021595,16446
CD74,1357.365637,40882
RLBP1,1361.541281,40272
VPS9D1,2491.070001,89300
CD14,4311.055347,126998
PAK3,1183.858246,44196
UBC,238156.03,4886148
PDZK1IP1,4483.552188,135268
TCN1,3109.199973,89442
EIF1,433.6717311,12796
ACTG1,1869.229823,46864
EPOR,2856.650314,103062
MAPK8IP3,4279.691234,142416
UQCRQ,2643.102455,75816
AFM,3197.624577,103504
ALB,2406.74935,88440
IGFBP5,3221.337859,106056
VDAC3,2275.299357,74434
BLVRB,10209.09623,310606
EPHX2,4155.82785,140794
FCGRT,6308.443646,186908
SLC1A3,3362.797017,119332
LYST,2150.544734,71218
IRAK3,1118.880857,38410
CAMK2B,4682.15849,163792
TAC1,4750.302342,156652
TPMT,3859.842634,122430
TAOK3,3674.048369,122522
PFKM,3729.571022,118048
APOD,1080.491416,34732
AHSG,4444.718626,148584
B3GAT3,843.0747571,19350
GALNT3,1558.657921,52988
CDC42EP3,2530.975468,88350
DDOST,1493.240019,43696
ADAM11,2504.23096,81294
MAN2B1,2683.788089,65000
PCMT1,782.9772498,27506
MPO,4663.786538,157700
PDE1B,1769.844855,55106
DOK4,719.3828096,18190
C4BPA,3902.916544,132186
ATXN3,645.5240129,19818
GPC5,14983.92995,488170
DVL3,2953.571472,95748
PF4,3836.667256,116128
HPRT1,2486.324666,82892
GCGR,4014.288921,142340
AQP9,5206.239499,170946
GPR31,685.4001882,19274
GSTO1,2619.252283,74274
PLK3,1748.234346,47908
CCR1,1484.799468,44424
PC,3738.882397,114880
CALCA,610.1735826,19922
SNX17,3708.591103,103272
ADH5,2974.011072,97526
TMEM184B,1543.099221,42270
CASP9,1831.856788,47996
MMP9,2463.84652,75778
ACAT2,673.301879,18654
PDCD2,815.2379875,26448
DMP1,2983.136024,111982
MPP1,1844.485003,51582
MAP2K4,3566.145606,122036
LYN,3806.008033,110544
ATXN2,1876.883094,85024
PICK1,1559.207524,39658
F3,4752.29,158798
CSNK2A1,4616.737762,183960
AOX1,3432.355605,107332
ZNF23,862.1481112,28612
SQLE,598.3755324,14650
PRPH2,1037.9,36674
FETUB,2696.567693,101896
METTL7A,828.0562808,26458
HSP90AA1,8159.754027,233344
PSEN2,4022.570943,120004
APLP2,5290.3,172954
ATP1A2,5718.756925,192300
ENC1,2450.937428,87194
GPSM3,2075.668348,55544
MBL2,9445.410659,328716
AGTR1,6286.003817,214818
PEX10,1325.405029,33810
CTBS,1737.658504,61972
IL13RA2,1435.545299,47172
COX6A2,5749.187067,188544
ZNF710,1826.186108,59474
IFIH1,1281.176553,52636
PPBP,3212.001523,95716
HBE1,513.3801307,15422
ARPC2,1407.90125,43544
ATP5I,293.6890078,10042
TGFBI,4305.658809,138674
DAO,8942.25,317304
TNFRSF21,4534.117899,148662
GRK1,333.8720106,9936
HBD,1723.766651,56408
ZFHX3,4103.123829,144964
CEBPE,2840.021744,79432
DSTYK,2288.475518,74904
YWHAZ,6985.439183,203492
GNAL,6188.31789,204258
MGST3,1671.196223,51304
ARHGAP32,1608.226095,58232
HOXA11,512.8503817,17272
SGCG,5236.038679,159474
CSE1L,2511.251164,84100
OTC,2518.685111,78688
CAPNS1,10974.05441,313132
MAF,10514.33808,350004
PRRG1,1861.900778,49472
ACSL4,4410.39,154884
DAP,6322.74431,193386
CYP4F12,2695.475324,89408
DEDD,515.8816618,13688
PDGFRA,5040.411136,192544
CYP2J2,3101.837812,107674
PRG2,2532.146578,82980
XYLT1,10302.90935,352690
SLCO1B1,1593.243939,59740
PPP1R12A,2150.99498,76116
EIF3G,2236.753356,62226
GC,9612.016035,319308
RAP1GDS1,5499.884302,193516
HSPA9,2421.621585,87902
SLC6A7,10826.17929,336286
ADH1A,2842.12664,95470
NDUFB6,1113.25,35474
LST1,4088.167808,127420
RNH1,1903.572741,57674
YIPF3,3039.503339,84920
ACSM3,5311.9,155374
TIMP2,2306.437727,68448
DYNC1H1,3984.667262,116806
CYBA,1760.012931,58016
PF4V1,2848.557114,92818
PGRMC1,2605.586709,77364
IRX5,1748.066164,51430
CALU,3042.334468,97514
GPR68,2391.317566,76876
TCAP,1059.437015,28656
LIMK1,1032.63679,30046
APC2,1769.494159,64274
PDE4DIP,5808.080105,199234
MT1H,1649.862329,47754
MAGI1,8728.445812,323740
RNASE2,2367.521589,81808
PHEX,839.9192214,32870
HRSP12,2796.363042,89750
RFX1,1256.110738,34970
FBXO9,2356.173467,80226
PRG4,2674.507792,91464
ZFYVE9,1575.423759,56918
CSPG4,1483.653038,41810
ZNF428,1592.855196,57748
HPX,2835.859892,92184
PSME1,1943.421181,46274
CYB561,2868.008691,91802
CAPZA1,1080.542726,32380
KHK,1910.579264,74332
AP3B2,1779.118743,61038
AMPD2,6235.519571,225490
PTPN21,2925.998356,101272
VDAC1,2265.678886,75138
TRAM1,1485.446921,54406
SEC24C,4080.397663,122442
HCRT,5104.087708,164118
AKAP6,2934.917058,107532
THBS3,1417.001652,40256
PRKCB,1906.996402,60958
FKBP1B,1016.336484,34482
GPR116,1674.38616,58386
MKRN3,1206.384831,40360
HPN,4509.034221,138466
ACAA2,1437.978687,47646
NIPSNAP1,2132.581298,74358
CD36,4816.137781,160388
SEMA5A,2593.95,99578
WDR47,4046.900843,129406
MATK,2463.070551,72894
RAB36,701.8493661,20330
ADRA1B,3837.088049,133262
FCER1G,6211.236555,207830
NR2F1,2400.564143,76310
SCAF8,5752.205781,193930
RANBP2,1583.718847,54316
DAD1,1397.314253,39388
KIF25,615.1696781,16056
ACTA2,1429.061718,50176
PRAME,2371.35606,56364
DGKB,3432.691118,121556
TCF4,9202.76,317440
SQSTM1,2867.284925,102426
ANK1,4291.009937,143532
GAS1,1876.957829,60484
ADORA1,1620.55635,53508
ESRRA,546.7809659,14660
APBB3,1582.220329,62380
FCAR,1033.465947,34430
LGI1,2927.159177,99942
ABL1,7106.723685,225088
KRT9,5281.754851,160612
PRKAA2,3724.456213,125066
CAP2,3841.565851,131002
SERPINB1,4908.137723,156274
NCF4,3319.329076,111216
HMGCS2,2450.717112,110040
CDK5R1,1918.148458,77580
AGRP,1376.900878,34974
NEDD4,3278.823618,96578
TYR,4836.964687,182038
STK11,2966.73052,87632
SEC14L2,2008.950384,63034
MT1G,4299.203378,111570
ST7,1967.289634,61618
BACH1,2429.297617,80510
GCA,8389.116709,268846
ALAS1,2903.246178,77162
QPRT,1564.124969,48934
NCF2,3749.712577,118000
HSD3B2,2918.820338,93674
PSMD5,1738.15388,52588
MATN1,971.4275928,34524
CPS1,10652.3793,365128
VPS52,9373.14,302458
TMEM109,1703.590694,55654
UBE2J1,848.2736043,28186
GSN,7409.203326,234372
PRSS22,2988.218074,70038
RTN4,4075.023344,134372
GFAP,2311.580538,76646
ACACB,2764.089232,94506
GABRA3,3624.689639,118422
BIK,824.28501,24518
AAMP,1883.202361,54344
CLN3,2802.035153,98948
TCEAL4,2259.247655,69998
SLC30A1,1874.644137,55446
PSMB4,958.2647371,27048
HSD11B1,2277.70093,71752
RHBDF1,577.40228,15508
TNC,4247.655353,145056
ACOT7,1282.719736,40660
PGM3,212.5367883,6894
CLSTN3,2502.120909,72554
MPPED2,2353.508705,76268
PCCB,2696.89,85660
PTGFR,2542.561132,85656
PROX1,8677.706038,308600
HOXB5,473.6015769,14438
NNT,8084.344151,267322
MARCH6,1570.112567,54440
THRB,6275.995124,218262
STK24,1633.339489,56678
MEGF9,767.9497785,28908
PSG9,814.5396111,29740
NAPA,3890.090485,123782
SHC3,1836.353084,57520
BNIP3L,3658.257501,117254
CYP3A5,2549.262592,90356
S100A12,2092.493767,63488
SPTLC2,2137.868763,69098
ATP6V0C,3968.334959,117126
CHRNA4,2207.232786,70158
AVPR2,1978.882725,74028
LZTS3,3494.2879,115568
ZNF117,557.091663,12428
CTSB,3759.516242,131320
CA1,2307.986362,72292
AP2S1,4581.195081,141248
PNMT,1152.75515,35274
CNPY3,970.3271361,27792
CTIF,9508.693187,330612
SLC30A3,3187.053221,98462
SLC25A4,3157.722647,117402
MALL,1013.532562,28324
WWOX,3537.362138,114134
RAP2A,2140.545958,68834
PRKACG,5414.634069,167330
CACNB1,1977.399834,73304
HGS,2457.659143,65282
ABCC10,435.4958521,11986
LY6E,1814.6618,45080
SLC6A1,557.9052251,23520
LSAMP,8750.58,297858
