gene name,Betweenness unDir,Stress unDir
ALOX12,3844.732405,117198
KIAA0556,2220.958082,72368
PSMA7,1310.610057,35672
GRIN2A,13069.04389,439150
TUBB4B,636.003372,17672
PAX4,834.5351383,32030
FYB,1739.478588,51260
SLC35A3,1566.943378,51772
ATP6AP1,2345.61679,64076
ATP2B1,5512.24994,195180
FGR,4134.040707,128502
TNRC6B,1012.459003,33942
EEF1A2,5422.508371,196648
HABP2,16335.78982,508430
PLAG1,499.9473901,17280
GLIPR1,4708.933239,170384
SLC15A1,3780.127822,146644
DCTN1,4319.873931,145574
DCHS1,1394.500889,46168
SKAP2,2987.425697,99076
CACNA2D1,4145.050922,136750
ZNF274,648.270442,18960
RAB40C,1141.949516,31388
PAH,9108.680875,329182
PBXIP1,662.1810293,18434
RAPGEF4,1439.621011,54078
G6PC,2497.179454,89592
ECM1,1189.089717,29190
HLA-DPB1,1546.524275,43662
ARL4A,3755.013783,108762
GP1BB,5904.745838,176160
SLC4A1,4241.044304,142530
PYGL,9413.040099,298308
ITIH3,1840.03979,62594
PROS1,623.2275543,20448
ARF5,3322.121388,84632
NAGPA,4618.803144,151236
TUBB4A,836.0943981,24442
ACTR3,7540.633712,253604
NFYB,473.9704776,17890
LEPROTL1,1116.250687,32198
DKK1,352.187786,11710
CD63,3012.207289,88174
SUOX,3881.41009,123610
FICD,3707.944499,104274
IL11RA,891.3125985,33002
KRT2,5504.552104,169252
BNIP3,4437.840567,130398
TUBB2A,5078.584734,144560
POLR3C,1720.121168,52440
TACC1,1984.846077,67436
CRHBP,2446.121176,78556
ABCA1,1323.844137,44310
FOXO3,2246.9853,65950
SHBG,2205.381442,78452
COX6B1,5094.350671,148898
PHYH,2723.891573,86002
FZD5,1770.075328,68864
MCF2,604.6897053,21590
OS9,3820.993909,105974
CELSR3,799.6941645,22482
GUCY1A3,401.1939423,15234
GCNT1,2866.973489,92878
SMAD7,2012.264909,61580
ADAM21,2816.434083,82624
CCL27,1693.69576,51026
RAB32,2469.520743,83188
UBE2G2,1236.073356,38882
PAGE4,1918.588024,62358
PSMB6,1584.402907,48426
RPL23,1003.592987,32400
SLC12A3,600.0768874,19324
PLLP,958.2678079,36424
COX5B,2484.443944,75504
CD52,1447.301684,48016
OMD,2186.319322,65572
RCAN1,3012.232806,96718
BAK1,1054.635609,28538
RIMBP2,4945.59757,198378
ADCY9,5126.267716,164874
SPOCK2,2819.98346,83902
SLC25A5,829.0654972,20290
PLXNB2,2897.418709,83792
IQCE,2275.072537,74014
HCRTR2,3676.743969,129316
CA6,2782.693873,70166
DECR1,3020.460948,84690
KLRC3,710.6315672,20422
BDH1,4443.99222,168376
INA,7375.606452,276434
KCNK1,2882.369668,108762
COX6C,4201.909849,141674
LAIR2,1058.597207,31224
HMGCL,4831.053334,136774
GPX2,1909.786195,55978
AKAP12,2405.201072,80216
NR1I2,3439.356926,128752
SIPA1L1,9101.731046,325520
GYPB,2386.347382,81788
NEUROD2,4495.804204,158790
DISC1,1498.676967,43540
CD47,3205.260344,112954
ATP4A,6924.280891,212474
RUSC1,5507.2,186592
NECAB2,2116.151406,56104
EPM2A,3063.23061,97136
PHLPP2,1137.32787,38990
GNA12,4216.83,142374
ELANE,2496.994814,77324
HPCA,2625.530359,80494
ADRB2,6924.646114,226826
MAPK13,836.8245577,24688
CRYAB,3910.250772,113452
NAT8,2368.009614,72788
CCDC9,4585.901827,115334
MMP15,2815.270805,97626
XYLB,1434.713084,50908
RAMP3,2181.91,71280
ASIC2,9131.165188,294550
COX7A2,4205.445053,129654
TTLL3,1430.468603,38362
MSC,2334.85947,70482
NPHS1,697.8829156,18988
CP,1524.739157,52714
ALDH5A1,1240.727719,38750
CNTN6,5426.291047,183198
CES1,2495.237341,79534
BCL7B,2825.417522,88254
GLP1R,856.3205963,30156
MYOF,8685.35,314828
PDXK,4373.432489,132108
RER1,617.7160735,17654
ALDOC,1345.218764,37614
PRKCG,1195.377348,40888
FCN1,3012.670752,104696
PPP2R3A,4791.556179,163046
PRKDC,338.4805939,10698
HK3,1386.975693,44438
GRPEL1,7573.909964,264626
HDAC6,3271.835643,100896
TEKT2,3219.3201,90750
PPAP2B,3272.288171,116628
SSH1,2171.762062,65684
ENTPD5,1171.779778,38904
SFT2D2,393.5869812,9330
SENP3,302.7071971,7468
MYL6B,2478.385669,60086
LPPR4,12282.27385,394386
UCHL1,4231.681279,151488
PMP2,1228.747704,42450
FAM32A,4999.339383,162928
B4GALNT1,728.9639195,25042
ALDOA,3414.698314,100640
GCK,1855.557264,55842
NPC1,625.098155,16680
TMOD1,1639.913012,49980
TGM4,1439.698173,40832
UQCRC2,2175.971828,65936
SI,3317.474819,104388
KAL1,394.4474918,12242
SMARCD2,427.2070803,10568
CFHR4,1314.432659,42816
FDX1,2369.147152,67150
BARX2,1870.67815,57246
CYTIP,3293,100010
BLCAP,4115.014086,129642
ZNF132,238.8235967,7570
C8G,1430.630675,50792
CHRNE,1377.555624,45110
EPB41,7197.967539,236562
SLC25A20,2915.399672,83304
GALK1,1658.210191,64032
MSTN,600.9428868,18936
CPM,765.1855845,27658
RIPK1,881.7743576,24462
SFMBT1,560.2845074,20330
KDR,3163.48388,114610
CTDSPL,6543.386519,215074
EIF4B,1182.17533,35072
RGL2,3396.759071,102236
NPR3,1977.0049,62308
GALK2,2217.264286,66170
HOPX,390.7968174,9150
MAP1LC3B,1381.394208,37350
B9D1,803.0894224,29952
EREG,1257.38247,43764
MLEC,794.7466079,21172
HSD17B10,4842.501143,142278
LAMA3,2173.119341,66388
KNG1,3560.384161,132206
IFNA16,10425.52,352260
S100A4,1231.223255,43114
FOXA1,5430.391655,171316
SOSTDC1,3829.572448,135590
CAV2,573.9508575,21692
SREBF1,520.433741,15400
TRAF6,2990.846441,82774
MYLK,3364.17792,114262
TMEM8B,529.2452379,14702
LHCGR,9921.84,329140
CSNK1E,5902.66,168028
DNAJC4,970.6797682,26444
NTSR2,13974.44519,404430
SCAP,2162.9,67550
ACTA1,2749.759452,90818
ADH1B,3950.040162,130488
STAU1,3472.525812,122104
PCYT1B,219.4661408,8186
FCGR1A,893.2093399,33368
NUCB2,2766.90626,81186
NRL,1772.583891,62372
RIMS2,1957.279495,76820
DYRK2,5001.196973,170462
PAFAH2,526.7404238,16082
EFEMP2,1973.657362,56048
ELAVL1,1622.910595,53522
CD40,4045.287462,145980
CDC34,807.4380271,22514
AGT,4663.162344,146452
SCAMP3,4319.230018,119954
SLC17A4,1471.128813,52366
CPNE6,3213.997689,103760
ASPA,2158.24,70032
GK,1787.346853,57678
PIN1,3552.778167,115590
BAD,3642.400198,112760
SERPINF2,4692.102592,154888
RPL19,1257.544767,35314
AP4S1,3577.07189,133204
NDUFAF1,3354.703634,110824
STMN2,5124.902128,181052
MATN3,804.8923305,22188
PSD4,1591.687051,57140
GPR162,3072.954186,113334
PPP2R1A,1547.421728,44748
SNPH,770.5514804,21910
POFUT1,634.325081,22942
CTH,4947.199294,173642
GNA13,1115.085713,35332
SYNGR2,1038.220168,26652
BZW1,7815.680707,284756
MAPK8,2110.150596,68202
PTPRN2,5991.410976,194306
KIAA0040,2846.75,93724
SSTR4,3516.153576,114954
ZNF189,801.9231366,21170
IFNA10,5127.655387,168562
RPS6KA2,2211.23,82034
COX5A,4975.894358,152094
CRISP3,1358.032105,37968
DACH1,8129.800387,284774
ZNF516,422.472359,11370
CEP290,136.4987659,6242
TFAP2B,4004.866057,132492
PSMD13,1113.482278,31112
STK10,5074.92184,155898
CA11,1807.638267,48666
SMR3B,1803.254496,55804
TNPO1,2854.229834,98344
AMT,4838.109849,140612
NDUFV1,1750.824158,49274
TM7SF2,1265.339689,33422
HSPD1,745.8178797,21978
KLK1,1720.582265,42400
PRDX6,3811.756982,116732
PARD6B,299.815942,9838
SLC1A5,1111.714288,26820
CASK,1395.437101,50660
PMVK,879.7766029,22002
CDK18,1205.150197,34180
SPINT1,2140.286912,63350
HLA-DRA,4233.024452,125430
CD33,2523.666773,76606
LCN1,697.7660501,17494
EI24,1019.501809,31868
GABRG2,2888.961524,101024
USP46,1041.289404,38782
ITPKB,7895.439897,261554
BFSP1,878.9996807,21098
MYF5,1705.524486,56882
FCGR2A,853.8229486,32534
DENND4B,2135.941246,82698
C21orf2,709.5821333,24204
ARF1,4194.748621,126082
PCSK1,7877.033628,273318
KCNK3,2478.7625,86146
CYFIP2,8977.623481,311928
CD34,4538.628259,140036
SDHB,3505.24719,105802
SKIL,2393.220075,78590
HK2,1200.582109,38168
ITIH4,2305.337951,73234
CRABP2,1723.461162,53388
CHRNB1,604.6707974,16338
GRM8,1217.242233,46542
S100A5,1129.396415,28308
SPN,2376.105486,71830
KCNA5,4805.318244,168104
GRM4,8838.569798,318950
FTH1,687.8119423,20034
DICER1,4018.280213,142414
SZT2,5014.305526,150730
TCF25,596.1231672,22698
IRAK1,1700.607335,47760
SKAP1,10295.3713,353132
RRAGB,1052.357576,30838
ACOX1,1599.66841,58126
CTNND2,13511.47903,451618
KLHL4,736.1416653,25148
MYO7A,1588.906886,51904
VTN,2183.463581,69412
FABP2,1363.889949,44582
PRKCE,9023.746397,330640
CYP11B1,1257.957673,39450
CYP24A1,2013.252286,60252
MYT1L,1957.680451,67440
COMP,1622.734166,51728
GPT,2998.008308,98380
BRINP1,639.364392,22238
RIPK2,1357.945361,38136
WDR46,2478.491243,65738
IGFBP1,2976.490771,98186
FADS2,2613.414974,76924
GPC1,1429.617527,41992
AOAH,4553.758823,138544
THPO,741.5418204,27166
P2RX4,4392.938017,133218
NRIP1,3247.611256,119756
DSCR4,2033.575401,55870
S100A11,3166.517753,84740
AANAT,5278.492321,142370
ATP5A1,3805.889016,111110
CYP2A7,2996.677927,89494
CES2,1897.486308,56692
ELK1,584.8778977,18010
UBE2B,2293.729478,75480
SPTA1,3907.611675,136712
NF2,2410.6301,83452
ITPR1,5073.756887,169118
MNT,1296.074091,34066
AZU1,3166.315618,92400
PYGM,3910.22,106122
SLC35A1,2748.902706,76206
MAPKAPK3,5485.938704,170766
LPL,973.219475,33390
IQGAP1,4377.06,143528
KLF9,3891.257527,138338
STX4,4606.562701,153998
MNDA,8668.408937,247336
CDH12,5425.173982,202984
CENPB,1188.745372,31818
CABIN1,2235.055549,106152
CHN1,3446.9978,109446
MTUS2,2611.20369,84426
FOLR2,1107.146026,33060
UBE2D1,3845.612119,113832
MS4A3,219.4358146,6902
CITED1,625.9983288,16444
MTTP,6640.26,228988
GSTM5,2991.858461,96432
MUT,2445.532844,79936
IDH1,5504.042096,183560
DFFA,657.1140674,14582
PRDX2,1510.145638,42268
ADD2,1533.758706,56210
OGDH,7330.086336,220676
NKX2-5,2033.246547,55270
ISL1,16460.86547,501970
DIAPH1,875.7513658,25754
UROD,4171.290467,117770
TSPO,5836.918249,178658
ZFHX2,1289.823154,46736
C14orf1,1152.559647,36190
FOXF1,5076.677994,149098
UBB,3090.389156,96242
TNK2,2978.15756,93688
STX11,5092.608611,167704
CPA2,10513.30153,282066
ATP6V0A1,4964.785678,155942
GCH1,5346.448731,174872
CFHR2,2957.620128,110532
CNGA3,1863.371508,72626
MADD,1231.19779,33968
CAMK1G,3396.852134,116968
ABHD5,5080.337578,171468
EDIL3,5761.695997,199308
TAT,4686.311493,154560
LGALS1,2250.568446,66658
CDK10,415.9785598,10986
NUBP1,1135.456717,33342
ERBB2,2224.67902,67150
TMED3,4455.688349,124186
ABCB6,1039.887061,33332
NMI,2559.010106,69788
ENO3,1889.922354,51616
ALCAM,5534.575077,187614
CASP7,709.4383335,20738
ZBTB17,3976.58567,160012
ARHGEF16,2212.128355,62514
RUFY3,3359.925033,114312
ALOX15,2081.406084,65300
PPEF1,1683.387266,58754
FDFT1,2124.499608,61788
CALB1,970.6125222,35310
GABRA1,3969.714612,131586
S100A9,2687.436301,89146
APBB2,6031.072678,212542
AMFR,6818.77,213764
ACTN1,4987.050214,157944
RHOA,1972.345051,57184
C1orf105,592.0651863,17844
LPA,1916.435911,67490
FAAH,3223.020418,97762
PHGDH,4373.347279,142126
VIPR1,1995.014002,64968
BPI,5278.710516,161152
SYP,1361.605935,46628
CCNH,1657.841226,53822
C14orf132,2991.421784,118166
OPRL1,1515.56414,47102
ZNF35,1578.342552,48138
CNN3,3732.065244,121162
CDO1,2442.282041,83334
PRTN3,3136.357408,86866
RNF19B,3086.181104,91908
PROCR,975.2022374,29330
PPP1R37,207.1723348,6050
MAPK1,4235.65649,134802
KRT33A,2209.5663,63042
EMR1,1473.91364,46438
DHX9,962.0666002,29012
SLC18A3,1616.702022,47814
MYOD1,1440.65801,38170
UBA1,4775.213861,127272
PPIF,4030.800828,115924
ACTN2,2729.050177,88306
CBR4,2137.975428,77650
NCDN,692.6664083,19786
FUCA1,1695.406844,53104
NPHP1,1471.336474,47474
TUSC3,4960.120864,186238
CTRC,2627.445367,79768
OAZ2,2548.996784,76726
SYDE1,3124.276242,88352
ZMYM3,597.1675181,20600
DDC,2896.375865,85578
PEX6,1032.086183,30050
C3AR1,1369.402196,43308
APC,15503.00638,614906
ALDOB,1923.581213,68468
NPY2R,4722.662101,165642
SDF2,654.2045053,16846
GTF3C1,4086.57,108292
SULF1,411.9115088,12488
TFR2,1731.336143,63222
TWF2,746.8712575,23140
ATF3,1579.539505,52368
MAN2A1,4045.900474,131672
GLDC,2419.366982,74060
IBSP,4402.884565,135270
MICU1,1914.796149,65172
MMP24,1205.999949,36298
CACNA2D2,3930.460621,107840
NDUFS4,3371.185843,105924
MAPKBP1,2523.219376,110104
ORC3,1114.847747,36686
PTPRE,2169.872064,69580
ODF1,5303.498513,184186
PPOX,1473.374765,51792
SLC11A1,634.9034726,22570
GPR143,1823.109129,55788
ACADS,4699.831918,170300
PMP22,6875.575303,243030
GUCY2D,1195.197541,34624
SLC35D1,1149.723382,41854
PDLIM1,2831.930114,86482
RGS19,1450.964133,48400
REM1,6575.21,191478
CHMP2A,6579.07,205124
ATP6V1G2,1282.99123,38810
FAM105A,1205.007887,40474
TEP1,639.0249333,16332
MAP3K10,4207.046067,127478
MCM3AP,1762.964872,54136
PSMD8,3415.247591,95868
IARS,2888.456961,89586
EDC4,2613.872461,67282
ST8SIA5,1723.425019,50722
PPFIA2,7021.864032,250958
C5,4683.445341,154896
ACP5,2462.46,75064
PET112,14222.30314,451896
TUBB2B,846.8619752,20260
P2RX1,1568.862793,41950
NT5C2,7542.90138,276778
TFRC,3365.302255,102586
PRR4,2010.053618,58470
TM4SF5,5822.124611,183032
DHRS1,978.4913183,28592
SDHA,1430.050136,37724
KRT83,738.8543581,20664
PSMF1,1883.151453,57944
HOXC4,2142.98,63354
ZYX,1844.979086,55668
MGAT3,3240.185163,89480
KRT31,3371.991442,100026
ITGB6,3312.832529,114812
LAPTM5,6593.847063,201788
RNASE3,3981.498661,125180
C2CD2L,1313.336945,44000
EXT2,1787.500715,54456
TARDBP,1171.179419,34046
SLC24A1,98.29939672,3586
GLRB,2928.987572,102644
DNAJB9,3594.505809,120812
TAP2,770.637077,24794
IFITM3,855.8795967,24310
TRAK2,3072.6,101712
PTPRG,3905.49786,152210
LBX1,5541.24,164382
APOM,1301.758175,46790
MXRA8,756.0403782,20442
LHFPL2,2483.26022,97958
PEA15,1189.882883,35504
DDO,787.5911875,24276
ATP6V1C1,1287.477857,45626
ATP2A2,3734.033548,125280
DDX51,1271.203793,36304
MYH7,3080.356357,88564
RHAG,2166.309443,64634
GALE,1970.145492,52994
ADRB3,745.7808469,22992
ADAMTSL2,4113.176029,123714
HIST1H2AG,45.2734333,1350
FLII,1902.49,53972
PRLR,1843.487878,65708
CH25H,1342.177505,44660
GPR176,225.7529632,6144
ELAVL4,2901.825983,100242
EPX,2572.474765,73122
CD40LG,1914.51039,63014
GRK6,1617.268649,53972
MYO1A,1713.601411,44614
ALDH3B2,1824.539141,53248
ZFP36L1,7397.537236,253236
PDE4D,7989.166399,272106
NSDHL,875.7080384,23500
GH1,1329.30755,39362
CDIPT,4198.696248,103776
ATP1B1,2447.99356,83794
DAPK2,2299.657745,74612
OR7A5,980.4369288,31252
ARF3,1116.289843,36288
CDA,6953.928315,192092
CYP11A1,2348.679758,75840
ZNF384,752.519177,28620
LECT1,2739.55326,94304
SORD,1960.55578,59808
AGAP2,1314.323775,46508
MTHFS,6423.287732,224696
STAR,4567.105527,149812
SULT1A1,2066.249132,60254
E2F2,4667.441011,146274
SLC8A1,7313.374316,248864
SYT1,10135.29469,340028
SEC31A,4721.981202,166142
TBCD,2206.911787,87958
CA2,2669.52084,94562
KIF5A,923.3005159,34972
SCG5,3389.943211,110020
SUPT6H,2135.667909,68642
KATNA1,642.570036,21824
GPR15,930.2036758,29148
C6,4807.543121,167654
MCC,2758.836392,88864
TMEM187,886.4340442,18946
SLIT1,1952.978131,67042
MDFI,2277.133656,68994
ANXA10,4046.428132,140410
GPM6A,9581.35,322374
EDN2,5821.98058,158218
NELL1,7600.586338,261150
APOF,1088.037769,35754
TYROBP,4865.756015,172928
PPIA,618.6662727,18408
SSX5,295.0275379,8568
ALPK3,1205.311989,34866
TENM1,2087.704534,74082
YAP1,2324.520499,73894
ARMC6,1385.677131,37960
HINT1,3253.04,104990
YWHAQ,3208.21,98878
RAB3B,4731.038041,161216
CHRNB2,3127.359969,100974
YWHAE,2992.51,91898
KRIT1,271.3913015,7424
KRT32,2149.713274,62352
URM1,991.7986358,28560
NKX2-8,1346.843932,46956
KRT15,3417.485569,113834
BRS3,4992.68,171598
GABRD,1703.708199,55420
CYBB,1668.636101,58946
RALGDS,1327.336515,37534
PRKACB,3456.818801,116746
COL4A4,422.5219215,13302
ALG13,2315.884498,83064
CTSG,2737.363282,82418
FCER1A,2043.157124,66976
TK2,874.5144095,28954
NKG7,3542.895488,105168
NEDD8,4156.003337,111214
DGAT1,2871.489898,74546
CDC42,1277.335256,39558
MVP,2294.226531,61012
USP15,4914.302015,164068
PTGER1,820.1241276,25056
SPAG7,1318.35935,34574
SLC22A24,2929.835466,89512
GRB2,9110.726856,346368
TRIM58,817.2375332,25414
GCG,2561.219427,78534
ARSA,3456.907575,94012
PPM1H,129.7814136,3900
NOL4,3337.154663,125794
HPGD,3129.66257,93990
SDC4,2054.947766,56896
PTH1R,3574.531367,111124
RAC1,914.0876784,26854
MAP3K11,4731.47357,148138
SRGN,1918.153541,58382
C1orf95,296.7841722,8538
MAST2,1035.851689,41220
UBE2E1,2446.69,79784
SYT5,928.1938435,33122
ALDH6A1,990.650987,27512
ATP5L,1243.134449,38354
HAX1,3725.745485,117726
PNPLA6,2345.404535,80280
BRD3,787.4686753,28590
FGF8,2166.989751,75580
DNAH7,1702.13826,58060
PMAIP1,900.3358348,29690
HMOX1,1784.196616,51848
RSAD2,489.682248,13884
ZZEF1,2072.510456,76348
APAF1,3805.791592,119026
STK3,2467.499289,78918
SLC4A4,6546.274963,261162
MLLT11,954.9978438,31708
ATP6V1B2,1836.306194,61478
AKR7A3,1408.489695,37128
CRTAP,3703.631847,123702
TNNC2,1300.887484,35152
PARVB,1659.167244,51210
CYHR1,489.9742788,17358
GEM,1124.063302,33362
IGBP1,2010.981268,58748
SERPINB7,1328.851901,47124
APBA1,3851.270875,120052
CCDC86,3090.273805,104362
CRP,3059.811044,105986
ATXN7L1,4261.74138,144334
KRT1,3003.2471,94896
CCNA1,2800.106747,98754
IL7,3762.66653,132944
MC2R,1794.514334,63474
NOL3,1563.359203,44482
UNC119,1317.431509,31214
PLAUR,1963.591099,58966
SNX3,2135.267383,65196
GPX1,2917.767154,84416
ZFR2,113.4784237,4008
DOPEY2,1132.838928,38798
PDE3B,676.3323895,20632
F2,1019.99087,38602
AMPD3,949.0704312,28076
MMP3,2805.11447,94742
ANXA3,14525.86242,474966
PGD,10889.08291,347016
ELAVL2,3757.01565,124872
CDSN,1009.76458,23852
GPRC5A,3247.825922,100536
PCCA,3997.070198,130002
CNP,1077.807414,30008
PSMC3,3330.418846,109010
CD69,1847.013319,48014
CFI,2341.354677,75022
RAB6B,2438.425225,91272
DEGS1,1988.122506,62604
FMO2,3119.266523,92970
ABCC8,2573.73,97130
BBC3,538.69912,13860
HOXB2,1302.571439,31238
CDK9,3538.6,99952
UQCR11,3033.53,88714
VDR,1807.23404,59254
PPM1D,355.851165,10134
CDH17,5286.50873,172372
MCF2L2,1407.654092,56430
TMED9,1552.201531,46596
CHRNA2,5161.667618,161344
SEPT2,346.2174884,10236
TIMP4,8263.43,251290
ZNF536,6201.151097,225294
UTY,213.4799656,5748
ALDH1A1,1525.51004,52396
CTSH,4500.158457,155550
CYP2C19,1913.307066,62618
LGALS3BP,950.8880508,25432
CYP4F2,2673.786875,93088
MAP3K7,7798.105517,267486
HLX,2638.430199,77592
CAMKK2,3459.977395,98512
HGFAC,1336.227725,45230
CHI3L2,961.1627442,28596
NBEAL2,670.3049516,22296
T,3857.492521,110376
KIAA0513,4284.139884,137028
ITGA2B,1669.562049,58334
TMEM159,752.1931047,18998
FTO,832.5182803,20436
KCNS3,5003.2,162962
LILRB4,5107.632162,141066
B3GALT4,1021.977295,23772
TCF15,1205.131163,36070
CAPN3,3990.477,109214
PIEZO1,1023.062499,24764
GRM2,4015.011315,136242
HERPUD1,2698.846458,74150
RBP4,2500.619863,87914
COL18A1,5189.671104,232214
PRPF18,1791.37299,59772
SERPINI1,1647.100108,54040
LTA,3459.944875,103100
CBR1,3382.798609,115362
TRHR,3067.36,107104
COX7A1,3330.630909,96554
SRI,2416.705364,76990
MCF2L,1140.711155,42716
TRIP10,2400.081093,66190
MPP2,1840.165544,61504
HCRTR1,1871.707941,60822
TRIM26,2827.231492,78238
TESK2,1753.733758,61548
IDS,4386.882492,151272
CLIC5,3130.401536,96306
BCHE,4906.846439,174258
XPO7,2539.508488,79402
ALDH7A1,2612.566333,91104
DOK2,7576.297398,229826
PTS,2864.849624,86768
CST3,3180.999465,83290
LRIT1,1543.703201,48518
CYLD,311.0041471,9408
BTBD2,2387.681725,74996
BCKDHB,3553.356068,127256
ZNF507,4095.26,136800
APLP1,4485.974118,136854
BSG,2552.186636,76314
MZF1,1835.262692,79756
IKBKG,2720.773599,66654
ACADL,1797.088426,63990
CCS,6617.39,207556
HMGCR,2333.112661,74636
SPRED2,1608.93656,62008
MDH2,1277.595407,48844
SV2A,2088.008417,71836
SPINK4,3074.605658,93206
NACAD,1376.195119,40240
SLC12A5,547.7053775,20190
GYPC,12454.80002,373788
MBP,7264.483549,228510
SKI,4297.715346,140694
AQP3,764.4671833,18680
TP53TG5,2392.313622,65546
MICAL2,4127.975059,143202
HLF,4530.249363,168978
NLGN1,5527.225167,212262
PMCH,390.6745764,13526
MST1R,2854.262515,76232
KRT13,947.8073511,32660
ACO1,6195.477194,198396
SLC22A6,2801.418426,85942
KIAA0125,207.1267203,5390
TNNC1,1769.666031,50262
OSMR,1424.482899,47760
LGALS9,822.8103529,19946
CAPN1,4263.131747,128206
TSN,3483.41844,112180
PLA2G5,2421.93772,84738
ACSM2A,537.1367556,21106
DAAM2,2322.483345,69720
UFD1L,797.8767127,22342
MASP1,3137.483238,115636
RPL12,1252.643457,31306
BAG6,2873.861014,100178
CACNA1B,3764.481724,111480
LHX1,6478.858088,213734
ERAL1,1104.509945,33450
RFX3,3406.634379,111700
C22orf31,9302.110564,272222
HMOX2,1737.612268,52128
HMGB2,2799.559498,80538
TELO2,3257.417768,143386
HIST1H1D,567.7973422,21124
KANK3,571.2283812,15554
KCND3,4408.889096,168328
GLI1,619.1042874,17160
FOXO1,3164.736652,95246
GIMAP5,1057.645882,33416
MMP7,1959.001897,58654
GRM3,1861.271725,59400
PSTPIP1,4994.321221,166830
AHR,7366.297424,253298
F5,2744.046084,99766
CYP3A4,964.6267649,41214
GTPBP10,345.1975039,11964
DPYSL3,2102.82,71492
MGAT5,9728.73147,364418
PI3,1430.489283,47870
KCNJ4,1330.873513,44912
TIE1,1473.463318,46922
CDX2,1151.79002,33798
GRB7,4201.265311,134098
FMO4,7490.299081,256386
DDX6,3547.637266,122194
GNAI3,1097.085555,40432
OXCT1,763.7425657,25980
COL6A3,2144.560456,67366
MBD3,930.781179,27208
TP53I3,991.2977496,29188
ZNF423,2980.029188,91828
IAH1,438.8197115,12608
CGA,2707.624267,85672
DAAM1,6322.863609,225400
AXL,2345.8,79460
TSC22D4,1375.363737,40102
TARBP2,3426.324129,132062
ZNF593,1196.298457,39364
SLC2A1,9727.245404,314084
USH1C,2948.707932,95380
DNPEP,1968.332249,58734
IRF6,2515.97251,79902
RASSF1,1161.342521,33616
FAM127A,3430.835867,110500
SPOCK3,6214.683369,244032
LCN2,1228.496779,30098
MIOS,118.6719337,2754
KIAA0907,678.5006554,21348
GRHPR,5025.067166,163860
CEBPA,7423.299402,241240
ASIC1,1896.841171,71810
ATG9A,4793.804794,136412
IFI30,1910.158108,59336
UBE2I,1836.078719,60902
GDPD5,2006.248224,51324
ERN1,2341.293431,59668
MPL,1747.932633,54012
RHBDD3,1249.808611,38592
CRYBB1,1287.514787,39118
DNAJC6,3311.637563,121630
DGCR14,1441.238636,36638
TSC2,5137.126252,211476
AJAP1,332.5023965,9780
PLN,608.9439836,19892
FAM189A1,200.4396436,6172
CLDN18,742.2745908,25766
PEBP1,1268.15329,33462
TMEM186,985.6219561,25370
DRG1,1153.582179,31236
PPT1,1299.757538,46320
RPE65,3208.731312,100780
PVRL3,5939.401946,223016
CKMT2,2717.393923,81874
TRIM24,2859.328669,106118
IL1B,1571.347555,43726
SERPINB2,1459.366796,46424
DIO2,2118.585486,71500
CALB2,4067.595109,130602
CPVL,5821.436755,207280
MYOM1,7355.440549,234172
TRIM9,2571.42068,81098
SLC9A6,2770.66722,93670
ADRBK1,4427.06207,124854
HAP1,2432.476996,72724
TET3,348.7784529,9524
PCDH8,1620.479959,68302
KCNMB1,751.3129505,18818
SEMA3C,3148.58638,114884
UBXN2B,91.97719722,3060
GRAP2,728.5361869,21902
CTSW,1604.759666,45348
EGFR,10624.1974,334906
SARS,3651.89,119988
HEXA,5640.52999,190464
FABP3,1276.303526,35952
ADAM17,709.4741878,25648
CYLC2,12943.6114,396754
SRPK3,649.4815603,15920
IL13RA1,1089.326192,34252
CCDC69,402.1693473,11176
CRCP,304.859487,10132
CARTPT,4092.963931,144876
TCEAL1,775.1876229,19438
ZBTB7B,1246.561375,31586
GRM7,5757.891005,211060
ATF5,735.2312538,20032
TAF1C,285.5703437,7532
BRD4,1057.155811,30402
MAG,4813.182723,150532
HIST1H4I,662.0466853,17610
CTSS,1932.344132,64776
NPAS1,2551.347804,77270
GAL3ST1,1500.378211,35942
CPSF1,333.8485919,10846
DDN,2951.380212,83168
SSTR5,2212.459617,59588
ZNF75D,1469.194303,43836
MAN2C1,1977.92,64480
ISCU,2413.227203,78762
KCNJ10,4673.75017,144276
TMEM257,1146.996262,34470
KDM4B,1058.465371,28666
FGF4,2806.277742,90628
ABCG2,5208.87963,157400
SLC25A12,1079.389011,32026
MFSD10,2357.445327,63714
EIF3H,2033.250111,62392
PLCL2,5027.246002,181228
CD84,413.1089104,12442
SOX21,2157.488477,71308
LMNA,2009.422544,62382
PSMA4,3532.14818,112194
HSPA4L,2859.038979,89026
ABCA4,2244.435499,72788
CLCN7,2304.784481,67534
CX3CR1,645.634652,21370
INPP4A,1640.426009,61156
KIT,4314.774654,138864
IFNA21,894.2929054,27572
NDUFS3,891.0022189,28022
ZNF592,2846.337197,95728
PDLIM3,3453.110618,107970
UBE2N,782.9729406,23128
GOT2,9570.85,318866
PHKG1,396.2061398,12964
PPP3CA,19032.57605,626742
ARID3A,920.0905565,24970
IL1R2,1617.504083,54416
TBC1D2B,2090.195062,69852
TLR2,3449.980976,109364
DAB2,7238.419711,236440
LIPA,3744.232175,125294
UQCRFS1,12250.85055,411606
CALCOCO2,2751.961451,88520
