gene name,Closeness unDir,Eccentricity unDir,Radiality unDir
POLR1C,0.000166389,0.333333333,3.00597213
SOD1,0.000182415,0.333333333,3.181154612
SAP18,0.000171674,0.333333333,3.067352356
TOR1A,0.000170474,0.333333333,3.053749171
BCAS1,0.000172058,0.333333333,3.071665561
IFIT5,0.000169434,0.333333333,3.04180491
IFIT3,0.000172533,0.333333333,3.076974121
SHOX,0.000176118,0.333333333,3.116124751
COPS8,0.000179565,0.333333333,3.152289317
MFN2,0.000172265,0.333333333,3.073988056
YWHAH,0.000179404,0.333333333,3.150630392
EYA1,0.000178891,0.5,3.145321831
ASGR2,0.000176118,0.333333333,3.116124751
PROC,0.000180018,0.333333333,3.156934307
SLC2A2,0.000181752,0.333333333,3.174518912
DOK1,0.000171233,0.333333333,3.062375581
KLKB1,0.000176118,0.333333333,3.116124751
GNMT,0.000172206,0.333333333,3.073324486
SIAH2,0.000174246,0.333333333,3.095885866
ENSA,0.00017094,0.333333333,3.059057731
HTR2C,0.000171999,0.333333333,3.071001991
PON1*KDG*,0.00018205,0.333333333,3.177504977
ARR3,0.000172236,0.333333333,3.073656271
HAAO,0.000179437,0.5,3.150962177
MKL1,0.000168407,0.333333333,3.02986065
RPS6KA5,0.000174611,0.333333333,3.099867286
CYCS,0.000170794,0.333333333,3.057398806
PRKCD,0.00017507,0.333333333,3.104844061
PKN1,0.000170097,0.333333333,3.049435965
CBS,0.000177715,0.333333333,3.133045786
ENTPD2,0.000168833,0.333333333,3.034837425
NDP,0.000172147,0.333333333,3.072660916
AKR1C4,0.00017819,0.333333333,3.138022561
RGN,0.000172951,0.333333333,3.081619111
AASS,0.000175778,0.333333333,3.112475116
ALDH2,0.00017696,0.333333333,3.125082946
MYO1B,0.00017584,0.333333333,3.113138686
SEPT4,0.000173581,0.333333333,3.088586596
PRPS1,0.000170474,0.333333333,3.053749171
C9,0.000176398,0.333333333,3.119110816
OGT,0.00016975,0.333333333,3.045454545
DRP2,0.000175346,0.333333333,3.107830126
NFIX,0.000175469,0.333333333,3.109157266
CHI3L1,0.000171468,0.333333333,3.065029861
RGS2,0.000174764,0.5,3.101526211
PDK2,0.000170823,0.333333333,3.057730591
ATP6V0D1,0.000174368,0.333333333,3.097213006
PTN,0.000176025,0.333333333,3.115129396
APP,0.000193498,0.5,3.285335103
NGFR,0.000177651,0.5,3.132382216
CSNK1A1,0.00017449,0.5,3.098540146
EFNB3,0.000171145,0.333333333,3.061380226
VDAC2,0.00017191,0.333333333,3.070006636
DVL1,0.000171233,0.333333333,3.062375581
AKT2,0.000172444,0.333333333,3.075978766
PRKACA,0.000170853,0.333333333,3.058062376
PITX3,0.000170097,0.333333333,3.049435965
BAG1,0.000173822,0.333333333,3.091240876
SCP2,0.000182249,0.333333333,3.179495687
ARPC5,0.000178603,0.333333333,3.142335766
ARL6IP5,0.000170126,0.333333333,3.04976775
HMMR,0.000168152,0.333333333,3.026874585
UBE2D2,0.000169664,0.333333333,3.04445919
MAN2B2,0.000174642,0.333333333,3.100199071
MAPT*KDG*,0.000181324,0.5,3.170205707
SHH,0.000174307,0.333333333,3.096549436
BCL2L2,0.000167898,0.333333333,3.02388852
F10,0.000175162,0.333333333,3.105839416
CAPG,0.00017319,0.333333333,3.084273391
EIF4EBP1,0.000171497,0.333333333,3.065361646
GSTZ1,0.00017507,0.333333333,3.104844061
VIM,0.000178126,0.333333333,3.137358991
ITIH2,0.000180278,0.333333333,3.159588587
UBE2L6,0.000169837,0.333333333,3.0464499
CAPZB,0.000171321,0.333333333,3.063370936
HSPA8,0.000174459,0.333333333,3.098208361
AMPH,0.000179404,0.333333333,3.150630392
PIGR,0.000176803,0.333333333,3.123424021
CBL,0.000179404,0.333333333,3.150630392
ALK,0.000175562,0.333333333,3.110152621
COL11A2,0.000171497,0.333333333,3.065361646
CYP2A6,0.000175377,0.333333333,3.108161911
EPB42,0.000174703,0.333333333,3.100862641
XCL1,0.000171703,0.333333333,3.067684141
ACO2,0.000174004,0.333333333,3.093231586
DNM1L,0.000174307,0.333333333,3.096549436
CPT1A,0.00017135,0.333333333,3.063702721
APOC4-APOC2,0.000171204,0.333333333,3.062043796
EPHX1,0.000173671,0.333333333,3.089581951
ZER1,0.00017191,0.333333333,3.070006636
FLG,0.00016952,0.333333333,3.042800265
FXYD1,0.000171321,0.333333333,3.063370936
JUNB,0.000168691,0.333333333,3.0331785
ENTPD3,0.000172801,0.333333333,3.079960186
CSTB,0.000170474,0.333333333,3.053749171
ITCH,0.000173974,0.333333333,3.092899801
ECE1,0.000177336,0.333333333,3.129064366
MARK2,0.00017188,0.333333333,3.069674851
CST7,0.000174581,0.333333333,3.099535501
PITPNM1,0.00017298,0.333333333,3.081950896
GRIN2B,0.000181984,0.333333333,3.176841407
GYS1,0.000175223,0.333333333,3.106502986
BCR,0.000175131,0.333333333,3.105507631
PPP2R4,0.000173641,0.333333333,3.089250166
PLK2,0.000168776,0.333333333,3.034173855
GAPDH,0.000179598,0.333333333,3.152621102
SERPINA5,0.000174125,0.333333333,3.094558726
PSMD1,0.000173974,0.333333333,3.092899801
ALAD,0.000177022,0.5,3.125746516
DPP4,0.000175223,0.333333333,3.106502986
BAG2,0.000171468,0.333333333,3.065029861
LYZ,0.00017298,0.333333333,3.081950896
ME3,0.000180148,0.333333333,3.158261447
ACADVL,0.000174338,0.333333333,3.096881221
EPN2,0.000168209,0.333333333,3.027538155
ITIH1,0.000178158,0.333333333,3.137690776
F7,0.000176025,0.333333333,3.115129396
CTNNA2,0.000187371,0.5,3.229263437
FDPS,0.000170619,0.333333333,3.055408096
RNF10,0.00017322,0.333333333,3.084605176
DRD3,0.00017191,0.333333333,3.070006636
F13B,0.000175932,0.333333333,3.114134041
SCN1B,0.000173551,0.333333333,3.088254811
NR1H3,0.000171792,0.333333333,3.068679496
DBH,0.000175685,0.333333333,3.111479761
TCIRG1,0.00017188,0.333333333,3.069674851
CAT,0.00017854,0.333333333,3.141672196
USO1,0.00016852,0.333333333,3.03118779
HNMT,0.000176274,0.333333333,3.117783676
DPYSL2,0.000178731,0.333333333,3.143662906
DOK5,0.000174338,0.333333333,3.096881221
NDRG2,0.000169291,0.333333333,3.040145985
HOMER1,0.000172951,0.333333333,3.081619111
ACTR1B,0.000171057,0.333333333,3.060384871
ABCC9,0.00016952,0.333333333,3.042800265
TPM2,0.000172354,0.333333333,3.074983411
C8B,0.000174886,0.333333333,3.102853351
MID1,0.000172028,0.333333333,3.071333776
HSD17B6,0.000176243,0.333333333,3.117451891
CYP7A1,0.000178795,0.333333333,3.144326476
ARVCF,0.000172592,0.333333333,3.077637691
DUSP3,0.000181357,0.5,3.170537492
SPTB,0.000172444,0.333333333,3.075978766
GPD1,0.00017191,0.333333333,3.070006636
ALAS2,0.0001731,0.333333333,3.083278036
MAST1,0.00017298,0.333333333,3.081950896
NCAM1,0.000168947,0.333333333,3.036164565
APOC2,0.000173853,0.333333333,3.091572661
SMPDL3A,0.000170503,0.333333333,3.054080956
MYO1C,0.000169722,0.333333333,3.04512276
GGCX,0.000175009,0.333333333,3.104180491
ARHGEF7,0.000172473,0.333333333,3.076310551
HAGH,0.000177936,0.333333333,3.135368281
C6orf10,0.000167729,0.333333333,3.02189781
ARSE,0.000172473,0.333333333,3.076310551
OPCML,0.000184706,0.5,3.203715992
EBP,0.000175685,0.333333333,3.111479761
ASGR1,0.000178412,0.333333333,3.140345056
TSHB,0.000174551,0.333333333,3.099203716
SLC22A18,0.000172265,0.333333333,3.073988056
FKBP8,0.000174125,0.333333333,3.094558726
MSMO1,0.000172087,0.333333333,3.071997346
TOMM70A,0.000174064,0.333333333,3.093895156
THY1,0.000172861,0.333333333,3.080623756
CTSA,0.000175346,0.333333333,3.107830126
AKR1D1,0.000175131,0.333333333,3.105507631
RNF5,0.000170678,0.333333333,3.056071666
INPP5A,0.000168152,0.333333333,3.026874585
MDH1,0.000174398,0.333333333,3.097544791
S100A1,0.000170736,0.333333333,3.056735236
HADHB,0.000177085,0.333333333,3.126410086
CPB2,0.000181061,0.333333333,3.167551427
TRADD,0.000168919,0.333333333,3.03583278
SLC6A8,0.00016852,0.333333333,3.03118779
AKT1,0.000174246,0.333333333,3.095885866
TPP1,0.000172206,0.333333333,3.073324486
PSMD4,0.000171556,0.333333333,3.066025216
HBZ,0.000170853,0.333333333,3.058062376
SLC25A1,0.000174611,0.333333333,3.099867286
CPOX,0.000175809,0.5,3.112806901
PSMC6,0.000174703,0.333333333,3.100862641
HAO1,0.000180343,0.333333333,3.160252157
PDE10A,0.000174368,0.333333333,3.097213006
OXT,0.000172295,0.333333333,3.074319841
SULT2A1,0.000171969,0.333333333,3.070670206
APOBEC2,0.000174064,0.333333333,3.093895156
GAK*KDG*,0.000174064,0.333333333,3.093895156
COCH,0.000171733,0.333333333,3.068015926
AMBP,0.000177904,0.333333333,3.135036496
GCDH,0.000173521,0.333333333,3.087923026
SH3GL1,0.000171116,0.333333333,3.061048441
AMH,0.000169981,0.333333333,3.048108825
DLG2,0.000191461,0.333333333,3.267086928
SGCE,0.000172771,0.333333333,3.079628401
SLC22A4,0.000174948,0.333333333,3.103516921
PPP2R2A,0.00017313,0.333333333,3.083609821
ASL,0.000175131,0.333333333,3.105507631
FPR2,0.00017452,0.333333333,3.098871931
PTGIR,0.000170213,0.333333333,3.050763106
HBB,0.000175932,0.333333333,3.114134041
OAZ1,0.000174703,0.333333333,3.100862641
ACP2,0.000171292,0.333333333,3.063039151
GSTA2,0.000168407,0.333333333,3.02986065
CCT2,0.000177085,0.333333333,3.126410086
FPR1,0.000176647,0.333333333,3.121765096
ARG1,0.00017963,0.5,3.152952887
LRP1,0.000170619,0.333333333,3.055408096
SDHC,0.000170358,0.333333333,3.052422031
DPYS,0.000174948,0.333333333,3.103516921
NR3C1,0.000175531,0.333333333,3.109820836
SLC6A4,0.000171527,0.333333333,3.065693431
RAB5B,0.000172771,0.333333333,3.079628401
EHHADH,0.000184502,0.333333333,3.201725282
CYP2A13,0.000171821,0.333333333,3.069011281
CALM3,0.000170619,0.333333333,3.055408096
RASSF7,0.000173491,0.333333333,3.087591241
MAP2K7,0.00016889,0.333333333,3.035500995
SIRPB1,0.000169549,0.333333333,3.04313205
PRPH,0.000175871,0.333333333,3.113470471
MKRN1,0.000170561,0.333333333,3.054744526
RGS9,0.000170358,0.333333333,3.052422031
PTK2B,0.000176491,0.333333333,3.120106171
ALDH3A2,0.00017584,0.333333333,3.113138686
ANO3,0.000181159,0.5,3.168546782
DUSP6,0.000173611,0.333333333,3.088918381
RAPSN,0.000170794,0.333333333,3.057398806
ECHS1,0.000175963,0.333333333,3.114465826
AR,0.000175377,0.333333333,3.108161911
CTSD,0.000175654,0.333333333,3.111147976
SPEF1,0.000177936,0.333333333,3.135368281
CYP2E1,0.000175747,0.333333333,3.112143331
CALM1,0.000173913,0.333333333,3.092236231
RXRA,0.000170039,0.333333333,3.048772395
RPS6KB1,0.00017313,0.333333333,3.083609821
ATP7B,0.000174216,0.333333333,3.095554081
DNASE1L2,0.000170358,0.333333333,3.052422031
MSN,0.000172117,0.333333333,3.072329131
ABCC6,0.00017337,0.333333333,3.086264101
ZNHIT1,0.000174825,0.333333333,3.102189781
CD81,0.00017304,0.333333333,3.082614466
UQCRC1,0.000176336,0.333333333,3.118447246
F9,0.000182548,0.333333333,3.182481752
WNT4,0.000176118,0.333333333,3.116124751
PLCB2,0.000174672,0.333333333,3.100530856
PKLR,0.000173974,0.333333333,3.092899801
PPP3CB,0.0001731,0.333333333,3.083278036
CEACAM8,0.000172503,0.333333333,3.076642336
GMDS,0.000179727,0.333333333,3.153948242
COX7A2L,0.000170387,0.333333333,3.052753816
CDH16,0.000170503,0.333333333,3.054080956
S100A2,0.000169722,0.333333333,3.04512276
APOH,0.000178253,0.333333333,3.138686131
IDH2,0.000173551,0.333333333,3.088254811
ACADSB,0.000177809,0.333333333,3.134041141
CLTC,0.000176554,0.333333333,3.120769741
DBN1,0.000168011,0.333333333,3.02521566
PLA2G7,0.000172206,0.333333333,3.073324486
SMCP,0.000169895,0.333333333,3.04711347
MGRN1,0.00017343,0.333333333,3.086927671
GNA15,0.000170882,0.333333333,3.058394161
PAFAH1B2,0.000174307,0.333333333,3.096549436
FMO5,0.000177336,0.333333333,3.129064366
ESRRG,0.000182515,0.333333333,3.182149967
BCAT2,0.000170999,0.333333333,3.059721301
MYOZ3,0.000169405,0.333333333,3.041473125
APOA1,0.000173521,0.333333333,3.087923026
TP53I11,0.00018031,0.333333333,3.159920372
GJB1,0.000178253,0.333333333,3.138686131
TUBB,0.000171468,0.333333333,3.065029861
MYO5A,0.000173943,0.333333333,3.092568016
PPP5C,0.000173702,0.333333333,3.089913736
PON2,0.000175593,0.333333333,3.110484406
MAPRE3,0.000172384,0.333333333,3.075315196
ILVBL,0.000167392,0.333333333,3.01791639
ACAA1,0.000172861,0.333333333,3.080623756
APCS,0.00018005,0.333333333,3.157266092
SCFD1,0.000179147,0.333333333,3.147976111
CYP27A1,0.000174307,0.333333333,3.096549436
STK25,0.000176991,0.333333333,3.125414731
SERPINA7,0.000174307,0.333333333,3.096549436
ALPL,0.00017671,0.333333333,3.122428666
FOXI1,0.000172265,0.333333333,3.073988056
FECH,0.000174095,0.333333333,3.094226941
GML,0.000169578,0.333333333,3.043463835
SERPINC1,0.000179565,0.333333333,3.152289317
ANK2,0.00018162,0.333333333,3.173191772
SPR,0.00018031,0.5,3.159920372
HADH,0.000177746,0.333333333,3.133377571
TXNRD2,0.000173551,0.333333333,3.088254811
PRB4,0.000171585,0.333333333,3.066357001
PSME2,0.00016889,0.333333333,3.035500995
C10orf10,0.000168634,0.333333333,3.03251493
TSPYL2,0.000170358,0.333333333,3.052422031
PSMC2,0.000172058,0.333333333,3.071665561
SLC18A2,0.000170678,0.333333333,3.056071666
FYN,0.000180018,0.333333333,3.156934307
C8A,0.000187688,0.333333333,3.232249502
PSMD2,0.00017584,0.333333333,3.113138686
MFN1,0.000170474,0.333333333,3.053749171
ARIH1,0.000175131,0.333333333,3.105507631
CPQ,0.00017337,0.333333333,3.086264101
GNAZ,0.000174125,0.333333333,3.094558726
NFE2,0.000175439,0.333333333,3.108825481
EXT1,0.000181324,0.333333333,3.170205707
DNAJB2,0.000172741,0.333333333,3.079296616
PDYN,0.000171527,0.333333333,3.065693431
CDC42EP2,0.000169463,0.333333333,3.042136695
RDH16,0.000174764,0.333333333,3.101526211
HYAL3,0.000170853,0.333333333,3.058062376
PLEKHA6,0.000174672,0.333333333,3.100530856
LDLR,0.000170678,0.333333333,3.056071666
CYP51A1,0.000179115,0.333333333,3.147644326
HSPB1,0.000171969,0.333333333,3.070670206
DPYD,0.000180897,0.333333333,3.165892502
BLOC1S1,0.00017298,0.333333333,3.081950896
ARRB2,0.000175009,0.333333333,3.104180491
GAD2,0.000172622,0.333333333,3.077969476
MAT1A,0.000176835,0.333333333,3.123755806
SERPINA3,0.000176274,0.333333333,3.117783676
NTN3,0.000174095,0.333333333,3.094226941
MPRIP,0.000177746,0.333333333,3.133377571
PRDX3,0.00017343,0.333333333,3.086927671
PDCD4,0.000177274,0.333333333,3.128400796
PENK,0.000177778,0.333333333,3.133709356
BPHL,0.00017331,0.333333333,3.085600531
LRBA,0.00018352,0.333333333,3.192103517
ALOX5AP,0.00018205,0.5,3.177504977
HSD3B1,0.00017334,0.333333333,3.085932316
RPS8,0.000169549,0.333333333,3.04313205
NDUFS5,0.000167112,0.333333333,3.01459854
PLD2,0.000177778,0.5,3.133709356
COG7,0.000167785,0.333333333,3.02256138
GPAA1,0.000168294,0.333333333,3.02853351
CEP164,0.00017322,0.333333333,3.084605176
MAP2,0.000174125,0.5,3.094558726
YWHAB,0.000176336,0.5,3.118447246
AGPAT2,0.000175101,0.333333333,3.105175846
IFIT1,0.000170678,0.333333333,3.056071666
KCNAB2,0.00017449,0.333333333,3.098540146
MAPK8IP1,0.000172028,0.333333333,3.071333776
SMG5,0.000168776,0.333333333,3.034173855
RGP1,0.000170736,0.333333333,3.056735236
FTL,0.000180766,0.5,3.164565362
CYP26A1,0.000176243,0.333333333,3.117451891
SYT2,0.000172921,0.333333333,3.081287326
PLG,0.000179986,0.333333333,3.156602522
COPS7A,0.000171969,0.333333333,3.070670206
ARPC4,0.000169434,0.333333333,3.04180491
NDUFB3,0.000170853,0.333333333,3.058062376
RNF41,0.000169693,0.333333333,3.044790975
SLC38A6,0.000171028,0.333333333,3.060053086
CR1,0.00017337,0.333333333,3.086264101
GPLD1,0.000177399,0.333333333,3.129727936
CREG1,0.00017452,0.333333333,3.098871931
SLC22A1,0.000173491,0.333333333,3.087591241
CFTR,0.000175932,0.333333333,3.114134041
TPM1,0.000183554,0.5,3.192435302
HEBP2,0.000177368,0.333333333,3.129396151
PDE8B,0.000172354,0.333333333,3.074983411
MB,0.000174672,0.333333333,3.100530856
GSK3B,0.000172265,0.333333333,3.073988056
PCBP3,0.000179469,0.5,3.151293962
TPM3,0.000172325,0.333333333,3.074651626
BIN1,0.000174948,0.333333333,3.103516921
NDST1,0.000172147,0.333333333,3.072660916
DKK3,0.00017301,0.333333333,3.082282681
ACHE,0.000169722,0.333333333,3.04512276
PIGQ,0.000171969,0.333333333,3.070670206
MXD1,0.000170648,0.333333333,3.055739881
TOM1,0.00017316,0.333333333,3.083941606
SLC39A8,0.000176149,0.333333333,3.116456536
SH3GL3,0.00017452,0.333333333,3.098871931
IGSF6,0.00016952,0.333333333,3.042800265
SPAG9,0.000176118,0.333333333,3.116124751
PSMD9,0.00017343,0.333333333,3.086927671
GRIK5,0.000170126,0.333333333,3.04976775
ICAM5,0.000171821,0.333333333,3.069011281
CBLN1,0.000180018,0.333333333,3.156934307
ABCB4,0.000174277,0.333333333,3.096217651
ALDH4A1,0.000171703,0.333333333,3.067684141
SERPIND1,0.000173762,0.333333333,3.090577306
FCN2,0.000172771,0.333333333,3.079628401
NAGLU,0.000173702,0.333333333,3.089913736
ST14,0.000169837,0.333333333,3.0464499
TBC1D9,0.000174734,0.333333333,3.101194426
TTR,0.000175377,0.333333333,3.108161911
ACTR2,0.000175193,0.333333333,3.106171201
HYAL1,0.00017191,0.333333333,3.070006636
SARDH,0.000176429,0.333333333,3.119442601
FMO3,0.000174672,0.333333333,3.100530856
NAT2,0.000174186,0.333333333,3.095222296
APBA2,0.000175593,0.333333333,3.110484406
SC5D,0.000181818,0.5,3.175182482
EMID1,0.000171028,0.333333333,3.060053086
RABAC1,0.000172384,0.333333333,3.075315196
SLC25A13,0.000171556,0.333333333,3.066025216
CYP21A2,0.000172265,0.333333333,3.073988056
CD68,0.000171999,0.333333333,3.071001991
FARSA,0.000167392,0.333333333,3.01791639
VCP,0.000179115,0.333333333,3.147644326
ENTPD1,0.000176897,0.333333333,3.124419376
ITGAX,0.000172206,0.333333333,3.073324486
PRKCZ,0.000174368,0.333333333,3.097213006
SLC25A11,0.000176398,0.333333333,3.119110816
INPP5K,0.000168322,0.333333333,3.028865295
PSMD11,0.000171116,0.333333333,3.061048441
AIMP2,0.00017618,0.333333333,3.116788321
MMP8,0.000175685,0.333333333,3.111479761
SMAD9,0.000170911,0.333333333,3.058725946
PTEN,0.000172921,0.333333333,3.081287326
DRD4,0.000172921,0.333333333,3.081287326
LIN7A,0.000173641,0.333333333,3.089250166
ADH6,0.00017325,0.333333333,3.084936961
MPV17,0.000175932,0.333333333,3.114134041
MTNR1B,0.00017316,0.333333333,3.083941606
NDUFA6,0.000169779,0.333333333,3.04578633
F12,0.000174734,0.333333333,3.101194426
SYK,0.000180505,0.5,3.161911082
TRIM29,0.000178221,0.333333333,3.138354346
GNAQ,0.000179533,0.333333333,3.151957532
ADRA1D,0.000179019,0.333333333,3.146648971
WNT2,0.000171174,0.333333333,3.061712011
PROZ,0.000177054,0.333333333,3.126078301
CRYAA,0.000170911,0.333333333,3.058725946
AES,0.000171497,0.333333333,3.065361646
GSTA4,0.000173611,0.333333333,3.088918381
RFPL1,0.000169895,0.333333333,3.04711347
MATN4,0.000171939,0.333333333,3.070338421
GUCY1B3,0.000175193,0.333333333,3.106171201
FOXO4,0.000168435,0.333333333,3.030192435
KMT2B,0.00016909,0.333333333,3.03782349
MVK,0.000175193,0.333333333,3.106171201
SH3GL2,0.000181917,0.5,3.176177837
PLD1,0.000176523,0.333333333,3.120437956
GSAP,0.000165948,0.333333333,3.00066357
RABGAP1L,0.000181258,0.5,3.169542137
INPP5J,0.000168805,0.333333333,3.03450564
AKAP8,0.000169549,0.333333333,3.04313205
HRG,0.00017584,0.333333333,3.113138686
ANXA6,0.000176647,0.5,3.121765096
PCBP4,0.00016852,0.333333333,3.03118779
SIX6,0.000172921,0.333333333,3.081287326
HSPA1B,0.000164663,0.333333333,2.985069675
CLCN1,0.000170242,0.333333333,3.051094891
TCN2,0.000174186,0.333333333,3.095222296
KIFAP3,0.000176991,0.333333333,3.125414731
HRC,0.000171233,0.333333333,3.062375581
INHBC,0.000172117,0.333333333,3.072329131
ETV6,0.00017819,0.333333333,3.138022561
GHR,0.000180897,0.333333333,3.165892502
NME4,0.000169405,0.333333333,3.041473125
SDC2,0.000171821,0.333333333,3.069011281
GNAI2,0.000179791,0.333333333,3.154611812
SLC9A1,0.00017334,0.333333333,3.085932316
SNAP25,0.000180636,0.5,3.163238222
GLS,0.000173913,0.333333333,3.092236231
RAB7L1,0.000169147,0.333333333,3.03848706
ZDHHC3,0.000169005,0.333333333,3.036828135
STX10,0.000171792,0.333333333,3.068679496
SF3B4,0.000173671,0.333333333,3.089581951
SET,0.000180571,0.333333333,3.162574652
XDH,0.000174125,0.333333333,3.094558726
KIF3C,0.000177778,0.333333333,3.133709356
LAIR1,0.000173641,0.333333333,3.089250166
LRP6,0.000170969,0.333333333,3.059389516
KITLG,0.000179404,0.5,3.150630392
ACAT1,0.000176336,0.333333333,3.118447246
TSC22D3,0.000170097,0.333333333,3.049435965
ARL2,0.000172087,0.333333333,3.071997346
PRSS23,0.000169377,0.333333333,3.04114134
ZNF197,0.000172295,0.333333333,3.074319841
SH3YL1,0.000172533,0.333333333,3.076974121
UROS,0.000172473,0.333333333,3.076310551
PLEC,0.000169578,0.333333333,3.043463835
FADD,0.000168294,0.333333333,3.02853351
SLCO2B1,0.000176243,0.333333333,3.117451891
ELOVL5,0.00016952,0.333333333,3.042800265
AP2A2,0.000170503,0.333333333,3.054080956
TKTL1,0.000166417,0.333333333,3.006303915
DEFA4,0.000175439,0.333333333,3.108825481
CYP1A2,0.000174978,0.333333333,3.103848706
FMNL1,0.000174064,0.333333333,3.093895156
VNN2,0.000171792,0.333333333,3.068679496
FES,0.000176803,0.333333333,3.123424021
ITGB2,0.000174064,0.333333333,3.093895156
GABRR1,0.000175778,0.333333333,3.112475116
CRAT,0.000172741,0.333333333,3.079296616
SLC10A2,0.00017449,0.333333333,3.098540146
RHEB,0.000168919,0.333333333,3.03583278
CD74,0.000170882,0.333333333,3.058394161
RLBP1,0.000170969,0.333333333,3.059389516
VPS9D1,0.000171438,0.333333333,3.064698076
CD14,0.000175778,0.333333333,3.112475116
PAK3,0.000171851,0.333333333,3.069343066
UBC,0.000237023,0.5,3.600199071
PDZK1IP1,0.000175716,0.333333333,3.111811546
TCN1,0.00017307,0.333333333,3.082946251
EIF1,0.000168209,0.333333333,3.027538155
ACTG1,0.000170532,0.333333333,3.054412741
EPOR,0.000174429,0.333333333,3.097876576
MAPK8IP3,0.000176523,0.333333333,3.120437956
UQCRQ,0.000172444,0.333333333,3.075978766
AFM,0.00017507,0.333333333,3.104844061
ALB,0.000174429,0.333333333,3.097876576
IGFBP5,0.000175039,0.333333333,3.104512276
VDAC3,0.000173611,0.333333333,3.088918381
BLVRB,0.000181917,0.5,3.176177837
EPHX2,0.0001755,0.333333333,3.109489051
FCGRT,0.000177999,0.333333333,3.136031851
SLC1A3,0.000175778,0.333333333,3.112475116
LYST,0.00017331,0.333333333,3.085600531
IRAK3,0.000171292,0.333333333,3.063039151
CAMK2B,0.000177274,0.5,3.128400796
TAC1,0.000175716,0.333333333,3.111811546
TPMT,0.000175654,0.333333333,3.111147976
TAOK3,0.00017618,0.333333333,3.116788321
PFKM,0.000174459,0.333333333,3.098208361
APOD,0.000169722,0.333333333,3.04512276
AHSG,0.000177148,0.333333333,3.127073656
B3GAT3,0.000168322,0.333333333,3.028865295
GALNT3,0.000171497,0.333333333,3.065361646
CDC42EP3,0.000174642,0.333333333,3.100199071
DDOST,0.000171057,0.333333333,3.060384871
ADAM11,0.000173671,0.333333333,3.089581951
MAN2B1,0.000172444,0.333333333,3.075978766
PCMT1,0.000170155,0.333333333,3.050099536
MPO,0.000177179,0.5,3.127405441
PDE1B,0.000172147,0.333333333,3.072660916
DOK4,0.000168435,0.333333333,3.030192435
C4BPA,0.000176118,0.333333333,3.116124751
ATXN3,0.00016909,0.333333333,3.03782349
GPC5,0.000187196,0.333333333,3.227604512
DVL3,0.000174186,0.333333333,3.095222296
PF4,0.000175439,0.333333333,3.108825481
HPRT1,0.000173551,0.333333333,3.088254811
GCGR,0.000174186,0.333333333,3.095222296
AQP9,0.000177557,0.333333333,3.131386861
GPR31,0.000168124,0.333333333,3.0265428
GSTO1,0.000172771,0.333333333,3.079628401
PLK3,0.000171674,0.333333333,3.067352356
CCR1,0.000171409,0.333333333,3.064366291
PC,0.000174307,0.333333333,3.096549436
CALCA,0.000169405,0.333333333,3.041473125
SNX17,0.000173551,0.333333333,3.088254811
ADH5,0.000174004,0.333333333,3.093231586
TMEM184B,0.000171086,0.333333333,3.060716656
CASP9,0.000171438,0.333333333,3.064698076
MMP9,0.0001734,0.333333333,3.086595886
ACAT2,0.000168577,0.333333333,3.03185136
PDCD2,0.000170213,0.333333333,3.050763106
DMP1,0.000174004,0.333333333,3.093231586
MPP1,0.000171468,0.333333333,3.065029861
MAP2K4,0.000175654,0.333333333,3.111147976
LYN,0.000174795,0.333333333,3.101857996
ATXN2,0.000170474,0.333333333,3.053749171
PICK1,0.000171086,0.333333333,3.060716656
F3,0.000177557,0.333333333,3.131386861
CSNK2A1,0.000178094,0.333333333,3.137027206
AOX1,0.000175131,0.333333333,3.105507631
ZNF23,0.000170039,0.333333333,3.048772395
SQLE,0.000167983,0.333333333,3.024883875
PRPH2,0.000168919,0.333333333,3.03583278
FETUB,0.000175254,0.333333333,3.106834771
METTL7A,0.00016975,0.333333333,3.045454545
HSP90AA1,0.000179565,0.333333333,3.152289317
PSEN2,0.000174672,0.333333333,3.100530856
APLP2,0.000178158,0.5,3.137690776
ATP1A2,0.000178635,0.333333333,3.142667551
ENC1,0.000174155,0.333333333,3.094890511
GPSM3,0.000171821,0.333333333,3.069011281
MBL2,0.000182415,0.333333333,3.181154612
AGTR1,0.000178635,0.333333333,3.142667551
PEX10,0.000170358,0.333333333,3.052422031
CTBS,0.000172147,0.333333333,3.072660916
IL13RA2,0.000171733,0.333333333,3.068015926
COX6A2,0.00017646,0.333333333,3.119774386
ZNF710,0.000172058,0.333333333,3.071665561
IFIH1,0.000169722,0.333333333,3.04512276
PPBP,0.000174246,0.333333333,3.095885866
HBE1,0.000168039,0.333333333,3.025547445
ARPC2,0.000171409,0.333333333,3.064366291
ATP5I,0.000166778,0.333333333,3.01061712
TGFBI,0.000176647,0.333333333,3.121765096
DAO,0.000179953,0.333333333,3.156270737
TNFRSF21,0.000177054,0.333333333,3.126078301
GRK1,0.000165948,0.333333333,3.00066357
HBD,0.000172384,0.333333333,3.075315196
ZFHX3,0.000176991,0.333333333,3.125414731
CEBPE,0.00017334,0.333333333,3.085932316
DSTYK,0.000173491,0.333333333,3.087591241
YWHAZ,0.000178571,0.333333333,3.142003981
GNAL,0.000179083,0.333333333,3.147312541
MGST3,0.000171585,0.333333333,3.066357001
