gene name,Closeness unDir,Eccentricity unDir,Radiality unDir
ARHGAP32,0.000172652,0.333333333,3.078301261
HOXA11,0.000169147,0.333333333,3.03848706
SGCG,0.00017762,0.333333333,3.132050431
CSE1L,0.00017337,0.333333333,3.086264101
OTC,0.000173822,0.333333333,3.091240876
CAPNS1,0.000180963,0.333333333,3.166556072
MAF,0.000183688,0.333333333,3.193762442
PRRG1,0.000171733,0.333333333,3.068015926
ACSL4,0.000177274,0.333333333,3.128400796
DAP,0.000178508,0.333333333,3.141340411
CYP4F12,0.00017328,0.333333333,3.085268746
DEDD,0.000167926,0.333333333,3.024220305
PDGFRA,0.000179051,0.333333333,3.146980756
CYP2J2,0.000173822,0.333333333,3.091240876
PRG2,0.000173822,0.333333333,3.091240876
XYLT1,0.000184196,0.333333333,3.198739217
SLCO1B1,0.000172384,0.333333333,3.075315196
PPP1R12A,0.000174004,0.333333333,3.093231586
EIF3G,0.000171409,0.333333333,3.064366291
GC,0.000182515,0.333333333,3.182149967
RAP1GDS1,0.000179051,0.333333333,3.146980756
HSPA9,0.000174338,0.333333333,3.096881221
SLC6A7,0.000182216,0.333333333,3.179163902
ADH1A,0.000174886,0.333333333,3.102853351
NDUFB6,0.000170387,0.333333333,3.052753816
LST1,0.000175716,0.333333333,3.111811546
RNH1,0.000172503,0.333333333,3.076642336
YIPF3,0.000172921,0.333333333,3.081287326
ACSM3,0.000175346,0.333333333,3.107830126
TIMP2,0.000172058,0.333333333,3.071665561
DYNC1H1,0.000174795,0.333333333,3.101857996
CYBA,0.000171939,0.333333333,3.070338421
PF4V1,0.000174186,0.333333333,3.095222296
PGRMC1,0.00017313,0.333333333,3.083609821
IRX5,0.000171851,0.333333333,3.069343066
CALU,0.000174004,0.333333333,3.093231586
GPR68,0.00017325,0.333333333,3.084936961
TCAP,0.000169722,0.333333333,3.04512276
LIMK1,0.000170184,0.333333333,3.050431321
APC2,0.000172741,0.333333333,3.079296616
PDE4DIP,0.000179179,0.5,3.148307896
MT1H,0.000171527,0.333333333,3.065693431
MAGI1,0.000183385,0.5,3.190776377
RNASE2,0.000173883,0.333333333,3.091904446
PHEX,0.000169319,0.333333333,3.04047777
HRSP12,0.00017449,0.333333333,3.098540146
RFX1,0.000169405,0.333333333,3.041473125
FBXO9,0.000174034,0.333333333,3.093563371
PRG4,0.000174459,0.333333333,3.098208361
ZFYVE9,0.000171969,0.333333333,3.070670206
CSPG4,0.000171262,0.333333333,3.062707366
ZNF428,0.000171233,0.333333333,3.062375581
HPX,0.000174398,0.333333333,3.097544791
PSME1,0.00017094,0.333333333,3.059057731
CYB561,0.000173611,0.333333333,3.088918381
CAPZA1,0.00017059,0.333333333,3.055076311
KHK,0.000172592,0.333333333,3.077637691
AP3B2,0.000172741,0.333333333,3.079296616
AMPD2,0.000177274,0.333333333,3.128400796
PTPN21,0.000174581,0.333333333,3.099535501
VDAC1,0.00017334,0.333333333,3.085932316
TRAM1,0.000172622,0.333333333,3.077969476
SEC24C,0.000175009,0.333333333,3.104180491
HCRT,0.000176305,0.333333333,3.118115461
AKAP6,0.000175408,0.333333333,3.108493696
THBS3,0.000169119,0.333333333,3.038155275
PRKCB,0.000172473,0.333333333,3.076310551
FKBP1B,0.000171057,0.333333333,3.060384871
GPR116,0.000172503,0.333333333,3.076642336
MKRN3,0.000170474,0.333333333,3.053749171
HPN,0.000175654,0.333333333,3.111147976
ACAA2,0.000171703,0.333333333,3.067684141
NIPSNAP1,0.000172652,0.333333333,3.078301261
CD36,0.000177746,0.333333333,3.133377571
SEMA5A,0.000174246,0.333333333,3.095885866
WDR47,0.000176274,0.333333333,3.117783676
MATK,0.000172414,0.333333333,3.075646981
RAB36,0.000167926,0.333333333,3.024220305
ADRA1B,0.000175469,0.333333333,3.109157266
FCER1G,0.000177904,0.333333333,3.135036496
NR2F1,0.000173702,0.333333333,3.089913736
SCAF8,0.000178763,0.333333333,3.143994691
RANBP2,0.000172444,0.333333333,3.075978766
DAD1,0.000170911,0.333333333,3.058725946
KIF25,0.00016787,0.333333333,3.023556735
ACTA2,0.000171556,0.333333333,3.066025216
PRAME,0.000171468,0.333333333,3.065029861
DGKB,0.000175871,0.333333333,3.113470471
TCF4,0.000183184,0.5,3.188785667
SQSTM1,0.00017334,0.333333333,3.085932316
ANK1,0.000176772,0.5,3.123092236
GAS1,0.000172592,0.333333333,3.077637691
ADORA1,0.000171644,0.333333333,3.067020571
ESRRA,0.000168549,0.333333333,3.031519575
APBB3,0.000169779,0.333333333,3.04578633
FCAR,0.000170474,0.333333333,3.053749171
LGI1,0.000175009,0.333333333,3.104180491
ABL1,0.000179372,0.333333333,3.150298607
KRT9,0.000176491,0.333333333,3.120106171
PRKAA2,0.000175377,0.333333333,3.108161911
CAP2,0.00017671,0.333333333,3.122428666
SERPINB1,0.000177022,0.333333333,3.125746516
NCF4,0.000174764,0.333333333,3.101526211
HMGCS2,0.000172951,0.333333333,3.081619111
CDK5R1,0.000172444,0.333333333,3.075978766
AGRP,0.000170126,0.333333333,3.04976775
NEDD4,0.000174642,0.5,3.100199071
TYR,0.000176491,0.333333333,3.120106171
STK11,0.000173671,0.5,3.089581951
SEC14L2,0.000172295,0.333333333,3.074319841
MT1G,0.000174917,0.333333333,3.103185136
ST7,0.000172712,0.333333333,3.078964831
BACH1,0.000173732,0.333333333,3.090245521
GCA,0.000180571,0.333333333,3.162574652
ALAS1,0.000172771,0.333333333,3.079628401
QPRT,0.000170707,0.333333333,3.056403451
NCF2,0.000175346,0.333333333,3.107830126
HSD3B2,0.000174398,0.333333333,3.097544791
PSMD5,0.000171204,0.333333333,3.062043796
MATN1,0.000170707,0.333333333,3.056403451
CPS1,0.000184128,0.5,3.198075647
VPS52,0.000179824,0.333333333,3.154943597
TMEM109,0.000171733,0.333333333,3.068015926
UBE2J1,0.000169837,0.333333333,3.0464499
GSN,0.00018031,0.5,3.159920372
PRSS22,0.000172384,0.333333333,3.075315196
RTN4,0.000175654,0.333333333,3.111147976
GFAP,0.000173491,0.333333333,3.087591241
ACACB,0.000174642,0.333333333,3.100199071
GABRA3,0.000175778,0.333333333,3.112475116
BIK,0.00016975,0.333333333,3.045454545
AAMP,0.00017059,0.333333333,3.055076311
CLN3,0.000172771,0.333333333,3.079628401
TCEAL4,0.000171999,0.333333333,3.071001991
SLC30A1,0.000172295,0.333333333,3.074319841
PSMB4,0.000169635,0.333333333,3.044127405
HSD11B1,0.00017322,0.333333333,3.084605176
RHBDF1,0.00016852,0.333333333,3.03118779
TNC,0.000176772,0.333333333,3.123092236
ACOT7,0.000171174,0.333333333,3.061712011
PGM3,0.000166141,0.333333333,3.002986065
CLSTN3,0.000172712,0.333333333,3.078964831
MPPED2,0.000173491,0.333333333,3.087591241
PCCB,0.000173943,0.333333333,3.092568016
PTGFR,0.000173792,0.333333333,3.090909091
PROX1,0.000182249,0.333333333,3.179495687
HOXB5,0.000168265,0.333333333,3.028201725
NNT,0.000181028,0.333333333,3.167219642
MARCH6,0.000172058,0.333333333,3.071665561
THRB,0.000179372,0.333333333,3.150298607
STK24,0.000171851,0.333333333,3.069343066
MEGF9,0.000169664,0.333333333,3.04445919
PSG9,0.000169291,0.333333333,3.040145985
NAPA,0.000175316,0.333333333,3.107498341
SHC3,0.000172325,0.333333333,3.074651626
BNIP3L,0.000175623,0.333333333,3.110816191
CYP3A5,0.000174551,0.333333333,3.099203716
S100A12,0.000172533,0.333333333,3.076974121
SPTLC2,0.000172563,0.333333333,3.077305906
ATP6V0C,0.000175223,0.333333333,3.106502986
CHRNA4,0.000172771,0.333333333,3.079628401
AVPR2,0.000171438,0.333333333,3.064698076
LZTS3,0.000174155,0.333333333,3.094890511
ZNF117,0.000167645,0.333333333,3.020902455
CTSB,0.000176149,0.333333333,3.116456536
CA1,0.00017322,0.333333333,3.084605176
AP2S1,0.000175994,0.333333333,3.114797611
PNMT,0.00017001,0.333333333,3.04844061
CNPY3,0.000169924,0.333333333,3.047445255
CTIF,0.000183486,0.333333333,3.191771732
SLC30A3,0.000173974,0.333333333,3.092899801
SLC25A4,0.00017452,0.333333333,3.098871931
MALL,0.000169952,0.333333333,3.04777704
WWOX,0.000175346,0.333333333,3.107830126
RAP2A,0.00017316,0.333333333,3.083941606
PRKACG,0.000177117,0.333333333,3.126741871
CACNB1,0.000173762,0.333333333,3.090577306
HGS,0.000172384,0.333333333,3.075315196
ABCC10,0.000167729,0.333333333,3.02189781
LY6E,0.000171262,0.333333333,3.062707366
SLC6A1,0.000168379,0.333333333,3.029528865
LSAMP,0.000181752,0.333333333,3.174518912
ALOX12,0.000175254,0.333333333,3.106834771
KIAA0556,0.000172921,0.333333333,3.081287326
PSMA7,0.000170271,0.333333333,3.051426676
GRIN2A,0.000186116,0.5,3.217319177
TUBB4B,0.000168492,0.333333333,3.030856005
PAX4,0.0001703,0.333333333,3.051758461
FYB,0.000171615,0.333333333,3.066688786
SLC35A3,0.000171438,0.333333333,3.064698076
ATP6AP1,0.000172592,0.333333333,3.077637691
ATP2B1,0.000178987,0.333333333,3.146317186
FGR,0.000175408,0.333333333,3.108493696
TNRC6B,0.000171028,0.333333333,3.060053086
EEF1A2,0.000178094,0.5,3.137027206
HABP2,0.000187793,0.5,3.233244857
PLAG1,0.000168577,0.333333333,3.03185136
GLIPR1,0.000177431,0.333333333,3.130059721
SLC15A1,0.000175778,0.333333333,3.112475116
DCTN1,0.00017696,0.333333333,3.125082946
DCHS1,0.000171674,0.333333333,3.067352356
SKAP2,0.000174459,0.333333333,3.098208361
CACNA2D1,0.000175963,0.5,3.114465826
ZNF274,0.000168379,0.333333333,3.029528865
RAB40C,0.000170242,0.333333333,3.051094891
PAH,0.000183251,0.333333333,3.189449237
PBXIP1,0.00016835,0.333333333,3.02919708
RAPGEF4,0.000172563,0.333333333,3.077305906
G6PC,0.000174734,0.333333333,3.101194426
ECM1,0.000170097,0.333333333,3.049435965
HLA-DPB1,0.000170678,0.333333333,3.056071666
ARL4A,0.000174307,0.333333333,3.096549436
GP1BB,0.000177148,0.333333333,3.127073656
SLC4A1,0.000176616,0.333333333,3.121433311
PYGL,0.00018162,0.333333333,3.173191772
ITIH3,0.000172712,0.333333333,3.078964831
PROS1,0.000169033,0.333333333,3.03715992
ARF5,0.00017307,0.333333333,3.082946251
NAGPA,0.000175871,0.333333333,3.113470471
TUBB4A,0.000169205,0.333333333,3.03915063
ACTR3,0.000181094,0.5,3.167883212
NFYB,0.000168947,0.333333333,3.036164565
LEPROTL1,0.000170358,0.333333333,3.052422031
DKK1,0.000167757,0.333333333,3.022229595
CD63,0.000173671,0.333333333,3.089581951
SUOX,0.000174459,0.333333333,3.098208361
FICD,0.000174368,0.333333333,3.097213006
IL11RA,0.000169233,0.333333333,3.039482415
KRT2,0.000177148,0.333333333,3.127073656
BNIP3,0.000175932,0.333333333,3.114134041
TUBB2A,0.000176772,0.333333333,3.123092236
POLR3C,0.000171292,0.333333333,3.063039151
TACC1,0.000172712,0.333333333,3.078964831
CRHBP,0.000173491,0.333333333,3.087591241
ABCA1,0.000171733,0.333333333,3.068015926
FOXO3,0.000172771,0.333333333,3.079628401
SHBG,0.000172682,0.333333333,3.078633046
COX6B1,0.000175439,0.333333333,3.108825481
PHYH,0.000173883,0.333333333,3.091904446
FZD5,0.000172861,0.333333333,3.080623756
MCF2,0.000168862,0.333333333,3.03516921
OS9,0.000174856,0.333333333,3.102521566
CELSR3,0.000169377,0.333333333,3.04114134
GUCY1A3,0.000168322,0.333333333,3.028865295
GCNT1,0.000174034,0.333333333,3.093563371
SMAD7,0.000172682,0.333333333,3.078633046
ADAM21,0.000172503,0.333333333,3.076642336
CCL27,0.000171527,0.333333333,3.065693431
RAB32,0.000173974,0.333333333,3.092899801
UBE2G2,0.000170969,0.333333333,3.059389516
PAGE4,0.000171497,0.333333333,3.065361646
PSMB6,0.00017135,0.333333333,3.063702721
RPL23,0.000170532,0.333333333,3.054412741
SLC12A3,0.000169062,0.333333333,3.037491705
PLLP,0.000170126,0.333333333,3.04976775
COX5B,0.0001731,0.333333333,3.083278036
CD52,0.000170358,0.333333333,3.052422031
OMD,0.000172682,0.333333333,3.078633046
RCAN1,0.000174551,0.333333333,3.099203716
BAK1,0.000170039,0.333333333,3.048772395
RIMBP2,0.000177904,0.333333333,3.135036496
ADCY9,0.000177778,0.333333333,3.133709356
SPOCK2,0.000173943,0.333333333,3.092568016
SLC25A5,0.000168577,0.333333333,3.03185136
PLXNB2,0.000174004,0.333333333,3.093231586
IQCE,0.0001731,0.333333333,3.083278036
HCRTR2,0.000175932,0.333333333,3.114134041
CA6,0.000172712,0.333333333,3.078964831
DECR1,0.00017325,0.333333333,3.084936961
KLRC3,0.000168776,0.333333333,3.034173855
BDH1,0.000176056,0.333333333,3.115461181
INA,0.000181225,0.5,3.169210352
KCNK1,0.000175623,0.333333333,3.110816191
COX6C,0.000176056,0.333333333,3.115461181
LAIR2,0.000169578,0.333333333,3.043463835
HMGCL,0.000175101,0.333333333,3.105175846
GPX2,0.000171703,0.333333333,3.067684141
AKAP12,0.000173792,0.333333333,3.090909091
NR1I2,0.000175377,0.333333333,3.108161911
SIPA1L1,0.00018352,0.333333333,3.192103517
GYPB,0.000174004,0.333333333,3.093231586
NEUROD2,0.000176305,0.333333333,3.118115461
DISC1,0.000171674,0.333333333,3.067352356
CD47,0.000175747,0.333333333,3.112143331
ATP4A,0.000178731,0.333333333,3.143662906
RUSC1,0.000177022,0.333333333,3.125746516
NECAB2,0.000170765,0.333333333,3.057067021
EPM2A,0.00017449,0.333333333,3.098540146
PHLPP2,0.000170853,0.333333333,3.058062376
GNA12,0.000176087,0.333333333,3.115792966
ELANE,0.000173611,0.333333333,3.088918381
HPCA,0.000174004,0.333333333,3.093231586
ADRB2,0.000178731,0.333333333,3.143662906
MAPK13,0.000169924,0.333333333,3.047445255
CRYAB,0.000174825,0.333333333,3.102189781
NAT8,0.000173461,0.333333333,3.087259456
CCDC9,0.000173853,0.333333333,3.091572661
MMP15,0.000174034,0.333333333,3.093563371
XYLB,0.000171969,0.333333333,3.070670206
RAMP3,0.00017313,0.333333333,3.083609821
ASIC2,0.000182017,0.333333333,3.177173192
COX7A2,0.000175562,0.333333333,3.110152621
TTLL3,0.000170794,0.333333333,3.057398806
MSC,0.0001731,0.333333333,3.083278036
NPHS1,0.000169319,0.333333333,3.04047777
CP,0.000172354,0.333333333,3.074983411
ALDH5A1,0.000170882,0.333333333,3.058394161
CNTN6,0.000178285,0.333333333,3.139017916
CES1,0.000173611,0.333333333,3.088918381
BCL7B,0.00017343,0.333333333,3.086927671
GLP1R,0.000170242,0.333333333,3.051094891
MYOF,0.000181192,0.333333333,3.168878567
PDXK,0.000176056,0.333333333,3.115461181
RER1,0.000168492,0.333333333,3.030856005
ALDOC,0.000170678,0.333333333,3.056071666
PRKCG,0.000171262,0.333333333,3.062707366
FCN1,0.000174734,0.333333333,3.101194426
PPP2R3A,0.000177022,0.333333333,3.125746516
PRKDC,0.000167532,0.333333333,3.019575315
HK3,0.000171145,0.333333333,3.061380226
GRPEL1,0.000180668,0.333333333,3.163570007
HDAC6,0.00017343,0.333333333,3.086927671
TEKT2,0.000173853,0.333333333,3.091572661
PPAP2B,0.000175809,0.333333333,3.112806901
SSH1,0.000172712,0.333333333,3.078964831
ENTPD5,0.00017138,0.333333333,3.064034506
SFT2D2,0.000166945,0.333333333,3.01260783
SENP3,0.000166362,0.333333333,3.005640345
MYL6B,0.000172117,0.333333333,3.072329131
LPPR4,0.000182349,0.333333333,3.180491042
UCHL1,0.000177211,0.333333333,3.127737226
PMP2,0.000171233,0.333333333,3.062375581
FAM32A,0.00017671,0.333333333,3.122428666
B4GALNT1,0.000169895,0.333333333,3.04711347
ALDOA,0.000174064,0.333333333,3.093895156
GCK,0.00017191,0.333333333,3.070006636
NPC1,0.000169033,0.333333333,3.03715992
TMOD1,0.000171821,0.333333333,3.069011281
TGM4,0.000171145,0.333333333,3.061380226
UQCRC2,0.000172861,0.333333333,3.080623756
SI,0.000174459,0.333333333,3.098208361
KAL1,0.000167898,0.333333333,3.02388852
SMARCD2,0.000166889,0.333333333,3.01194426
CFHR4,0.000171057,0.333333333,3.060384871
FDX1,0.000172265,0.333333333,3.073988056
BARX2,0.000171939,0.333333333,3.070338421
CYTIP,0.000173611,0.333333333,3.088918381
BLCAP,0.000176367,0.333333333,3.118779031
ZNF132,0.000166667,0.333333333,3.00928998
C8G,0.000171556,0.333333333,3.066025216
CHRNE,0.00017188,0.333333333,3.069674851
EPB41,0.00018031,0.333333333,3.159920372
SLC25A20,0.00017191,0.333333333,3.070006636
GALK1,0.000170969,0.333333333,3.059389516
MSTN,0.000168719,0.333333333,3.033510285
CPM,0.000170184,0.333333333,3.050431321
RIPK1,0.000169549,0.333333333,3.04313205
SFMBT1,0.000168947,0.333333333,3.036164565
KDR,0.000175562,0.333333333,3.110152621
CTDSPL,0.000179662,0.333333333,3.153284672
EIF4B,0.00017059,0.333333333,3.055076311
RGL2,0.000172741,0.333333333,3.079296616
NPR3,0.000172801,0.333333333,3.079960186
GALK2,0.000172176,0.333333333,3.072992701
HOPX,0.000166945,0.333333333,3.01260783
MAP1LC3B,0.000170823,0.333333333,3.057730591
B9D1,0.000169119,0.333333333,3.038155275
EREG,0.000171174,0.333333333,3.061712011
MLEC,0.000169033,0.333333333,3.03715992
HSD17B10,0.00017584,0.333333333,3.113138686
LAMA3,0.000172771,0.333333333,3.079628401
KNG1,0.00017646,0.333333333,3.119774386
IFNA16,0.000180668,0.333333333,3.163570007
S100A4,0.000170503,0.333333333,3.054080956
FOXA1,0.000176523,0.333333333,3.120437956
SOSTDC1,0.000176274,0.333333333,3.117783676
CAV2,0.000169895,0.333333333,3.04711347
SREBF1,0.000168606,0.333333333,3.032183145
TRAF6,0.000173732,0.333333333,3.090245521
MYLK,0.000175654,0.333333333,3.111147976
TMEM8B,0.00016787,0.333333333,3.023556735
LHCGR,0.000180505,0.333333333,3.161911082
CSNK1E,0.000177117,0.333333333,3.126741871
DNAJC4,0.000169463,0.333333333,3.042136695
NTSR2,0.000183857,0.333333333,3.195421367
SCAP,0.000171556,0.333333333,3.066025216
ACTA1,0.000172682,0.333333333,3.078633046
ADH1B,0.000176429,0.333333333,3.119442601
STAU1,0.00017507,0.333333333,3.104844061
PCYT1B,0.000167757,0.333333333,3.022229595
FCGR1A,0.000169866,0.333333333,3.046781685
NUCB2,0.00017334,0.5,3.085932316
NRL,0.000171999,0.333333333,3.071001991
RIMS2,0.000173762,0.333333333,3.090577306
DYRK2,0.000177904,0.5,3.135036496
PAFAH2,0.000168634,0.333333333,3.03251493
EFEMP2,0.000171292,0.333333333,3.063039151
ELAVL1,0.000172117,0.333333333,3.072329131
CD40,0.000176087,0.333333333,3.115792966
CDC34,0.000168492,0.333333333,3.030856005
AGT,0.000176835,0.333333333,3.123755806
SCAMP3,0.000174703,0.333333333,3.100862641
SLC17A4,0.000172265,0.333333333,3.073988056
CPNE6,0.000174948,0.333333333,3.103516921
ASPA,0.000172176,0.333333333,3.072992701
GK,0.000172354,0.333333333,3.074983411
PIN1,0.0001734,0.333333333,3.086595886
BAD,0.000175346,0.333333333,3.107830126
SERPINF2,0.000176149,0.333333333,3.116456536
RPL19,0.000170648,0.333333333,3.055739881
AP4S1,0.000176243,0.5,3.117451891
NDUFAF1,0.000173521,0.333333333,3.087923026
STMN2,0.000178635,0.333333333,3.142667551
MATN3,0.000169147,0.333333333,3.03848706
PSD4,0.000171204,0.333333333,3.062043796
GPR162,0.000172891,0.333333333,3.080955541
PPP2R1A,0.00017138,0.333333333,3.064034506
SNPH,0.000168862,0.333333333,3.03516921
POFUT1,0.000169952,0.333333333,3.04777704
CTH,0.000178063,0.333333333,3.136695421
GNA13,0.000170911,0.333333333,3.058725946
SYNGR2,0.000169779,0.333333333,3.04578633
BZW1,0.000181324,0.333333333,3.170205707
MAPK8,0.000172831,0.333333333,3.080291971
PTPRN2,0.000178253,0.5,3.138686131
KIAA0040,0.00017449,0.333333333,3.098540146
SSTR4,0.000174095,0.333333333,3.094226941
ZNF189,0.00016909,0.333333333,3.03782349
IFNA10,0.000176118,0.333333333,3.116124751
RPS6KA2,0.000172951,0.333333333,3.081619111
COX5A,0.000176585,0.333333333,3.121101526
CRISP3,0.000170068,0.333333333,3.04910418
DACH1,0.000181521,0.333333333,3.172196417
ZNF516,0.000167001,0.333333333,3.0132714
CEP290,0.000164636,0.333333333,2.98473789
TFAP2B,0.000176491,0.333333333,3.120106171
PSMD13,0.000170155,0.333333333,3.050099536
STK10,0.000176803,0.333333333,3.123424021
CA11,0.000171468,0.333333333,3.065029861
SMR3B,0.000172087,0.333333333,3.071997346
TNPO1,0.000174886,0.333333333,3.102853351
AMT,0.000173883,0.333333333,3.091904446
NDUFV1,0.000171497,0.333333333,3.065361646
TM7SF2,0.000170155,0.333333333,3.050099536
HSPD1,0.000169119,0.333333333,3.038155275
KLK1,0.000170445,0.333333333,3.053417386
PRDX6,0.000174795,0.333333333,3.101857996
PARD6B,0.000167701,0.333333333,3.021566025
SLC1A5,0.000169693,0.333333333,3.044790975
CASK,0.000172384,0.333333333,3.075315196
PMVK,0.00016852,0.333333333,3.03118779
CDK18,0.000170532,0.333333333,3.054412741
SPINT1,0.000172801,0.333333333,3.079960186
HLA-DRA,0.000175809,0.333333333,3.112806901
CD33,0.00017337,0.333333333,3.086264101
LCN1,0.000168976,0.333333333,3.03649635
EI24,0.000170329,0.333333333,3.052090246
GABRG2,0.000174856,0.333333333,3.102521566
USP46,0.000170999,0.333333333,3.059721301
ITPKB,0.000181061,0.333333333,3.167551427
BFSP1,0.000168748,0.333333333,3.03384207
MYF5,0.000171969,0.333333333,3.070670206
FCGR2A,0.000170329,0.333333333,3.052090246
DENND4B,0.00017001,0.333333333,3.04844061
C21orf2,0.000169981,0.333333333,3.048108825
ARF1,0.000175747,0.333333333,3.112143331
PCSK1,0.000180083,0.333333333,3.157597877
KCNK3,0.000173822,0.333333333,3.091240876
CYFIP2,0.000181653,0.5,3.173523557
CD34,0.000176554,0.333333333,3.120769741
SDHB,0.000173822,0.333333333,3.091240876
SKIL,0.000173974,0.333333333,3.092899801
HK2,0.00017059,0.333333333,3.055076311
ITIH4,0.00017319,0.333333333,3.084273391
CRABP2,0.000171497,0.333333333,3.065361646
CHRNB1,0.000168776,0.333333333,3.034173855
GRM8,0.000171585,0.333333333,3.066357001
S100A5,0.000169779,0.333333333,3.04578633
SPN,0.000172622,0.333333333,3.077969476
KCNA5,0.000176835,0.333333333,3.123755806
GRM4,0.000182083,0.333333333,3.177836762
FTH1,0.000169262,0.333333333,3.0398142
DICER1,0.000176616,0.333333333,3.121433311
SZT2,0.000175254,0.333333333,3.106834771
TCF25,0.000168011,0.333333333,3.02521566
IRAK1,0.000170853,0.333333333,3.058062376
SKAP1,0.00018315,0.333333333,3.188453882
RRAGB,0.00017001,0.333333333,3.04844061
ACOX1,0.000171762,0.333333333,3.068347711
CTNND2,0.000186741,0.5,3.223291307
KLHL4,0.000169952,0.333333333,3.04777704
MYO7A,0.000172147,0.333333333,3.072660916
VTN,0.00017334,0.333333333,3.085932316
FABP2,0.000170969,0.333333333,3.059389516
PRKCE,0.000182749,0.5,3.184472462
CYP11B1,0.000171233,0.333333333,3.062375581
CYP24A1,0.000172592,0.333333333,3.077637691
MYT1L,0.000172771,0.333333333,3.079628401
COMP,0.00017135,0.333333333,3.063702721
GPT,0.000172951,0.333333333,3.081619111
BRINP1,0.000169607,0.333333333,3.04379562
RIPK2,0.000171145,0.333333333,3.061380226
WDR46,0.000172117,0.333333333,3.072329131
IGFBP1,0.000174978,0.333333333,3.103848706
FADS2,0.00017328,0.333333333,3.085268746
GPC1,0.000171116,0.333333333,3.061048441
AOAH,0.000175871,0.333333333,3.113470471
THPO,0.000170271,0.333333333,3.051426676
P2RX4,0.000174825,0.333333333,3.102189781
NRIP1,0.000176025,0.333333333,3.115129396
DSCR4,0.000171762,0.333333333,3.068347711
S100A11,0.00017334,0.333333333,3.085932316
AANAT,0.000176336,0.333333333,3.118447246
ATP5A1,0.000174917,0.333333333,3.103185136
CYP2A7,0.000173792,0.333333333,3.090909091
CES2,0.000171939,0.333333333,3.070338421
ELK1,0.00016909,0.333333333,3.03782349
UBE2B,0.000173702,0.5,3.089913736
SPTA1,0.000176398,0.333333333,3.119110816
NF2,0.000174155,0.333333333,3.094890511
ITPR1,0.000177936,0.333333333,3.135368281
MNT,0.000170126,0.333333333,3.04976775
AZU1,0.000174064,0.333333333,3.093895156
PYGM,0.000174703,0.333333333,3.100862641
SLC35A1,0.00017298,0.333333333,3.081950896
MAPKAPK3,0.000177525,0.333333333,3.131055076
LPL,0.000170882,0.333333333,3.058394161
IQGAP1,0.00017671,0.333333333,3.122428666
KLF9,0.000177085,0.333333333,3.126410086
STX4,0.000175193,0.333333333,3.106171201
MNDA,0.00017963,0.333333333,3.152952887
CDH12,0.000179437,0.5,3.150962177
CENPB,0.000170184,0.333333333,3.050431321
CABIN1,0.000171821,0.333333333,3.069011281
CHN1,0.000175316,0.333333333,3.107498341
MTUS2,0.000174125,0.333333333,3.094558726
FOLR2,0.000170358,0.333333333,3.052422031
UBE2D1,0.000175285,0.333333333,3.107166556
MS4A3,0.000165755,0.333333333,2.998341075
CITED1,0.000167673,0.333333333,3.02123424
MTTP,0.000178923,0.333333333,3.145653616
GSTM5,0.000174064,0.333333333,3.093895156
MUT,0.000173581,0.333333333,3.088586596
IDH1,0.000175932,0.333333333,3.114134041
DFFA,0.000168039,0.333333333,3.025547445
PRDX2,0.000170911,0.333333333,3.058725946
ADD2,0.000172236,0.333333333,3.073656271
OGDH,0.000178987,0.333333333,3.146317186
NKX2-5,0.000171792,0.333333333,3.068679496
ISL1,0.000185701,0.333333333,3.213337757
DIAPH1,0.000169779,0.333333333,3.04578633
UROD,0.000175377,0.333333333,3.108161911
TSPO,0.000177494,0.5,3.130723291
ZFHX2,0.000171674,0.333333333,3.067352356
C14orf1,0.000170184,0.333333333,3.050431321
FOXF1,0.000176087,0.333333333,3.115792966
UBB,0.000174398,0.333333333,3.097544791
TNK2,0.000173702,0.333333333,3.089913736
STX11,0.000177148,0.333333333,3.127073656
CPA2,0.000179179,0.333333333,3.148307896
ATP6V0A1,0.000177242,0.5,3.128069011
GCH1,0.000177999,0.333333333,3.136031851
CFHR2,0.00017322,0.333333333,3.084605176
CNGA3,0.000171409,0.333333333,3.064366291
MADD,0.000170503,0.333333333,3.054080956
CAMK1G,0.000174825,0.333333333,3.102189781
ABHD5,0.000177904,0.333333333,3.135036496
EDIL3,0.000178987,0.333333333,3.146317186
TAT,0.000175716,0.333333333,3.111811546
LGALS1,0.000172444,0.333333333,3.075978766
CDK10,0.00016714,0.333333333,3.014930325
NUBP1,0.000170619,0.333333333,3.055408096
ERBB2,0.000172592,0.333333333,3.077637691
TMED3,0.000175654,0.333333333,3.111147976
ABCB6,0.000170503,0.333333333,3.054080956
NMI,0.000172473,0.333333333,3.076310551
ENO3,0.000171674,0.333333333,3.067352356
ALCAM,0.000178317,0.333333333,3.139349701
CASP7,0.000169434,0.333333333,3.04180491
ZBTB17,0.000173792,0.333333333,3.090909091
ARHGEF16,0.000172147,0.333333333,3.072660916
RUFY3,0.000175747,0.333333333,3.112143331
ALOX15,0.000171939,0.333333333,3.070338421
PPEF1,0.000171292,0.333333333,3.063039151
FDFT1,0.000172384,0.333333333,3.075315196
CALB1,0.000170707,0.333333333,3.056403451
GABRA1,0.000176305,0.333333333,3.118115461
S100A9,0.000174004,0.333333333,3.093231586
APBB2,0.000179856,0.333333333,3.155275382
AMFR,0.000177999,0.5,3.136031851
ACTN1,0.000177494,0.5,3.130723291
RHOA,0.000172295,0.333333333,3.074319841
